次数,ターゲット,画面タイトル,画面タイプ,1次指標名,2次指標名,3次指標名,4次指標名,5次指標名,計算レイヤー,スコープ,用途・機能説明,概念式／演算ロジック,判断基準・閾値目安,依存先指標,データ基盤要件,V69No/戦略No
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間予算構成比_ガス代,,,L2-S,単店舗(画面内),-,年間予算_ガス代 ÷ 年間予算_総売上 計 × 100,-,"年間予実対比（予実対比）.年間予算_ガス代, 年間予実対比（予実対比）.年間予算_総売上 計",既存(V89/V69),439
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間予算構成比_水道代,,,L2-S,単店舗(画面内),-,年間予算_水道代 ÷ 年間予算_総売上 計 × 100,-,"年間予実対比（予実対比）.年間予算_水道代, 年間予実対比（予実対比）.年間予算_総売上 計",既存(V89/V69),440
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間予算構成比_減価償却費,,,L2-S,単店舗(画面内),-,年間予算_減価償却費 ÷ 年間予算_総売上 計 × 100,-,"年間予実対比（予実対比）.年間予算_減価償却費, 年間予実対比（予実対比）.年間予算_総売上 計",既存(V89/V69),441
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間予算構成比_販促費,,,L2-S,単店舗(画面内),-,年間予算_販促費 ÷ 年間予算_総売上 計 × 100,-,"年間予実対比（予実対比）.年間予算_販促費, 年間予実対比（予実対比）.年間予算_総売上 計",既存(V89/V69),442
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間予算構成比_資材費,,,L2-S,単店舗(画面内),-,年間予算_資材費 ÷ 年間予算_総売上 計 × 100,-,"年間予実対比（予実対比）.年間予算_資材費, 年間予実対比（予実対比）.年間予算_総売上 計",既存(V89/V69),443
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間予算構成比_借入金返済,,,L2-S,単店舗(画面内),-,年間予算_借入金返済 ÷ 年間予算_総売上 計 × 100,-,"年間予実対比（予実対比）.年間予算_借入金返済, 年間予実対比（予実対比）.年間予算_総売上 計",既存(V89/V69),444
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間予算構成比_IT費用,,,L2-S,単店舗(画面内),-,年間予算_IT費用 ÷ 年間予算_総売上 計 × 100,-,"年間予実対比（予実対比）.年間予算_IT費用, 年間予実対比（予実対比）.年間予算_総売上 計",既存(V89/V69),445
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間予算構成比_ラクミー利用料,,,L2-S,単店舗(画面内),-,年間予算_ラクミー利用料 ÷ 年間予算_総売上 計 × 100,-,"年間予実対比（予実対比）.年間予算_ラクミー利用料, 年間予実対比（予実対比）.年間予算_総売上 計",既存(V89/V69),446
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間予算構成比_レジ利用料,,,L2-S,単店舗(画面内),-,年間予算_レジ利用料 ÷ 年間予算_総売上 計 × 100,-,"年間予実対比（予実対比）.年間予算_レジ利用料, 年間予実対比（予実対比）.年間予算_総売上 計",既存(V89/V69),447
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間予算構成比_クレジットカード手数料,,,L2-S,単店舗(画面内),-,年間予算_クレジットカード手数料 ÷ 年間予算_総売上 計 × 100,-,"年間予実対比（予実対比）.年間予算_クレジットカード手数料, 年間予実対比（予実対比）.年間予算_総売上 計",既存(V89/V69),448
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間予算構成比_お花代,,,L2-S,単店舗(画面内),-,年間予算_お花代 ÷ 年間予算_総売上 計 × 100,-,"年間予実対比（予実対比）.年間予算_お花代, 年間予実対比（予実対比）.年間予算_総売上 計",既存(V89/V69),449
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間予算構成比_営業利益,,,L2-S,単店舗(画面内),-,年間予算_営業利益 ÷ 年間予算_総売上 計 × 100,-,"年間予実対比（予実対比）.年間予算_営業利益, 年間予実対比（予実対比）.年間予算_総売上 計",既存(V89/V69),450
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間構成比_総売上 計,,,L2-S,単店舗(画面内),-,年間実績_総売上 計 ÷ 年間実績_総売上 計 × 100,-,"年間予実対比（予実対比）.年間実績_総売上 計, 年間予実対比（予実対比）.年間実績_総売上 計",既存(V89/V69),451
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間構成比_フード売上 計,,,L2-S,単店舗(画面内),-,年間実績_フード売上 計 ÷ 年間実績_総売上 計 × 100,-,"年間予実対比（予実対比）.年間実績_フード売上 計, 年間予実対比（予実対比）.年間実績_総売上 計",既存(V89/V69),452
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間構成比_フード売上ランチ,,,L2-S,単店舗(画面内),-,年間実績_フード売上ランチ ÷ 年間実績_総売上 計 × 100,-,"年間予実対比（予実対比）.年間実績_フード売上ランチ, 年間予実対比（予実対比）.年間実績_総売上 計",既存(V89/V69),453
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間構成比_フード売上ディナー,,,L2-S,単店舗(画面内),-,年間実績_フード売上ディナー ÷ 年間実績_総売上 計 × 100,-,"年間予実対比（予実対比）.年間実績_フード売上ディナー, 年間予実対比（予実対比）.年間実績_総売上 計",既存(V89/V69),454
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間構成比_ドリンク売上 計,,,L2-S,単店舗(画面内),-,年間実績_ドリンク売上 計 ÷ 年間実績_総売上 計 × 100,-,"年間予実対比（予実対比）.年間実績_ドリンク売上 計, 年間予実対比（予実対比）.年間実績_総売上 計",既存(V89/V69),455
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間構成比_ドリンク売上ランチ,,,L2-S,単店舗(画面内),-,年間実績_ドリンク売上ランチ ÷ 年間実績_総売上 計 × 100,-,"年間予実対比（予実対比）.年間実績_ドリンク売上ランチ, 年間予実対比（予実対比）.年間実績_総売上 計",既存(V89/V69),456
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間構成比_ドリンク売上ディナー,,,L2-S,単店舗(画面内),-,年間実績_ドリンク売上ディナー ÷ 年間実績_総売上 計 × 100,-,"年間予実対比（予実対比）.年間実績_ドリンク売上ディナー, 年間予実対比（予実対比）.年間実績_総売上 計",既存(V89/V69),457
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間構成比_その他売上 計,,,L2-S,単店舗(画面内),-,年間実績_その他売上 計 ÷ 年間実績_総売上 計 × 100,-,"年間予実対比（予実対比）.年間実績_その他売上 計, 年間予実対比（予実対比）.年間実績_総売上 計",既存(V89/V69),458
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間構成比_その他売上ランチ,,,L2-S,単店舗(画面内),-,年間実績_その他売上ランチ ÷ 年間実績_総売上 計 × 100,-,"年間予実対比（予実対比）.年間実績_その他売上ランチ, 年間予実対比（予実対比）.年間実績_総売上 計",既存(V89/V69),459
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間構成比_その他売上ディナー,,,L2-S,単店舗(画面内),-,年間実績_その他売上ディナー ÷ 年間実績_総売上 計 × 100,-,"年間予実対比（予実対比）.年間実績_その他売上ディナー, 年間予実対比（予実対比）.年間実績_総売上 計",既存(V89/V69),460
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間構成比_FLコスト 計,,,L2-S,単店舗(画面内),-,年間実績_FLコスト 計 ÷ 年間実績_総売上 計 × 100,-,"年間予実対比（予実対比）.年間実績_FLコスト 計, 年間予実対比（予実対比）.年間実績_総売上 計",既存(V89/V69),461
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間構成比_FD仕入 計,,,L2-S,単店舗(画面内),-,年間実績_FD仕入 計 ÷ 年間実績_総売上 計 × 100,-,"年間予実対比（予実対比）.年間実績_FD仕入 計, 年間予実対比（予実対比）.年間実績_総売上 計",既存(V89/V69),462
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間構成比_フード仕入,,,L2-S,単店舗(画面内),-,年間実績_フード仕入 ÷ 年間実績_総売上 計 × 100,-,"年間予実対比（予実対比）.年間実績_フード仕入, 年間予実対比（予実対比）.年間実績_総売上 計",既存(V89/V69),463
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間構成比_ドリンク仕入,,,L2-S,単店舗(画面内),-,年間実績_ドリンク仕入 ÷ 年間実績_総売上 計 × 100,-,"年間予実対比（予実対比）.年間実績_ドリンク仕入, 年間予実対比（予実対比）.年間実績_総売上 計",既存(V89/V69),464
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間構成比_人件費 計,,,L2-S,単店舗(画面内),-,年間実績_人件費 計 ÷ 年間実績_総売上 計 × 100,-,"年間予実対比（予実対比）.年間実績_人件費 計, 年間予実対比（予実対比）.年間実績_総売上 計",既存(V89/V69),465
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間構成比_固定人件費,,,L2-S,単店舗(画面内),-,年間実績_固定人件費 ÷ 年間実績_総売上 計 × 100,-,"年間予実対比（予実対比）.年間実績_固定人件費, 年間予実対比（予実対比）.年間実績_総売上 計",既存(V89/V69),466
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間構成比_PA人件費,,,L2-S,単店舗(画面内),-,年間実績_PA人件費 ÷ 年間実績_総売上 計 × 100,-,"年間予実対比（予実対比）.年間実績_PA人件費, 年間予実対比（予実対比）.年間実績_総売上 計",既存(V89/V69),467
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間構成比_社員人件費,,,L2-S,単店舗(画面内),-,年間実績_社員人件費 ÷ 年間実績_総売上 計 × 100,-,"年間予実対比（予実対比）.年間実績_社員人件費, 年間予実対比（予実対比）.年間実績_総売上 計",既存(V89/V69),468
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間構成比_ヘルプ人件費,,,L2-S,単店舗(画面内),-,年間実績_ヘルプ人件費 ÷ 年間実績_総売上 計 × 100,-,"年間予実対比（予実対比）.年間実績_ヘルプ人件費, 年間予実対比（予実対比）.年間実績_総売上 計",既存(V89/V69),469
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間構成比_その他経費 計,,,L2-S,単店舗(画面内),-,年間実績_その他経費 計 ÷ 年間実績_総売上 計 × 100,-,"年間予実対比（予実対比）.年間実績_その他経費 計, 年間予実対比（予実対比）.年間実績_総売上 計",既存(V89/V69),470
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間構成比_地代家賃,,,L2-S,単店舗(画面内),-,年間実績_地代家賃 ÷ 年間実績_総売上 計 × 100,-,"年間予実対比（予実対比）.年間実績_地代家賃, 年間予実対比（予実対比）.年間実績_総売上 計",既存(V89/V69),471
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間構成比_家賃（変動分）,,,L2-S,単店舗(画面内),-,年間実績_家賃（変動分） ÷ 年間実績_総売上 計 × 100,-,"年間予実対比（予実対比）.年間実績_家賃（変動分）, 年間予実対比（予実対比）.年間実績_総売上 計",既存(V89/V69),472
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間構成比_水道光熱費,,,L2-S,単店舗(画面内),-,年間実績_水道光熱費 ÷ 年間実績_総売上 計 × 100,-,"年間予実対比（予実対比）.年間実績_水道光熱費, 年間予実対比（予実対比）.年間実績_総売上 計",既存(V89/V69),473
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間構成比_電気代,,,L2-S,単店舗(画面内),-,年間実績_電気代 ÷ 年間実績_総売上 計 × 100,-,"年間予実対比（予実対比）.年間実績_電気代, 年間予実対比（予実対比）.年間実績_総売上 計",既存(V89/V69),474
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間構成比_ガス代,,,L2-S,単店舗(画面内),-,年間実績_ガス代 ÷ 年間実績_総売上 計 × 100,-,"年間予実対比（予実対比）.年間実績_ガス代, 年間予実対比（予実対比）.年間実績_総売上 計",既存(V89/V69),475
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間構成比_水道代,,,L2-S,単店舗(画面内),-,年間実績_水道代 ÷ 年間実績_総売上 計 × 100,-,"年間予実対比（予実対比）.年間実績_水道代, 年間予実対比（予実対比）.年間実績_総売上 計",既存(V89/V69),476
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間構成比_減価償却費,,,L2-S,単店舗(画面内),-,年間実績_減価償却費 ÷ 年間実績_総売上 計 × 100,-,"年間予実対比（予実対比）.年間実績_減価償却費, 年間予実対比（予実対比）.年間実績_総売上 計",既存(V89/V69),477
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間構成比_販促費,,,L2-S,単店舗(画面内),-,年間実績_販促費 ÷ 年間実績_総売上 計 × 100,-,"年間予実対比（予実対比）.年間実績_販促費, 年間予実対比（予実対比）.年間実績_総売上 計",既存(V89/V69),478
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間構成比_資材費,,,L2-S,単店舗(画面内),-,年間実績_資材費 ÷ 年間実績_総売上 計 × 100,-,"年間予実対比（予実対比）.年間実績_資材費, 年間予実対比（予実対比）.年間実績_総売上 計",既存(V89/V69),479
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間構成比_借入金返済,,,L2-S,単店舗(画面内),-,年間実績_借入金返済 ÷ 年間実績_総売上 計 × 100,-,"年間予実対比（予実対比）.年間実績_借入金返済, 年間予実対比（予実対比）.年間実績_総売上 計",既存(V89/V69),480
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間構成比_IT費用,,,L2-S,単店舗(画面内),-,年間実績_IT費用 ÷ 年間実績_総売上 計 × 100,-,"年間予実対比（予実対比）.年間実績_IT費用, 年間予実対比（予実対比）.年間実績_総売上 計",既存(V89/V69),481
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間構成比_ラクミー利用料,,,L2-S,単店舗(画面内),-,年間実績_ラクミー利用料 ÷ 年間実績_総売上 計 × 100,-,"年間予実対比（予実対比）.年間実績_ラクミー利用料, 年間予実対比（予実対比）.年間実績_総売上 計",既存(V89/V69),482
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間構成比_レジ利用料,,,L2-S,単店舗(画面内),-,年間実績_レジ利用料 ÷ 年間実績_総売上 計 × 100,-,"年間予実対比（予実対比）.年間実績_レジ利用料, 年間予実対比（予実対比）.年間実績_総売上 計",既存(V89/V69),483
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間構成比_クレジットカード手数料,,,L2-S,単店舗(画面内),-,年間実績_クレジットカード手数料 ÷ 年間実績_総売上 計 × 100,-,"年間予実対比（予実対比）.年間実績_クレジットカード手数料, 年間予実対比（予実対比）.年間実績_総売上 計",既存(V89/V69),484
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間構成比_お花代,,,L2-S,単店舗(画面内),-,年間実績_お花代 ÷ 年間実績_総売上 計 × 100,-,"年間予実対比（予実対比）.年間実績_お花代, 年間予実対比（予実対比）.年間実績_総売上 計",既存(V89/V69),485
3次,本部管理者,年間予実対比（予実対比）,分析画面,,,年間構成比_営業利益,,,L2-S,単店舗(画面内),-,年間実績_営業利益 ÷ 年間実績_総売上 計 × 100,-,"年間予実対比（予実対比）.年間実績_営業利益, 年間予実対比（予実対比）.年間実績_総売上 計",既存(V89/V69),486
3次,本部管理者,店舗ラベル別サマリー,ダッシュボード表示画面,,,売上（税抜）,,,L2-L,ラベル別(画面内),店舗ラベルでグルーピングした主要指標サマリー。売上・コスト等の集計ディメンション,参照表示,-,[外部]ZTOTAL.sales_excluded,既存(V89/V69),189
3次,本部管理者,店舗別サマリー,ダッシュボード表示画面,,,売上（税抜）,,,L2-C,全店舗(画面内),店舗ごとの主要指標サマリー,参照表示,-,[外部]ZTOTAL.sales_excluded,既存(V89/V69),196
3次,本部管理者,当月実績,ダッシュボード表示画面,,,売上（税抜）,,,L2-C,全店舗(画面内),当月の実績サマリー,参照表示,-,[外部]ZTOTAL.sales_excluded,既存(V89/V69),203
3次,本部管理者,月次レポート,分析画面,,,原価（金額）,,,L2-C,全店舗(画面内),月次の経営レポート,前月在庫+仕入-当月在庫,-,月次レポート.仕入総額,既存(V89/V69),144
3次,本部管理者,月次レポート,分析画面,,,対象前月在庫（金額）,,,L2-C,全店舗(画面内),月次の経営レポート,マスタ参照,-,-,既存(V89/V69),146
3次,本部管理者,月次レポート,分析画面,,,対象月在庫（金額）,,,L2-C,全店舗(画面内),月次の経営レポート,マスタ参照,-,-,既存(V89/V69),148
3次,本部管理者,棚卸詳細,一覧表示画面,,,仕入れ先,,,L2-C,全店舗(画面内),棚卸データの詳細表示,参照表示,-,-,既存(V89/V69),167
3次,本部管理者,棚卸詳細,一覧表示画面,,,小計,,,L2-C,全店舗(画面内),棚卸データの詳細表示,参照表示,-,-,既存(V89/V69),172
3次,本部管理者,納品書管理,一覧表示画面,,,納品書ID,,,L2-C,全店舗(画面内),納品書データの管理,参照表示,-,-,既存(V89/V69),173
3次,本部管理者,納品書管理,一覧表示画面,,,受付日付,,,L2-C,全店舗(画面内),納品書データの管理,参照表示,-,-,既存(V89/V69),174
3次,本部管理者,納品書管理,一覧表示画面,,,納品日,,,L2-C,全店舗(画面内),納品書データの管理,参照表示,-,-,既存(V89/V69),175
3次,本部管理者,納品書管理,一覧表示画面,,,処理ステータス,,,L2-C,全店舗(画面内),納品書データの管理,参照表示,-,-,既存(V89/V69),177
3次,本部管理者,納品書管理,一覧表示画面,,,発注先,,,L2-C,全店舗(画面内),納品書データの管理,参照表示,-,-,既存(V89/V69),178
3次,本部管理者,納品書詳細,一覧表示画面,,,納品書ID,,,L2-C,全店舗(画面内),納品書の詳細表示,参照表示,-,-,既存(V89/V69),179
3次,本部管理者,納品書詳細,一覧表示画面,,,発注者,,,L2-C,全店舗(画面内),納品書の詳細表示,参照表示,-,-,既存(V89/V69),180
3次,本部管理者,納品書詳細,一覧表示画面,,,受注者,,,L2-C,全店舗(画面内),納品書の詳細表示,参照表示,-,-,既存(V89/V69),181
3次,本部管理者,納品書詳細,一覧表示画面,,,処理ステータス,,,L2-C,全店舗(画面内),納品書の詳細表示,参照表示,-,-,既存(V89/V69),182
3次,本部管理者,納品書詳細,一覧表示画面,,,納品日,,,L2-C,全店舗(画面内),納品書の詳細表示,参照表示,-,-,既存(V89/V69),183
3次,本部管理者,費用実績入力,実績入力画面,,,費目,,,L2-C,全店舗(画面内),費用実績の入力・管理,マスタ参照,-,-,既存(V89/V69),38
3次,本部管理者,費用実績入力,実績入力画面,,,移動元店舗,,,L2-C,全店舗(画面内),費用実績の入力・管理,マスタ参照,-,-,既存(V89/V69),41
3次,本部管理者,費用実績入力,実績入力画面,,,移動先店舗,,,L2-C,全店舗(画面内),費用実績の入力・管理,マスタ参照,-,-,既存(V89/V69),43
3次,本部管理者,費目別仕入分析,分析画面,,,比率,,,L2-C,全店舗(画面内),費目別の仕入分析,費目÷総仕入×100,-,-,既存(V89/V69),153
3次,本部管理者,進捗分析,分析画面,,,利益進捗率,,,L2-C,全店舗(画面内),売上・利益の進捗分析,営業利益累計÷目標利益×100,-,当月実績.営業利益,既存(V89/V69),154
3次,本部管理者,進捗分析,分析画面,,,売上進捗率,,,L2-C,全店舗(画面内),売上・利益の進捗分析,売上累計÷目標×100,-,"店舗別サマリー.売上（税抜）, 店舗別サマリー.売上目標",既存(V89/V69),155
3次,本部管理者,進捗分析,分析画面,,,達成率,,,L2-C,全店舗(画面内),売上・利益の進捗分析,実績÷目標×100,-,当月実績.売上（税抜）,既存(V89/V69),156
3次,本部管理者,進捗分析,分析画面,,,進捗率比較（前月）,,,L2-C,全店舗(画面内),売上・利益の進捗分析,前月比計算,-,当月実績.売上（税抜）,既存(V89/V69),157
3次,本部管理者,進捗分析,分析画面,,,進捗率比較（前々月）,,,L2-C,全店舗(画面内),売上・利益の進捗分析,前々月比計算,-,当月実績.売上（税抜）,既存(V89/V69),158
4次,本部管理者,主要KPI指標,ダッシュボード表示画面,,,,坪月商,,L3-C,全店舗(画面間),主要KPIのダッシュボード表示,参照表示,-,当月実績.売上（税抜）,既存(V89/V69),184
4次,本部管理者,主要KPI指標,ダッシュボード表示画面,,,,営業利益率,,L3-C,全店舗(画面間),主要KPIのダッシュボード表示,参照表示,-,"当月実績.営業利益, 当月実績.売上（税抜）, 予実対比.FD仕入, 予実対比.人件費",既存(V89/V69),185
4次,本部管理者,主要KPI指標,ダッシュボード表示画面,,,,家賃比率,,L3-C,全店舗(画面間),主要KPIのダッシュボード表示,参照表示,-,当月実績.売上（税抜）,既存(V89/V69),186
4次,本部管理者,主要KPI指標,ダッシュボード表示画面,,,,ROI,,L3-C,全店舗(画面間),主要KPIのダッシュボード表示,参照表示,-,当月実績.営業利益,既存(V89/V69),187
4次,本部管理者,年間予実対比（サマリー）,ダッシュボード表示画面,,,,客単価（ランチ）,,L3-S,単店舗(画面間),-,参照表示,-,"時間帯別売上分析.ランチ売上（税抜）, 時間帯別売上分析.客数",既存(V89/V69),247
4次,本部管理者,年間予実対比（サマリー）,ダッシュボード表示画面,,,,客単価（ディナー）,,L3-S,単店舗(画面間),-,参照表示,-,"時間帯別売上分析.ディナー売上（税抜）, 時間帯別売上分析.客数",既存(V89/V69),248
4次,本部管理者,年間予実対比（サマリー）,ダッシュボード表示画面,,,,営業利益,,L3-S,単店舗(画面間),-,参照表示,-,"当月実績.売上（税抜）, 予実対比.FD仕入, 予実対比.人件費",既存(V89/V69),249
4次,本部管理者,年間予実対比（サマリー）,ダッシュボード表示画面,,,,客単価,,L3-S,単店舗(画面間),-,参照表示,-,"当月実績.売上（税抜）, 感度分析.客数",既存(V89/V69),252
4次,本部管理者,年間予実対比（予実対比）,分析画面,,,,年間実績_ヘルプ人件費,,L3-S,単店舗(画面間),-,help_costs-help_costs_minus,-,[外部]勤怠連携（KOT/ジョブカン）.ヘルプ人件費,既存(V89/V69),241
4次,本部管理者,年間予実対比（予実対比）,分析画面,,,,年間予算_固定人件費,,L3-S,単店舗(画面間),-,SUM(費用設定.固定人件費予算) GROUP BY year,-,月次予算設定.年間固定人件費,既存(V89/V69),322
4次,本部管理者,年間予実対比（予実対比）,分析画面,,,,年間予算_社員人件費,,L3-S,単店舗(画面間),-,SUM(費用設定.社員人件費予算) GROUP BY year,-,月次予算設定.年間社員人件費,既存(V89/V69),324
4次,本部管理者,年間予実対比（予実対比）,分析画面,,,,年間予算_ヘルプ人件費,,L3-S,単店舗(画面間),-,SUM(費用設定.ヘルプ人件費予算) GROUP BY year,-,月次予算設定.年間ヘルプ人件費,既存(V89/V69),325
4次,本部管理者,年間予実対比（予実対比）,分析画面,,,,年間予算_その他経費 計,,L3-S,単店舗(画面間),-,SUM(費用設定.その他経費予算) GROUP BY year,-,月次予算設定.年間その他経費,既存(V89/V69),326
4次,本部管理者,年間予実対比（予実対比）,分析画面,,,,年間予算_地代家賃,,L3-S,単店舗(画面間),-,SUM(費用設定.地代家賃予算) GROUP BY year,-,月次予算設定.年間地代家賃,既存(V89/V69),327
4次,本部管理者,年間予実対比（予実対比）,分析画面,,,,年間予算_家賃（変動分）,,L3-S,単店舗(画面間),-,SUM(費用設定.家賃（変動分）予算) GROUP BY year,-,月次予算設定.年間家賃（変動分）,既存(V89/V69),328
4次,本部管理者,年間予実対比（予実対比）,分析画面,,,,年間予算_水道光熱費,,L3-S,単店舗(画面間),-,SUM(費用設定.水道光熱費予算) GROUP BY year,-,月次予算設定.年間水道光熱費,既存(V89/V69),329
4次,本部管理者,年間予実対比（予実対比）,分析画面,,,,年間予算_電気代,,L3-S,単店舗(画面間),-,SUM(費用設定.電気代予算) GROUP BY year,-,月次予算設定.年間電気代,既存(V89/V69),330
4次,本部管理者,年間予実対比（予実対比）,分析画面,,,,年間予算_ガス代,,L3-S,単店舗(画面間),-,SUM(費用設定.ガス代予算) GROUP BY year,-,月次予算設定.年間ガス代,既存(V89/V69),331
4次,本部管理者,年間予実対比（予実対比）,分析画面,,,,年間予算_水道代,,L3-S,単店舗(画面間),-,SUM(費用設定.水道代予算) GROUP BY year,-,月次予算設定.年間水道代,既存(V89/V69),332
4次,本部管理者,年間予実対比（予実対比）,分析画面,,,,年間予算_減価償却費,,L3-S,単店舗(画面間),-,SUM(費用設定.減価償却費予算) GROUP BY year,-,月次予算設定.年間減価償却費,既存(V89/V69),333
4次,本部管理者,年間予実対比（予実対比）,分析画面,,,,年間予算_販促費,,L3-S,単店舗(画面間),-,SUM(費用設定.販促費予算) GROUP BY year,-,月次予算設定.年間販促費,既存(V89/V69),334
4次,本部管理者,年間予実対比（予実対比）,分析画面,,,,年間予算_資材費,,L3-S,単店舗(画面間),-,SUM(費用設定.資材費予算) GROUP BY year,-,月次予算設定.年間資材費,既存(V89/V69),335
4次,本部管理者,年間予実対比（予実対比）,分析画面,,,,年間予算_借入金返済,,L3-S,単店舗(画面間),-,SUM(費用設定.借入金返済予算) GROUP BY year,-,月次予算設定.年間借入金返済,既存(V89/V69),336
4次,本部管理者,年間予実対比（予実対比）,分析画面,,,,年間予算_IT費用,,L3-S,単店舗(画面間),-,SUM(費用設定.IT費用予算) GROUP BY year,-,月次予算設定.年間IT費用,既存(V89/V69),337
4次,本部管理者,年間予実対比（予実対比）,分析画面,,,,年間予算_ラクミー利用料,,L3-S,単店舗(画面間),-,SUM(費用設定.ラクミー利用料予算) GROUP BY year,-,月次予算設定.年間ラクミー利用料,既存(V89/V69),338
4次,本部管理者,年間予実対比（予実対比）,分析画面,,,,年間予算_レジ利用料,,L3-S,単店舗(画面間),-,SUM(費用設定.レジ利用料予算) GROUP BY year,-,月次予算設定.年間レジ利用料,既存(V89/V69),339
4次,本部管理者,年間予実対比（予実対比）,分析画面,,,,年間予算_クレジットカード手数料,,L3-S,単店舗(画面間),-,SUM(費用設定.クレジットカード手数料予算) GROUP BY year,-,月次予算設定.年間クレジットカード手数料,既存(V89/V69),340
4次,本部管理者,年間予実対比（予実対比）,分析画面,,,,年間予算_お花代,,L3-S,単店舗(画面間),-,SUM(費用設定.お花代予算) GROUP BY year,-,月次予算設定.年間お花代,既存(V89/V69),341
4次,本部管理者,店舗ラベル別サマリー,ダッシュボード表示画面,,,,営業利益,,L3-L,ラベル別(画面間),店舗ラベルでグルーピングした主要指標サマリー。売上・コスト等の集計ディメンション,参照表示,-,"店舗ラベル別サマリー.売上（税抜）, 予実対比.FD仕入, 予実対比.人件費",既存(V89/V69),188
4次,本部管理者,店舗ラベル別サマリー,ダッシュボード表示画面,,,,売上達成率,,L3-L,ラベル別(画面間),店舗ラベルでグルーピングした主要指標サマリー。売上・コスト等の集計ディメンション,参照表示,-,"店舗ラベル別サマリー.売上（税抜）, 店舗ラベル別サマリー.売上目標",既存(V89/V69),191
4次,本部管理者,店舗ラベル別サマリー,ダッシュボード表示画面,,,,売上進捗率,,L3-L,ラベル別(画面間),店舗ラベルでグルーピングした主要指標サマリー。売上・コスト等の集計ディメンション,参照表示,-,"店舗ラベル別サマリー.売上（税抜）, 店舗ラベル別サマリー.売上目標",既存(V89/V69),192
4次,本部管理者,店舗ラベル別サマリー,ダッシュボード表示画面,,,,FD仕入率,,L3-L,ラベル別(画面間),店舗ラベルでグルーピングした主要指標サマリー。売上・コスト等の集計ディメンション,参照表示,-,"予実対比.FD仕入, 店舗ラベル別サマリー.売上（税抜）",既存(V89/V69),193
4次,本部管理者,店舗ラベル別サマリー,ダッシュボード表示画面,,,,人件費率,,L3-L,ラベル別(画面間),店舗ラベルでグルーピングした主要指標サマリー。売上・コスト等の集計ディメンション,参照表示,-,"予実対比.人件費, 店舗ラベル別サマリー.売上（税抜）",既存(V89/V69),194
4次,本部管理者,店舗別サマリー,ダッシュボード表示画面,,,,営業利益,,L3-C,全店舗(画面間),店舗ごとの主要指標サマリー,参照表示,-,"店舗別サマリー.売上（税抜）, 予実対比.FD仕入, 予実対比.人件費",既存(V89/V69),195
