次数,画面タイトル,画面タイプ,指標名,計算レイヤー,スコープ,指標タイプ,指標タイプ詳細（定義）,演算ロジック,演算式詳細,経営重要度,データソース区分,機能説明,ラクミーテーブル名.カラム名,依存先指標,被参照指標,V89No
3次,年間予実対比（予実対比）,分析画面,年間予算構成比_社員人件費,L2-S,単店舗,画面内演算,年間予算÷年間予算_総売上×100,年間予算_社員人件費 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,B,計算項目,-,-,"年間予実対比（予実対比）.年間予算_社員人件費, 年間予実対比（予実対比）.年間予算_総売上 計",-,676
3次,年間予実対比（予実対比）,分析画面,年間予算構成比_ヘルプ人件費,L2-S,単店舗,画面内演算,年間予算÷年間予算_総売上×100,年間予算_ヘルプ人件費 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間予算_ヘルプ人件費, 年間予実対比（予実対比）.年間予算_総売上 計",-,677
3次,年間予実対比（予実対比）,分析画面,年間予算構成比_その他経費 計,L2-S,単店舗,画面内演算,年間予算÷年間予算_総売上×100,年間予算_その他経費 計 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,B,計算項目,-,-,"年間予実対比（予実対比）.年間予算_その他経費 計, 年間予実対比（予実対比）.年間予算_総売上 計",-,678
3次,年間予実対比（予実対比）,分析画面,年間予算構成比_地代家賃,L2-S,単店舗,画面内演算,年間予算÷年間予算_総売上×100,年間予算_地代家賃 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,B,計算項目,-,-,"年間予実対比（予実対比）.年間予算_地代家賃, 年間予実対比（予実対比）.年間予算_総売上 計",-,679
3次,年間予実対比（予実対比）,分析画面,年間予算構成比_家賃（変動分）,L2-S,単店舗,画面内演算,年間予算÷年間予算_総売上×100,年間予算_家賃（変動分） ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間予算_家賃（変動分）, 年間予実対比（予実対比）.年間予算_総売上 計",-,680
3次,年間予実対比（予実対比）,分析画面,年間予算構成比_水道光熱費,L2-S,単店舗,画面内演算,年間予算÷年間予算_総売上×100,年間予算_水道光熱費 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,B,計算項目,-,-,"年間予実対比（予実対比）.年間予算_水道光熱費, 年間予実対比（予実対比）.年間予算_総売上 計",-,681
3次,年間予実対比（予実対比）,分析画面,年間予算構成比_電気代,L2-S,単店舗,画面内演算,年間予算÷年間予算_総売上×100,年間予算_電気代 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間予算_電気代, 年間予実対比（予実対比）.年間予算_総売上 計",-,682
3次,年間予実対比（予実対比）,分析画面,年間予算構成比_ガス代,L2-S,単店舗,画面内演算,年間予算÷年間予算_総売上×100,年間予算_ガス代 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間予算_ガス代, 年間予実対比（予実対比）.年間予算_総売上 計",-,683
3次,年間予実対比（予実対比）,分析画面,年間予算構成比_水道代,L2-S,単店舗,画面内演算,年間予算÷年間予算_総売上×100,年間予算_水道代 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間予算_水道代, 年間予実対比（予実対比）.年間予算_総売上 計",-,684
3次,年間予実対比（予実対比）,分析画面,年間予算構成比_減価償却費,L2-S,単店舗,画面内演算,年間予算÷年間予算_総売上×100,年間予算_減価償却費 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,B,計算項目,-,-,"年間予実対比（予実対比）.年間予算_減価償却費, 年間予実対比（予実対比）.年間予算_総売上 計",-,685
3次,年間予実対比（予実対比）,分析画面,年間予算構成比_販促費,L2-S,単店舗,画面内演算,年間予算÷年間予算_総売上×100,年間予算_販促費 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間予算_販促費, 年間予実対比（予実対比）.年間予算_総売上 計",-,686
3次,年間予実対比（予実対比）,分析画面,年間予算構成比_資材費,L2-S,単店舗,画面内演算,年間予算÷年間予算_総売上×100,年間予算_資材費 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間予算_資材費, 年間予実対比（予実対比）.年間予算_総売上 計",-,687
3次,年間予実対比（予実対比）,分析画面,年間予算構成比_借入金返済,L2-S,単店舗,画面内演算,年間予算÷年間予算_総売上×100,年間予算_借入金返済 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間予算_借入金返済, 年間予実対比（予実対比）.年間予算_総売上 計",-,688
3次,年間予実対比（予実対比）,分析画面,年間予算構成比_IT費用,L2-S,単店舗,画面内演算,年間予算÷年間予算_総売上×100,年間予算_IT費用 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間予算_IT費用, 年間予実対比（予実対比）.年間予算_総売上 計",-,689
3次,年間予実対比（予実対比）,分析画面,年間予算構成比_ラクミー利用料,L2-S,単店舗,画面内演算,年間予算÷年間予算_総売上×100,年間予算_ラクミー利用料 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間予算_ラクミー利用料, 年間予実対比（予実対比）.年間予算_総売上 計",-,690
3次,年間予実対比（予実対比）,分析画面,年間予算構成比_レジ利用料,L2-S,単店舗,画面内演算,年間予算÷年間予算_総売上×100,年間予算_レジ利用料 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間予算_レジ利用料, 年間予実対比（予実対比）.年間予算_総売上 計",-,691
3次,年間予実対比（予実対比）,分析画面,年間予算構成比_クレジットカード手数料,L2-S,単店舗,画面内演算,年間予算÷年間予算_総売上×100,年間予算_クレジットカード手数料 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間予算_クレジットカード手数料, 年間予実対比（予実対比）.年間予算_総売上 計",-,692
3次,年間予実対比（予実対比）,分析画面,年間予算構成比_お花代,L2-S,単店舗,画面内演算,年間予算÷年間予算_総売上×100,年間予算_お花代 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,D,計算項目,-,-,"年間予実対比（予実対比）.年間予算_お花代, 年間予実対比（予実対比）.年間予算_総売上 計",-,693
3次,年間予実対比（予実対比）,分析画面,年間予算構成比_営業利益,L2-S,単店舗,画面内演算,年間予算÷年間予算_総売上×100,年間予算_営業利益 ÷ 年間予算_総売上 計 × 100,予算 / 予算総売上 × 100,A,計算項目,-,-,"年間予実対比（予実対比）.年間予算_営業利益, 年間予実対比（予実対比）.年間予算_総売上 計",-,694
3次,年間予実対比（予実対比）,分析画面,年間構成比_総売上 計,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_総売上 計 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,A,計算項目,-,-,"年間予実対比（予実対比）.年間実績_総売上 計, 年間予実対比（予実対比）.年間実績_総売上 計",-,695
3次,年間予実対比（予実対比）,分析画面,年間構成比_フード売上 計,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_フード売上 計 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,B,計算項目,-,-,"年間予実対比（予実対比）.年間実績_フード売上 計, 年間予実対比（予実対比）.年間実績_総売上 計",-,696
3次,年間予実対比（予実対比）,分析画面,年間構成比_フード売上ランチ,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_フード売上ランチ ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間実績_フード売上ランチ, 年間予実対比（予実対比）.年間実績_総売上 計",-,697
3次,年間予実対比（予実対比）,分析画面,年間構成比_フード売上ディナー,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_フード売上ディナー ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間実績_フード売上ディナー, 年間予実対比（予実対比）.年間実績_総売上 計",-,698
3次,年間予実対比（予実対比）,分析画面,年間構成比_ドリンク売上 計,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_ドリンク売上 計 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,B,計算項目,-,-,"年間予実対比（予実対比）.年間実績_ドリンク売上 計, 年間予実対比（予実対比）.年間実績_総売上 計",-,699
3次,年間予実対比（予実対比）,分析画面,年間構成比_ドリンク売上ランチ,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_ドリンク売上ランチ ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間実績_ドリンク売上ランチ, 年間予実対比（予実対比）.年間実績_総売上 計",-,700
3次,年間予実対比（予実対比）,分析画面,年間構成比_ドリンク売上ディナー,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_ドリンク売上ディナー ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間実績_ドリンク売上ディナー, 年間予実対比（予実対比）.年間実績_総売上 計",-,701
3次,年間予実対比（予実対比）,分析画面,年間構成比_その他売上 計,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_その他売上 計 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間実績_その他売上 計, 年間予実対比（予実対比）.年間実績_総売上 計",-,702
3次,年間予実対比（予実対比）,分析画面,年間構成比_その他売上ランチ,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_その他売上ランチ ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,D,計算項目,-,-,"年間予実対比（予実対比）.年間実績_その他売上ランチ, 年間予実対比（予実対比）.年間実績_総売上 計",-,703
3次,年間予実対比（予実対比）,分析画面,年間構成比_その他売上ディナー,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_その他売上ディナー ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,D,計算項目,-,-,"年間予実対比（予実対比）.年間実績_その他売上ディナー, 年間予実対比（予実対比）.年間実績_総売上 計",-,704
3次,年間予実対比（予実対比）,分析画面,年間構成比_FLコスト 計,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_FLコスト 計 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,A,計算項目,-,-,"年間予実対比（予実対比）.年間実績_FLコスト 計, 年間予実対比（予実対比）.年間実績_総売上 計",-,705
3次,年間予実対比（予実対比）,分析画面,年間構成比_FD仕入 計,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_FD仕入 計 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,A,計算項目,-,-,"年間予実対比（予実対比）.年間実績_FD仕入 計, 年間予実対比（予実対比）.年間実績_総売上 計",-,706
3次,年間予実対比（予実対比）,分析画面,年間構成比_フード仕入,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_フード仕入 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,B,計算項目,-,-,"年間予実対比（予実対比）.年間実績_フード仕入, 年間予実対比（予実対比）.年間実績_総売上 計",-,707
3次,年間予実対比（予実対比）,分析画面,年間構成比_ドリンク仕入,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_ドリンク仕入 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,B,計算項目,-,-,"年間予実対比（予実対比）.年間実績_ドリンク仕入, 年間予実対比（予実対比）.年間実績_総売上 計",-,708
3次,年間予実対比（予実対比）,分析画面,年間構成比_人件費 計,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_人件費 計 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,A,計算項目,-,-,"年間予実対比（予実対比）.年間実績_人件費 計, 年間予実対比（予実対比）.年間実績_総売上 計",-,709
3次,年間予実対比（予実対比）,分析画面,年間構成比_固定人件費,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_固定人件費 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,B,計算項目,-,-,"年間予実対比（予実対比）.年間実績_固定人件費, 年間予実対比（予実対比）.年間実績_総売上 計",-,710
3次,年間予実対比（予実対比）,分析画面,年間構成比_PA人件費,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_PA人件費 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,B,計算項目,-,-,"年間予実対比（予実対比）.年間実績_PA人件費, 年間予実対比（予実対比）.年間実績_総売上 計",-,711
3次,年間予実対比（予実対比）,分析画面,年間構成比_社員人件費,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_社員人件費 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,B,計算項目,-,-,"年間予実対比（予実対比）.年間実績_社員人件費, 年間予実対比（予実対比）.年間実績_総売上 計",-,712
3次,年間予実対比（予実対比）,分析画面,年間構成比_ヘルプ人件費,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_ヘルプ人件費 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間実績_ヘルプ人件費, 年間予実対比（予実対比）.年間実績_総売上 計",-,713
3次,年間予実対比（予実対比）,分析画面,年間構成比_その他経費 計,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_その他経費 計 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,B,計算項目,-,-,"年間予実対比（予実対比）.年間実績_その他経費 計, 年間予実対比（予実対比）.年間実績_総売上 計",-,714
3次,年間予実対比（予実対比）,分析画面,年間構成比_地代家賃,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_地代家賃 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,B,計算項目,-,-,"年間予実対比（予実対比）.年間実績_地代家賃, 年間予実対比（予実対比）.年間実績_総売上 計",-,715
3次,年間予実対比（予実対比）,分析画面,年間構成比_家賃（変動分）,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_家賃（変動分） ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間実績_家賃（変動分）, 年間予実対比（予実対比）.年間実績_総売上 計",-,716
3次,年間予実対比（予実対比）,分析画面,年間構成比_水道光熱費,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_水道光熱費 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,B,計算項目,-,-,"年間予実対比（予実対比）.年間実績_水道光熱費, 年間予実対比（予実対比）.年間実績_総売上 計",-,717
3次,年間予実対比（予実対比）,分析画面,年間構成比_電気代,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_電気代 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間実績_電気代, 年間予実対比（予実対比）.年間実績_総売上 計",-,718
3次,年間予実対比（予実対比）,分析画面,年間構成比_ガス代,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_ガス代 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間実績_ガス代, 年間予実対比（予実対比）.年間実績_総売上 計",-,719
3次,年間予実対比（予実対比）,分析画面,年間構成比_水道代,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_水道代 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間実績_水道代, 年間予実対比（予実対比）.年間実績_総売上 計",-,720
3次,年間予実対比（予実対比）,分析画面,年間構成比_減価償却費,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_減価償却費 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,B,計算項目,-,-,"年間予実対比（予実対比）.年間実績_減価償却費, 年間予実対比（予実対比）.年間実績_総売上 計",-,721
3次,年間予実対比（予実対比）,分析画面,年間構成比_販促費,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_販促費 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間実績_販促費, 年間予実対比（予実対比）.年間実績_総売上 計",-,722
3次,年間予実対比（予実対比）,分析画面,年間構成比_資材費,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_資材費 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間実績_資材費, 年間予実対比（予実対比）.年間実績_総売上 計",-,723
3次,年間予実対比（予実対比）,分析画面,年間構成比_借入金返済,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_借入金返済 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間実績_借入金返済, 年間予実対比（予実対比）.年間実績_総売上 計",-,724
3次,年間予実対比（予実対比）,分析画面,年間構成比_IT費用,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_IT費用 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間実績_IT費用, 年間予実対比（予実対比）.年間実績_総売上 計",-,725
3次,年間予実対比（予実対比）,分析画面,年間構成比_ラクミー利用料,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_ラクミー利用料 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間実績_ラクミー利用料, 年間予実対比（予実対比）.年間実績_総売上 計",-,726
3次,年間予実対比（予実対比）,分析画面,年間構成比_レジ利用料,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_レジ利用料 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間実績_レジ利用料, 年間予実対比（予実対比）.年間実績_総売上 計",-,727
3次,年間予実対比（予実対比）,分析画面,年間構成比_クレジットカード手数料,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_クレジットカード手数料 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,C,計算項目,-,-,"年間予実対比（予実対比）.年間実績_クレジットカード手数料, 年間予実対比（予実対比）.年間実績_総売上 計",-,728
3次,年間予実対比（予実対比）,分析画面,年間構成比_お花代,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_お花代 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,D,計算項目,-,-,"年間予実対比（予実対比）.年間実績_お花代, 年間予実対比（予実対比）.年間実績_総売上 計",-,729
3次,年間予実対比（予実対比）,分析画面,年間構成比_営業利益,L2-S,単店舗,画面内演算,年間実績÷年間実績_総売上×100,年間実績_営業利益 ÷ 年間実績_総売上 計 × 100,実績 / 実績総売上 × 100,A,計算項目,-,-,"年間予実対比（予実対比）.年間実績_営業利益, 年間予実対比（予実対比）.年間実績_総売上 計",-,730
3次,店舗別サマリー,ダッシュボード表示画面,売上進捗率,L2-S,単店舗,実績参照,分析画面で算出された値を参照表示,参照表示,SUM(店舗別サマリー.売上（税抜）) ÷ 店舗別サマリー.売上目標 × 100,B,計算項目,店舗ごとの主要指標サマリー,"head_office_connected_service_sales_logs.sales_excluded, monthly_budgets.profit","店舗別サマリー.売上（税抜）, 店舗別サマリー.売上目標",-,485
3次,感度分析,分析画面,変動費単価,L2-S,単店舗,演算×外部連携,演算結果とPOS売上の組合せ,変動費÷客数,感度分析.変動費 ÷ 感度分析.客数,C,計算項目,-,z_totals.customers,"感度分析.変動費, 感度分析.客数",月次集計.変動費単価,299
3次,月次レポート,分析画面,原価（金額）,L2-S,単店舗,複数種類混在,棚卸入力とインフォマート仕入の組合せ,前月在庫+仕入-当月在庫,月次レポート.対象前月在庫 + 月次レポート.仕入総額 - 月次レポート.対象月在庫,C,計算項目,-,"shop_inventories.amount（棚卸入力）, infomart_transactions.total_tax_excluded","月次レポート.対象前月在庫, 月次レポート.仕入総額, 月次レポート.対象月在庫",-,329
3次,月次予算設定,設定入力画面,目標客数,L2-S,単店舗,画面内演算,MQ会計シミュレーションで自動算出,売上（税抜） ÷ 目標客単価,売上（税抜） / sales_per_customer,B,計算項目,月次の予算詳細設定,monthly_budgets.target_customers,-,-,47
3次,月次予算設定,設定入力画面,変動費率,L2-S,単店舗,画面内演算,MQ会計シミュレーションで自動算出（FD仕入比率+PA人件費率+変動費用予算率）,FD仕入比率 + PA人件費率 + 変動費用予算率,monthly_budgets.food_cost_rate + monthly_budgets.labor_cost_rate + 変動費用予算率,B,計算項目,月次の予算詳細設定,-,"月次予算設定.FD仕入比率, 月次予算設定.PA人件費率, 月次予算設定.変動費用予算",-,48
3次,月次予算設定,設定入力画面,変動費単価,L2-S,単店舗,画面内演算,MQ会計シミュレーションで自動算出,目標客単価 × 変動費率,sales_per_customer × 変動費率,B,計算項目,月次の予算詳細設定,-,"画面内計算, 画面内計算",-,49
3次,月次予算設定,設定入力画面,粗利単価,L2-S,単店舗,画面内演算,MQ会計シミュレーションで自動算出,目標客単価 - 変動費単価,sales_per_customer - 変動費単価,B,計算項目,月次の予算詳細設定,-,"画面内計算, 画面内計算",-,50
3次,月次予算設定,設定入力画面,売上（税抜）,L2-S,単店舗,画面内演算,MQ会計シミュレーションで自動算出,月次予算設定.目標客単価 × 月次予算設定.目標客数,SUM(ZTOTAL.sales_excluded),A,計算項目,月次の予算詳細設定,head_office_connected_service_sales_logs.sales_excluded,-,"月次予算設定.目標客数, -",51
3次,月次予算設定,設定入力画面,変動費,L2-S,単店舗,画面内演算,MQ会計シミュレーションで自動算出,売上（税抜） × 変動費率,売上（税抜） × 変動費率,B,計算項目,月次の予算詳細設定,-,"月次予算設定.売上（税抜）, 画面内計算",-,52
3次,月次予算設定,設定入力画面,粗利率,L2-S,単店舗,画面内演算,MQ会計シミュレーションで自動算出（100% - 変動費率）,100 - 変動費率,100 - (food_cost_rate + labor_cost_rate + 変動費用予算率),B,計算項目,月次の予算詳細設定,-,月次予算設定.変動費率,-,53
3次,月次予算設定,設定入力画面,営業利益,L2-S,単店舗,画面内演算,MQ会計シミュレーションで自動算出（粗利 - 固定費用予算）,粗利 - 固定費用予算,月次予算設定.粗利 - 月次予算設定.固定費用予算,A,計算項目,月次の予算詳細設定,-,"月次予算設定.粗利, 月次予算設定.固定費用予算",-,55
3次,月次予算設定,設定入力画面,粗利,L2-S,単店舗,画面内演算,MQ会計シミュレーションで自動算出（売上 - 変動費）,売上（税抜） - 変動費,月次予算設定.売上（税抜） - 月次予算設定.変動費,B,計算項目,月次の予算詳細設定,-,"月次予算設定.売上（税抜）, 月次予算設定.変動費",-,73b
3次,棚卸,実績入力画面,小計,L2-S,単店舗,画面内演算,入力値から画面内で自動計算,在庫数量×商品単価,棚卸.在庫数量 × 棚卸.商品単価,C,計算項目,-,"inventory_items.num, inventory_items.price",-,-,98
3次,棚卸詳細,一覧表示画面,実施日,L2-S,単店舗,アプリ連携,ラクミーアプリの棚卸実施日を表示,日付,inventories.date,D,費用・棚卸（入力）,棚卸結果の詳細。在庫数量・単価・小計の確認,inventories.date,-,ラクミーアプリ.棚卸 → 棚卸詳細.実施日,455
3次,棚卸詳細,一覧表示画面,在庫数量,L2-S,単店舗,アプリ連携,ラクミーアプリの棚卸画面で入力されたデータを表示,入力値,inventory_items.num,C,費用・棚卸（入力）,棚卸結果の詳細。在庫数量・単価・小計の確認,inventory_items.num,-,ラクミーアプリ.棚卸 → 棚卸詳細.在庫数量,457
3次,棚卸詳細,一覧表示画面,商品単価,L2-S,単店舗,アプリ連携,ラクミーアプリの棚卸画面で入力されたデータを表示,入力値,inventory_items.price,C,費用・棚卸（入力）,棚卸結果の詳細。在庫数量・単価・小計の確認,inventory_items.price,-,ラクミーアプリ.棚卸 → 棚卸詳細.商品単価,458
3次,棚卸詳細,一覧表示画面,小計,L2-S,単店舗,実績参照,分析画面で算出された値を参照表示,参照表示,棚卸詳細.在庫数量 × 棚卸詳細.商品単価,C,計算項目,棚卸結果の詳細。在庫数量・単価・小計の確認,"inventory_items.num, inventory_items.price",-,-,459
3次,棚卸（ラベル、タブ選択）,実績入力画面,AIによる費目生成,L2-S,単店舗,AI生成,AIによる費目自動生成,-,-,D,AI生成,【ラクミーアプリ】ラクミーウェブで設定したラベルで棚卸対象を選択,-,AI生成,-,770
3次,棚卸（数量・単価の編集）,実績入力画面,推奨単価（税抜）,L2-S,単店舗,画面内演算,直近の納品書データから推奨表示,-,-,C,計算項目,【ラクミーアプリ】在庫数量・単価を入力。推奨単価は直近の納品データから表示,-,納品書撮影.納品単価,-,775
3次,流入分析,分析画面,予約客単価,L2-S,単店舗,演算×演算,複数の演算結果の組合せ,予約売上÷予約客数,流入分析.予約売上 ÷ 流入分析.予約客数,A,計算項目,-,-,"流入分析.予約売上, 流入分析.予約客数",-,357
3次,流入分析,分析画面,ウォークイン客単価,L2-S,単店舗,演算×演算,複数の演算結果の組合せ,WI売上÷WI客数,流入分析.ウォークイン売上 ÷ 流入分析.ウォークイン客数,A,計算項目,-,-,"流入分析.ウォークイン売上, 流入分析.ウォークイン客数, 流入分析.ウォークイン売上, 流入分析.ウォークイン客数",-,360
3次,流入分析,分析画面,回転数,L2-S,単店舗,外部連携×ラクミー設定マスタ,POS売上とラクミー店舗マスタの組合せ,組数÷卓数,流入分析.総組数 ÷ 流入分析.総卓数,C,計算項目,-,"t_totals.receipt_no, shops.total_tables","流入分析.総組数, 流入分析.総卓数",流入分析.平均回転数,364
3次,流入分析,分析画面,予約客数トレンド,L2-S,単店舗,外部連携×外部連携,予約システム内の複数データ組合せ,期間集計トレンド計算,流入分析.予約客数 期間集計トレンド,A,計算項目,-,reservations.customers,流入分析.予約客数,-,367
3次,流入分析,分析画面,ウォークイン客数トレンド,L2-S,単店舗,演算×演算,複数の演算結果の組合せ,期間集計トレンド計算,流入分析.ウォークイン客数 期間集計トレンド,A,計算項目,-,-,流入分析.ウォークイン客数,-,368
3次,流入分析,分析画面,平均回転数,L2-S,単店舗,演算×演算,複数の演算結果の組合せ,AVG回転数,AVG(流入分析.回転数),C,計算項目,-,-,流入分析.回転数,-,369
3次,流入分析,分析画面,平均テーブル回転数,L2-S,単店舗,演算×演算,複数の演算結果の組合せ,AVGテーブル回転数,AVG(流入分析.テーブル回転数),C,計算項目,-,-,流入分析.テーブル回転数,-,370
3次,発注書一覧,一覧表示画面,発注ID,L2-S,単店舗,データ参照表示,発注書作成で入力されたID,-,-,D,orders + official_order_items（参照）,【ラクミーアプリ】作成した発注書の一覧・ステータス管理,orders.id,発注書作成.発注ID,-,737
