ラクミー経営管理 店舗画面 データソース定義表 V89（V88+地代家賃設定・費用実績入力・予算一覧9費目・単月地代家賃・月次予算設定修正 統合版）
作成日: 2026-04-20
総指標数,859
基準: V88 + 以下4パッチ統合
"  - V88_追加差分_地代家賃設定_費用実績入力.csv (50行: P1-P21, R1-R29)"
  - V88_追加差分_予算一覧_9費目追加.csv (9行: 446a-446i)
  - V88_追加差分_単月費用設定_単月地代家賃追加.csv (1行: 79a)
  - V88_修正差分_月次予算設定_固定変動費用予算_地代家賃反映.csv (No.54/73c REPLACE)
備考: V88ソースにあったテンプレート残骸4行(No='No')を除外済み
経営重要度: 店長視点

No,プロダクト区分,画面タイプ,画面タイトル,指標名,独自指標レベル,経営重要度,計算レイヤー,データスコープ,データ負荷レベル,データソース区分,指標タイプ,指標タイプ詳細,ラクミーテーブル名.カラム名,外部連携テーブル名.テーブル列名,外部連携グループ名,演算範囲,演算ロジック,演算式詳細,中間画面名.画面指標名,インプット元（画面名.指標名）,アウトプット先（画面名.画面指標名）,データリネージュ（完全版）,依存先指標（画面名.指標名）,依存先指標（テーブル名.列名）,被参照指標（画面名.指標名）,依存先指標数,被参照指標数,参照頻度,演算コスト,システム負荷,負荷要因,推奨対応,キャッシュ戦略,スナップショット対象,更新トリガー,画面カテゴリ,指標区分,指標区分の説明,機能説明,判断,AI推測の理由,不明点,改善
328,ラクミーウェブ,分析画面,曜日別売上分析,平均客数（税抜）,L0,A,L3-S,店舗月次,最高,計算項目,演算×外部連携,演算結果とPOS売上の組合せ,head_office_connected_service_sales_logs.customers,ZTOTAL.customers,POS売上（日別集計）,画面間,AVG曜日別,AVG(時間帯別売上分析.客数) GROUP BY dayofweek,-,時間帯別売上分析.客数,-,ZTOTAL.customers → head_office_connected_service_sales_logs.customers → 曜日別売上分析.平均客数(税抜),時間帯別売上分析.客数,ZTOTAL.customers; head_office_connected_service_sales_logs.customers,-,1,0,低,中,中,画面間参照; 外部連携; 複数ソース,スナップショット化・事前計算,長期キャッシュ(1時間以上),◎,日次バッチ,分析画面,既存指標,実画面に表示されている指標（分析画面）。,-,スキーマ検証済,-,1210版CSVの「平均客数（税抜）」に対応（客数に税抜の概念はないが1210版CSVの表記に合わせる）,-
329,ラクミーウェブ,分析画面,月次レポート,原価（金額）,L0,C,L2-S,店舗月次,中,計算項目,複数種類混在,棚卸入力とインフォマート仕入の組合せ,"shop_inventories.amount（棚卸入力）, infomart_transactions.total_tax_excluded",infomart_transactions.total_tax_excluded,インフォマート（仕入）,画面内,前月在庫+仕入-当月在庫,月次レポート.対象前月在庫 + 月次レポート.仕入総額 - 月次レポート.対象月在庫,-,"月次レポート.対象前月在庫, 月次レポート.仕入総額, 月次レポート.対象月在庫",-,tax_excluded_total → shop_inventories.amount（棚卸入力） / infomart_transactions.total_tax_excluded → 月次レポート.原価金額,"月次レポート.対象前月在庫, 月次レポート.仕入総額, 月次レポート.対象月在庫","infomart_transactions.total_tax_excluded; shop_inventories.amount（棚卸入力）, infomart_transactions.total_tax_excluded",-,3,0,中,高,高,複合演算,インデックス最適化,中期キャッシュ(5-30分),△,画面表示時,実績算出・分析画面,実績算出・分析,予実対比画面で算出・表示。実績算出と分析表示の両方の役割。,-,要確認,テーブル'shop_inventories'が存在しない,棚卸データのテーブル構造が不明,棚卸マスタのスキーマを確認必要
330,ラクミーウェブ,分析画面,月次レポート,原価率,L0,A,L3-S,店舗月次,最高,計算項目,演算×外部連携,演算結果とPOS売上の組合せ,z_totals.sales_excluded,-,-,画面間,原価÷売上×100,月次レポート.原価金額 ÷ 当月実績.売上（税抜） × 100,月次レポート.原価金額,当月実績.売上（税抜）,-,z_totals.sales_excluded → 月次レポート.原価金額 → 月次レポート.原価率,当月実績.売上（税抜）,-; z_totals.sales_excluded,-,1,0,低,中,中,画面間参照; 外部連携; 複数ソース,スナップショット化・事前計算,長期キャッシュ(1時間以上),◎,日次バッチ,実績算出・分析画面,実績算出・分析,実績値の算出と予実対比の分析表示。定義元かつ分析表示。,-,演算検証済,インプット元: 月次レポート.原価金額,-,-
331,ラクミーウェブ,分析画面,月次レポート,売上（税抜）,L0,S,L1,店舗内,中,POS（売上・客数）,外部連携単独,POSデータから単独取得,head_office_connected_service_sales_logs.sales_excluded,ZTOTAL.sales_excluded,POS売上（日別集計）,-,SUM月間,SUM(ZTOTAL.sales_excluded) GROUP BY year_month,-,[外部]ZTOTAL.sales_excluded,-,ZTOTAL.sales_excluded → head_office_connected_service_sales_logs.sales_excluded → 月次レポート.売上（税抜）,[外部]ZTOTAL.sales_excluded,ZTOTAL.sales_excluded; head_office_connected_service_sales_logs.sales_excluded,-,1,0,低,低,低,外部連携,インデックス最適化,中期キャッシュ(5-30分),△,データ連携時,実績算出・分析画面,実績算出,外部連携データから実績値を算出（定義元）。ダッシュボード等へ参照される。,-,スキーマ検証済,-,-,-
332,ラクミーウェブ,分析画面,月次レポート,対象前月在庫,L0,C,L1,店舗内,低,計算項目,棚卸入力参照,棚卸入力で登録した在庫データを参照,shop_inventories.amount（棚卸入力）,-,-,-,マスタ参照,shop_inventories.amount WHERE year_month = target_month - 1,-,-,月次レポート.原価（金額）,shop_inventories.amount（棚卸入力） → 月次レポート.対象前月在庫,-,-; shop_inventories.amount（棚卸入力）,月次レポート.原価（金額）,0,1,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,データ連携時,実績算出・分析画面,実績算出・分析,予実対比画面で算出・表示。実績算出と分析表示の両方の役割。,-,AI推測,棚卸マスタから前月末在庫を取得と推測,棚卸マスタのテーブル構造が不明,棚卸データのスキーマを確認必要
333,ラクミーウェブ,分析画面,月次レポート,仕入総額,L0,C,L1,店舗内,中,インフォマート（仕入）,外部連携単独,インフォマート仕入データから単独取得,infomart_transactions.total_tax_excluded,infomart_transactions.total_tax_excluded,インフォマート（仕入）,-,SUM,SUM(infomart_transactions.total_tax_excluded),-,[外部]infomart_transactions.total_tax_excluded,月次レポート.原価（金額）,infomart_transactions.total_tax_excluded → infomart_transactions.total_tax_excluded → 月次レポート.仕入総額,[外部]infomart_transactions.total_tax_excluded,infomart_transactions.total_tax_excluded; infomart_transactions.total_tax_excluded,月次レポート.原価（金額）,1,1,中,低,中,外部連携,インデックス最適化,中期キャッシュ(5-30分),△,データ連携時,実績算出・分析画面,実績算出,外部連携データから実績値を算出（定義元）。ダッシュボード等へ参照される。,-,外部連携検証済,infomart_transactions.total_tax_excluded → infomart_transactions.total_tax_excluded,-,-
334,ラクミーウェブ,分析画面,月次レポート,対象月在庫,L0,C,L1,店舗内,低,計算項目,棚卸入力参照,棚卸入力で登録した在庫データを参照,shop_inventories.amount（棚卸入力）,-,-,-,マスタ参照,shop_inventories.amount WHERE year_month = target_month,-,-,月次レポート.原価（金額）,shop_inventories.amount（棚卸入力） → 月次レポート.対象月在庫,-,-; shop_inventories.amount（棚卸入力）,月次レポート.原価（金額）,0,1,中,中,中,-,監視継続,短期キャッシュ(1-5分),×,データ連携時,実績算出・分析画面,実績算出・分析,予実対比画面で算出・表示。実績算出と分析表示の両方の役割。,-,AI推測,棚卸マスタから当月末在庫を取得と推測,-,-
335,ラクミーウェブ,分析画面,月次レポート,年月,L0,C,L1,店舗内,低,計算項目,費用設定参照,費用設定で設定した経費項目を参照,"monthly_cost_entries.year_month, monthly_costs.value",-,ユーザー入力（費用設定）,-,年月参照,monthly_cost_entries.year_month,-,-,-,monthly_cost_entries.year_month / monthly_costs.value → 月次レポート.年月,-,"-; monthly_cost_entries.year_month, monthly_costs.value",-,0,0,低,中,中,-,監視継続,短期キャッシュ(1-5分),×,データ連携時,実績算出・分析画面,実績算出・分析,予実対比画面で算出・表示。実績算出と分析表示の両方の役割。,-,AI推測,費用設定から対象年月を参照,-,-
336,ラクミーウェブ,分析画面,月次レポート,売上（税込）,L0,C,L1,店舗内,中,POS（売上・客数）,外部連携単独,POSデータから単独取得,z_totals.sales,ZTOTAL.sales,POS売上（日別集計）,-,SUM月間,SUM(ZTOTAL.sales) GROUP BY year_month,-,[外部]ZTOTAL.sales,-,ZTOTAL.sales → z_totals.sales → 月次レポート.売上（税込）,[外部]ZTOTAL.sales,ZTOTAL.sales; z_totals.sales,-,1,0,低,低,低,外部連携,インデックス最適化,中期キャッシュ(5-30分),△,データ連携時,実績算出・分析画面,実績算出,外部連携データから実績値を算出（定義元）。ダッシュボード等へ参照される。,-,外部連携検証済,ZTOTAL.sales → head_office_connected_service_sales_logs.sales,-,-
337,ラクミーウェブ,分析画面,月次レポート,仕入（税抜）,L0,C,L1,店舗内,中,インフォマート（仕入）,外部連携単独,インフォマート仕入データから単独取得,infomart_transactions.total_tax_excluded,infomart_transactions.total_tax_excluded,インフォマート（仕入）,-,SUM月間,SUM(infomart_transactions.total_tax_excluded) GROUP BY year_month,-,[外部]infomart_transactions.total_tax_excluded,-,infomart_transactions.total_tax_excluded → infomart_transactions.total_tax_excluded → 月次レポート.仕入(税抜),[外部]infomart_transactions.total_tax_excluded,infomart_transactions.total_tax_excluded; infomart_transactions.total_tax_excluded,-,1,0,低,低,低,外部連携,インデックス最適化,中期キャッシュ(5-30分),△,データ連携時,実績算出・分析画面,実績算出,外部連携データから実績値を算出（定義元）。ダッシュボード等へ参照される。,-,外部連携検証済,infomart_transactions.total_tax_excluded → infomart_transactions.total_tax_excluded,-,-
338,ラクミーウェブ,分析画面,月次レポート,仕入（税込）,L0,C,L1,店舗内,中,インフォマート（仕入）,外部連携単独,インフォマート仕入データから単独取得,infomart_orders.total,trade_total.total,-,-,SUM月間,SUM(trade_total.total) GROUP BY year_month,-,[外部]trade_total.total,-,trade_total.total → infomart_orders.total → 月次レポート.仕入（税込）,[外部]trade_total.total,trade_total.total; infomart_orders.total,-,1,0,低,低,低,外部連携,インデックス最適化,中期キャッシュ(5-30分),△,データ連携時,実績算出・分析画面,実績算出,外部連携データから実績値を算出（定義元）。ダッシュボード等へ参照される。,-,外部連携検証済,trade_total.total → infomart_transactions.total,-,-
339,ラクミーウェブ,分析画面,月次レポート,PA人件費,L0,C,L1,店舗内,中,KOT（勤怠・人件費）,外部連携単独,KOT/ジョブカン勤怠データから単独取得,head_office_employee_working_records.daily_cost,head_office_employee_working_records.daily_cost,-,-,SUM月間,SUM(head_office_employee_working_records.daily_cost) GROUP BY year_month,-,[外部]head_office_employee_working_records.daily_cost,-,head_office_employee_working_records.daily_cost → head_office_employee_working_records.daily_cost → 月次レポート.PA人件費,[外部]head_office_employee_working_records.daily_cost,head_office_employee_working_records.daily_cost; head_office_employee_working_records.daily_cost,-,1,0,低,低,低,外部連携,インデックス最適化,中期キャッシュ(5-30分),△,データ連携時,実績算出・分析画面,実績算出,外部連携データから実績値を算出（定義元）。ダッシュボード等へ参照される。,-,外部連携検証済,データソース: KOT（勤怠・人件費）,-,-
340,ラクミーウェブ,分析画面,月次集計,客単価（税抜）,L0,A,L3-S,店舗月次,最高,計算項目,外部連携×外部連携,POS売上とPOS客数/商品等の組合せ,"head_office_connected_service_sales_logs.sales_excluded, head_office_connected_service_sales_logs.customers","ZTOTAL.sales_excluded, ZTOTAL.customers",POS売上（日別集計）,画面間,売上÷客数,当月実績.売上（税抜） ÷ 感度分析.客数,-,"当月実績.売上（税抜）, 感度分析.客数","時間帯別売上分析.客単価（税抜）, 感度分析.客単価（税抜）",ZTOTAL.sales_excluded / ZTOTAL.customers → head_office_connected_service_sales_logs.sales_excluded / head_office_connected_service_sales_logs.customers → 月次集計.客単価(税抜),"当月実績.売上（税抜）, 感度分析.客数","ZTOTAL.sales_excluded, ZTOTAL.customers; head_office_connected_service_sales_logs.sales_excluded, head_office_connected_service_sales_logs.customers","時間帯別売上分析.客単価（税抜）, 感度分析.客単価（税抜）",2,2,中,中,中,画面間参照; 外部連携; 複数ソース,スナップショット化・事前計算,長期キャッシュ(1時間以上),◎,日次バッチ,実績算出・分析画面,実績算出・分析,予実対比画面で算出・表示。実績算出と分析表示の両方の役割。,-,スキーマ検証済,-,-,-
341,ラクミーウェブ,分析画面,月次集計,変動費単価,L0,C,L3-S,店舗月次,最高,計算項目,演算×外部連携,演算結果とPOS売上の組合せ,z_totals.customers,-,-,画面間,変動費÷客数,感度分析.変動費 ÷ 感度分析.客数,感度分析.変動費,"感度分析.変動費, 感度分析.客数",感度分析.変動費単価,z_totals.customers → 感度分析.変動費 → 月次集計.変動費単価,"感度分析.変動費, 感度分析.客数",-; z_totals.customers,感度分析.変動費単価,2,1,中,中,中,画面間参照; 外部連携; 複数ソース,スナップショット化・事前計算,長期キャッシュ(1時間以上),◎,日次バッチ,実績算出・分析画面,実績算出・分析,予実対比画面で算出・表示。実績算出と分析表示の両方の役割。,-,演算検証済,インプット元: 感度分析.変動費,-,-
342,ラクミーウェブ,分析画面,月次集計,変動費率,L3,C,L3-S,店舗月次,最高,計算項目,演算×外部連携,演算結果とPOS売上の組合せ,z_totals.sales_excluded,-,-,画面間,変動費÷売上×100,感度分析.変動費 ÷ 当月実績.売上（税抜） × 100,感度分析.変動費,"感度分析.変動費, 当月実績.売上（税抜）",感度分析.変動費率,z_totals.sales_excluded → 感度分析.変動費 → 月次集計.変動費率,"感度分析.変動費, 当月実績.売上（税抜）",-; z_totals.sales_excluded,感度分析.変動費率,2,1,中,中,中,画面間参照; 外部連携; 複数ソース,スナップショット化・事前計算,長期キャッシュ(1時間以上),◎,日次バッチ,実績算出・分析画面,実績算出・分析,実績値の算出と予実対比の分析表示。定義元かつ分析表示。,-,演算検証済,インプット元: 感度分析.変動費,-,-
343,ラクミーウェブ,分析画面,月次集計,仕入費率,L0,C,L3-S,店舗月次,最高,計算項目,外部連携×外部連携,インフォマート仕入とPOS売上の組合せ,"infomart_transactions.total_tax_excluded, head_office_connected_service_sales_logs.sales_excluded","infomart_transactions.total_tax_excluded, ZTOTAL.sales_excluded","インフォマート（仕入）, POS売上（日別集計）",画面間,仕入÷売上×100,予実対比.FD仕入 ÷ 当月実績.売上（税抜） × 100,-,"予実対比.FD仕入, 当月実績.売上（税抜）",-,tax_excluded_total / ZTOTAL.sales_excluded → infomart_transactions.total_tax_excluded / head_office_connected_service_sales_logs.sales_excluded → 月次集計.仕入費率,"予実対比.FD仕入, 当月実績.売上（税抜）","infomart_transactions.total_tax_excluded, ZTOTAL.sales_excluded; infomart_transactions.total_tax_excluded, head_office_connected_service_sales_logs.sales_excluded",-,2,0,中,中,中,画面間参照; 外部連携; 複数ソース,スナップショット化・事前計算,長期キャッシュ(1時間以上),◎,日次バッチ,実績算出・分析画面,実績算出,実績値を算出（定義元）。予実差額や各種比率の算出に使用。,-,スキーマ検証済,-,-,-
344,ラクミーウェブ,分析画面,月次集計,PA人件費率,L0,S,L3-S,店舗月次,最高,計算項目,外部連携×外部連携,KOT人件費とPOS売上の組合せ,"head_office_employee_working_records.daily_cost, head_office_connected_service_sales_logs.sales_excluded","head_office_employee_working_records.daily_cost, ZTOTAL.sales_excluded",POS売上（日別集計）,画面間,PA人件費÷売上×100,予実対比.PA人件費 ÷ 当月実績.売上（税抜） × 100,-,"予実対比.PA人件費, 当月実績.売上（税抜）",-,head_office_employee_working_records.daily_cost / ZTOTAL.sales_excluded → head_office_employee_working_records.daily_cost / head_office_connected_service_sales_logs.sales_excluded → 月次集計.PA人件費率,"予実対比.PA人件費, 当月実績.売上（税抜）","head_office_employee_working_records.daily_cost, ZTOTAL.sales_excluded; head_office_employee_working_records.daily_cost, head_office_connected_service_sales_logs.sales_excluded",-,2,0,中,高,高,画面間参照; 外部連携; 複数ソース,スナップショット化・事前計算,長期キャッシュ(1時間以上),◎,日次バッチ,実績算出・分析画面,実績算出,実績値を算出（定義元）。予実差額や各種比率の算出に使用。,-,外部連携検証済,ZTOTAL.sales_excluded → head_office_connected_service_sales_logs.sales_excluded,-,-
345,ラクミーウェブ,分析画面,月次集計,粗利単価,L0,C,L3-S,店舗月次,高,計算項目,複数種類混在,POS売上と演算結果の組合せ,"head_office_connected_service_sales_logs.sales_excluded, z_totals.customers",ZTOTAL.sales_excluded,POS売上（日別集計）,画面間,(売上-原価)÷客数,(当月実績.売上（税抜） - 月次レポート.原価金額) ÷ 感度分析.客数,月次レポート.原価金額,"当月実績.売上（税抜）, 感度分析.客数",感度分析.粗利単価,ZTOTAL.sales_excluded → head_office_connected_service_sales_logs.sales_excluded / z_totals.customers → 月次レポート.原価金額 → 月次集計.粗利単価,"当月実績.売上（税抜）, 感度分析.客数","ZTOTAL.sales_excluded; head_office_connected_service_sales_logs.sales_excluded, z_totals.customers",感度分析.粗利単価,2,1,中,高,高,画面間参照; 複合演算,キャッシュ・非同期処理,中期キャッシュ(30分-1時間),○,データ更新時,実績算出・分析画面,実績算出・分析,予実対比画面で算出・表示。実績算出と分析表示の両方の役割。,-,外部連携検証済,ZTOTAL.sales_excluded → head_office_connected_service_sales_logs.sales_excluded,-,-
346,ラクミーウェブ,分析画面,月次集計,粗利率,L0,C,L3-S,店舗月次,高,計算項目,複数種類混在,POS売上と演算結果の組合せ,head_office_connected_service_sales_logs.sales_excluded,ZTOTAL.sales_excluded,POS売上（日別集計）,画面間,(売上-原価)÷売上×100,(当月実績.売上（税抜） - 月次レポート.原価金額) ÷ 当月実績.売上（税抜） × 100,月次レポート.原価金額,当月実績.売上（税抜）,感度分析.粗利率,ZTOTAL.sales_excluded → head_office_connected_service_sales_logs.sales_excluded → 月次レポート.原価金額 → 月次集計.粗利率,当月実績.売上（税抜）,ZTOTAL.sales_excluded; head_office_connected_service_sales_logs.sales_excluded,感度分析.粗利率,1,1,中,高,高,画面間参照; 複合演算,キャッシュ・非同期処理,中期キャッシュ(30分-1時間),○,データ更新時,実績算出・分析画面,実績算出・分析,実績値の算出と予実対比の分析表示。定義元かつ分析表示。,-,スキーマ検証済,-,-,-
347,ラクミーウェブ,分析画面,月次集計,その他変動費率,L1,C,L3-S,店舗月次,高,計算項目,複数種類混在,費用設定とPOS売上の組合せ,"monthly_costs.value, head_office_connected_service_sales_logs.sales_excluded",ZTOTAL.sales_excluded,"POS売上（日別集計）, ユーザー入力（費用設定）",画面間,その他変動費÷売上×100,予実対比.その他経費 ÷ 当月実績.売上（税抜） × 100,-,当月実績.売上（税抜）,-,ZTOTAL.sales_excluded → monthly_costs.value / head_office_connected_service_sales_logs.sales_excluded → 月次集計.その他変動費率,当月実績.売上（税抜）,"ZTOTAL.sales_excluded; monthly_costs.value, head_office_connected_service_sales_logs.sales_excluded",-,1,0,中,高,高,画面間参照; 複合演算,キャッシュ・非同期処理,中期キャッシュ(30分-1時間),○,データ更新時,実績算出・分析画面,実績算出・分析,実績値の算出と予実対比の分析表示。定義元かつ分析表示。,-,スキーマ検証済,-,その他経費に変動費のみ含まれるか不明,その他経費の内訳を確認必要
348,ラクミーウェブ,分析画面,月次集計,変動費,L3,C,L3-S,店舗月次,最高,計算項目,演算×外部連携,POS売上と演算結果の組合せ,head_office_connected_service_sales_logs.sales_excluded,ZTOTAL.sales_excluded,POS売上（日別集計）,画面間,売上-粗利,当月実績.売上（税抜） - 月次集計.粗利,月次集計.粗利,"月次集計.粗利, 当月実績.売上（税抜）",月次集計.粗利,ZTOTAL.sales_excluded → head_office_connected_service_sales_logs.sales_excluded → 月次集計.粗利 → 月次集計.変動費,"月次集計.粗利, 当月実績.売上（税抜）",ZTOTAL.sales_excluded; head_office_connected_service_sales_logs.sales_excluded,月次集計.粗利,2,1,中,中,中,画面間参照; 外部連携; 複数ソース,スナップショット化・事前計算,長期キャッシュ(1時間以上),◎,日次バッチ,実績算出・分析画面,実績算出・分析,予実対比画面で算出・表示。実績算出と分析表示の両方の役割。,-,スキーマ検証済,-,変動費の循環参照問題,変動費の元定義を確認必要
349,ラクミーウェブ,分析画面,月次集計,粗利,L0,C,L3-S,店舗月次,最高,計算項目,演算×外部連携,POS売上と演算結果の組合せ,head_office_connected_service_sales_logs.sales_excluded,ZTOTAL.sales_excluded,POS売上（日別集計）,画面間,売上-変動費,当月実績.売上（税抜） - 月次集計.変動費,月次集計.変動費,"月次集計.変動費, 当月実績.売上（税抜）",月次集計.変動費,ZTOTAL.sales_excluded → head_office_connected_service_sales_logs.sales_excluded → 月次集計.変動費 → 月次集計.粗利,"月次集計.変動費, 当月実績.売上（税抜）",ZTOTAL.sales_excluded; head_office_connected_service_sales_logs.sales_excluded,月次集計.変動費,2,1,中,中,中,画面間参照; 外部連携; 複数ソース,スナップショット化・事前計算,長期キャッシュ(1時間以上),◎,日次バッチ,実績算出・分析画面,実績算出・分析,予実対比画面で算出・表示。実績算出と分析表示の両方の役割。,-,スキーマ検証済,-,粗利の循環参照問題,粗利の元定義を確認必要
350,ラクミーウェブ,分析画面,月次集計,固定費,L1,C,L1,店舗内,低,計算項目,費用設定参照,費用設定で設定した経費項目を参照,monthly_costs.value,-,ユーザー入力（費用設定）,-,SUM,SUM(monthly_costs.value) WHERE cost_type = '固定費',-,-,-,monthly_costs.value → 月次集計.固定費,-,-; monthly_costs.value,-,0,0,低,中,中,-,監視継続,短期キャッシュ(1-5分),×,データ連携時,実績算出・分析画面,実績算出・分析,予実対比画面で算出・表示。実績算出と分析表示の両方の役割。,-,スキーマ検証済,-,固定費の判定方法が不明,費目マスタに固定/変動フラグがあるか確認必要
351,ラクミーウェブ,分析画面,月次集計,売上（税抜）,L0,S,L1,店舗内,中,POS（売上・客数）,外部連携単独,POSデータから単独取得,head_office_connected_service_sales_logs.sales_excluded,ZTOTAL.sales_excluded,POS売上（日別集計）,-,SUM,SUM(ZTOTAL.sales_excluded),-,[外部]ZTOTAL.sales_excluded,-,ZTOTAL.sales_excluded → head_office_connected_service_sales_logs.sales_excluded → 月次集計.売上（税抜）,[外部]ZTOTAL.sales_excluded,ZTOTAL.sales_excluded; head_office_connected_service_sales_logs.sales_excluded,-,1,0,低,低,低,外部連携,インデックス最適化,中期キャッシュ(5-30分),△,データ連携時,実績算出・分析画面,実績算出,外部連携データから実績値を算出（定義元）。ダッシュボード等へ参照される。,-,スキーマ検証済,-,-,-
352,ラクミーウェブ,分析画面,月次集計,客数,L0,A,L1,店舗内,中,POS（売上・客数）,外部連携単独,POSデータから単独取得,head_office_connected_service_sales_logs.customers,ZTOTAL.customers,POS売上（日別集計）,-,SUM,SUM(ZTOTAL.customers),-,[外部]ZTOTAL.customers,-,ZTOTAL.customers → head_office_connected_service_sales_logs.customers → 月次集計.客数,[外部]ZTOTAL.customers,ZTOTAL.customers; head_office_connected_service_sales_logs.customers,-,1,0,低,低,低,外部連携,インデックス最適化,中期キャッシュ(5-30分),△,データ連携時,実績算出・分析画面,実績算出,外部連携データから実績値を算出（定義元）。ダッシュボード等へ参照される。,-,スキーマ検証済,-,-,-
353,ラクミーウェブ,分析画面,流入分析,テーブル回転数,L4,C,L3-S,店舗月次,最高,計算項目,外部連携×ラクミー設定マスタ,POS売上とラクミー店舗マスタの組合せ,"head_office_connected_service_sales_logs.customers, shops.total_tables",ZTOTAL.customers,POS売上（日別集計）,画面間,組数÷総卓数,時間帯別売上分析.客数 ÷ 店舗マスタ.総卓数,-,時間帯別売上分析.客数,流入分析.平均テーブル回転数,ZTOTAL.customers → head_office_connected_service_sales_logs.customers / shops.total_tables → 流入分析.テーブル回転数,時間帯別売上分析.客数,"ZTOTAL.customers; head_office_connected_service_sales_logs.customers, shops.total_tables",流入分析.平均テーブル回転数,1,1,中,高,高,画面間参照; 外部連携; 複数ソース,スナップショット化・事前計算,長期キャッシュ(1時間以上),◎,日次バッチ,分析画面,既存指標,実画面に表示されている指標（分析画面）。,-,外部連携検証済,ZTOTAL.customers → head_office_connected_service_sales_logs.customers,店舗マスタに総卓数カラムがあるか不明,店舗マスタのスキーマを確認必要
354,ラクミーウェブ,分析画面,流入分析,テーブル稼働率,L4,C,L3-S,店舗月次,最高,計算項目,外部連携×ラクミー設定マスタ,予約データとラクミー店舗マスタの組合せ,shops.total_tables,-,-,画面間,予約卓÷総卓×100,流入分析.予約客数 ÷ 店舗マスタ.総卓数 × 100,流入分析.予約客数,流入分析.予約客数,-,shops.total_tables → 流入分析.予約客数 → 流入分析.テーブル稼働率,流入分析.予約客数,-; shops.total_tables,-,1,0,低,高,中,画面間参照; 外部連携; 複数ソース,スナップショット化・事前計算,長期キャッシュ(1時間以上),◎,日次バッチ,分析画面,既存指標,実画面に表示されている指標（分析画面）。,-,演算検証済,インプット元: 流入分析.予約客数,予約システム連携の有無が不明,予約連携の実装状況を確認必要
355,ラクミーウェブ,分析画面,流入分析,予約売上,L3,C,L3-S,店舗月次,高,計算項目,複数種類混在,POS+予約+演算の組合せ,head_office_connected_service_sales_logs.sales_excluded,ZTOTAL.sales_excluded,POS売上（日別集計）,画面間,予約客売上,当月実績.売上（税抜） × (流入分析.予約客数 ÷ 感度分析.客数),-,"当月実績.売上（税抜）, 流入分析.予約客数, 感度分析.客数","流入分析.ウォークイン売上, 流入分析.予約客単価",ZTOTAL.sales_excluded → head_office_connected_service_sales_logs.sales_excluded → 流入分析.予約売上,"当月実績.売上（税抜）, 流入分析.予約客数, 感度分析.客数",ZTOTAL.sales_excluded; head_office_connected_service_sales_logs.sales_excluded,"流入分析.ウォークイン売上, 流入分析.予約客単価",3,2,中,高,高,画面間参照; 複合演算,キャッシュ・非同期処理,中期キャッシュ(30分-1時間),○,データ更新時,分析画面,既存指標,実画面に表示されている指標（分析画面）。,-,スキーマ検証済,-,予約売上の算出ロジックが推測,予約連携の仕様を確認必要
356,ラクミーウェブ,分析画面,流入分析,予約客数,L3,A,L1,店舗内,中,予約システム,外部連携単独,予約システムから単独取得,reservations.customers,-,-,-,SUM予約,SUM(予約連携.customers),-,-,"流入分析.ウォークイン客数, 流入分析.テーブル稼働率, 流入分析.予約売上, 流入分析.予約客単価, 流入分析.予約客数トレンド",reservations.customers → 流入分析.予約客数,-,-; reservations.customers,"流入分析.ウォークイン客数, 流入分析.テーブル稼働率, 流入分析.予約売上, 流入分析.予約客単価, 流入分析.予約客数トレンド",0,5,中,低,中,外部連携,インデックス最適化,中期キャッシュ(5-30分),△,データ連携時,分析画面,既存指標,実画面に表示されている指標（分析画面）。,-,AI推測,予約連携データから客数を取得と推測,予約データのテーブル名が不明,予約連携データソースを確認必要
357,ラクミーウェブ,分析画面,流入分析,予約客単価,L4,A,L2-S,店舗月次,高,計算項目,演算×演算,複数の演算結果の組合せ,-,-,-,画面内,予約売上÷予約客数,流入分析.予約売上 ÷ 流入分析.予約客数,流入分析.予約売上,"流入分析.予約売上, 流入分析.予約客数",-,流入分析.予約売上 → 流入分析.予約客単価,"流入分析.予約売上, 流入分析.予約客数",-; -,-,2,0,中,高,高,複数ソース; 複合演算,キャッシュ・非同期処理,中期キャッシュ(30分-1時間),○,データ更新時,分析画面,既存指標,実画面に表示されている指標（分析画面）。,-,演算検証済,インプット元: 流入分析.予約売上,-,-
358,ラクミーウェブ,分析画面,流入分析,ウォークイン売上,L4,C,L3-S,店舗月次,最高,計算項目,演算×外部連携,POS売上と演算結果の組合せ,head_office_connected_service_sales_logs.sales_excluded,ZTOTAL.sales_excluded,POS売上（日別集計）,画面間,総売上-予約売上,予実対比.総売上 - 流入分析.予約売上,流入分析.予約売上,"流入分析.予約売上, 予実対比.総売上",流入分析.ウォークイン客単価,ZTOTAL.sales_excluded → head_office_connected_service_sales_logs.sales_excluded → 流入分析.予約売上 → 流入分析.ウォークイン売上,"流入分析.予約売上, 予実対比.総売上",ZTOTAL.sales_excluded; head_office_connected_service_sales_logs.sales_excluded,流入分析.ウォークイン客単価,2,1,中,中,中,画面間参照; 外部連携; 複数ソース,スナップショット化・事前計算,長期キャッシュ(1時間以上),◎,日次バッチ,分析画面,既存指標,実画面に表示されている指標（分析画面）。,-,スキーマ検証済,-,-,-
