472,分析画面,年間予実対比,予算対比率_その他売上 計,L1,C,画面内,計算項目,画面内演算,月次実績_その他売上÷月次予算_その他売上×100,月次実績_その他売上 計 ÷ 月次予算_その他売上 計 × 100,実績 / 予算 × 100,予算対比率,-,-,画面内演算,"年間予実対比.月次実績_その他売上 計, 年間予実対比.月次予算_その他売上 計",-,実績 / 予算 × 100 → 年間予実対比.予算対比率_その他売上 計,予算演算追加,実績÷予算×100,-,-,分析画面,予算対比率,月次実績÷月次予算×100（％）,中,中,中,監視継続
473,分析画面,年間予実対比,予算対比率_FLコスト 計,L4b,A,画面内,計算項目,画面内演算,月次実績_FLコスト÷月次予算_FLコスト×100,月次実績_FLコスト 計 ÷ 月次予算_FLコスト 計 × 100,実績 / 予算 × 100,予算対比率,-,-,画面内演算,"年間予実対比.月次実績_FLコスト 計, 年間予実対比.月次予算_FLコスト 計",-,実績 / 予算 × 100 → 年間予実対比.予算対比率_FLコスト 計,予算演算追加,実績÷予算×100,-,-,分析画面,予算対比率,月次実績÷月次予算×100（％）,中,高,高,事前計算・非同期処理
474,分析画面,年間予実対比,予算対比率_FD仕入 計,L1,A,画面内,計算項目,画面内演算,月次実績_FD仕入÷月次予算_FD仕入×100,月次実績_FD仕入 計 ÷ 月次予算_FD仕入 計 × 100,実績 / 予算 × 100,予算対比率,-,-,画面内演算,"年間予実対比.月次実績_FD仕入 計, 年間予実対比.月次予算_FD仕入 計",-,実績 / 予算 × 100 → 年間予実対比.予算対比率_FD仕入 計,予算演算追加,実績÷予算×100,-,-,分析画面,予算対比率,月次実績÷月次予算×100（％）,中,中,中,監視継続
475,分析画面,年間予実対比,予算対比率_人件費 計,L1,A,画面内,計算項目,画面内演算,月次実績_人件費÷月次予算_人件費×100,月次実績_人件費 計 ÷ 月次予算_人件費 計 × 100,実績 / 予算 × 100,予算対比率,-,-,画面内演算,"年間予実対比.月次実績_人件費 計, 年間予実対比.月次予算_人件費 計",-,実績 / 予算 × 100 → 年間予実対比.予算対比率_人件費 計,予算演算追加,実績÷予算×100,-,-,分析画面,予算対比率,月次実績÷月次予算×100（％）,中,中,中,監視継続
476,分析画面,年間予実対比,予算対比率_その他経費 計,L1,B,画面内,計算項目,画面内演算,月次実績_その他経費÷月次予算_その他経費×100,月次実績_その他経費 計 ÷ 月次予算_その他経費 計 × 100,実績 / 予算 × 100,予算対比率,-,-,画面内演算,"年間予実対比.月次実績_その他経費 計, 年間予実対比.月次予算_その他経費 計",-,実績 / 予算 × 100 → 年間予実対比.予算対比率_その他経費 計,予算演算追加,実績÷予算×100,-,-,分析画面,予算対比率,月次実績÷月次予算×100（％）,中,中,中,監視継続
477,分析画面,年間予実対比,予算対比率_営業利益,L4b,A,画面内,計算項目,画面内演算,月次実績_営業利益÷月次予算_営業利益×100,月次実績_営業利益 ÷ 月次予算_営業利益 × 100,実績 / 予算 × 100,予算対比率,-,-,画面内演算,"年間予実対比.月次実績_営業利益, 年間予実対比.月次予算_営業利益",-,実績 / 予算 × 100 → 年間予実対比.予算対比率_営業利益,予算演算追加,実績÷予算×100,-,-,分析画面,予算対比率,月次実績÷月次予算×100（％）,中,高,高,事前計算・非同期処理
478,分析画面,年間予実対比,構成比_総売上 計,L1,A,画面内,計算項目,画面内演算,月次実績_総売上÷月次実績_総売上×100,月次実績_総売上 計 ÷ 月次実績_総売上 計 × 100,100%（基準値）,構成比,-,-,画面内演算,年間予実対比.月次実績_総売上 計,-,月次実績_総売上 / 月次実績_総売上 → 年間予実対比.構成比_総売上 計,予算演算追加,実績ベースの構成比,-,-,分析画面,構成比,月次実績値に対する構成比（％）,低,中,中,監視継続
479,分析画面,年間予実対比,構成比_フード売上 計,L1,B,画面内,計算項目,画面内演算,月次実績_フード売上÷月次実績_総売上×100,月次実績_フード売上 計 ÷ 月次実績_総売上 計 × 100,月次実績_フード売上 / 月次実績_総売上 × 100,構成比,-,-,画面内演算,"年間予実対比.月次実績_フード売上 計, 年間予実対比.月次実績_総売上 計",-,月次実績_フード売上 / 月次実績_総売上 → 年間予実対比.構成比_フード売上 計,予算演算追加,実績ベースの構成比,-,-,分析画面,構成比,月次実績値に対する構成比（％）,中,中,中,監視継続
480,分析画面,年間予実対比,構成比_ドリンク売上 計,L1,B,画面内,計算項目,画面内演算,月次実績_ドリンク売上÷月次実績_総売上×100,月次実績_ドリンク売上 計 ÷ 月次実績_総売上 計 × 100,月次実績_ドリンク売上 / 月次実績_総売上 × 100,構成比,-,-,画面内演算,"年間予実対比.月次実績_ドリンク売上 計, 年間予実対比.月次実績_総売上 計",-,月次実績_ドリンク売上 / 月次実績_総売上 → 年間予実対比.構成比_ドリンク売上 計,予算演算追加,実績ベースの構成比,-,-,分析画面,構成比,月次実績値に対する構成比（％）,中,中,中,監視継続
481,分析画面,年間予実対比,構成比_その他売上 計,L1,C,画面内,計算項目,画面内演算,月次実績_その他売上÷月次実績_総売上×100,月次実績_その他売上 計 ÷ 月次実績_総売上 計 × 100,月次実績_その他売上 / 月次実績_総売上 × 100,構成比,-,-,画面内演算,"年間予実対比.月次実績_その他売上 計, 年間予実対比.月次実績_総売上 計",-,月次実績_その他売上 / 月次実績_総売上 → 年間予実対比.構成比_その他売上 計,予算演算追加,実績ベースの構成比,-,-,分析画面,構成比,月次実績値に対する構成比（％）,中,中,中,監視継続
482,分析画面,年間予実対比,構成比_FLコスト 計,L4b,A,画面内,計算項目,画面内演算,月次実績_FLコスト÷月次実績_総売上×100,月次実績_FLコスト 計 ÷ 月次実績_総売上 計 × 100,月次実績_FLコスト / 月次実績_総売上 × 100,構成比,-,-,画面内演算,"年間予実対比.月次実績_FLコスト 計, 年間予実対比.月次実績_総売上 計",-,月次実績_FLコスト / 月次実績_総売上 → 年間予実対比.構成比_FLコスト 計,予算演算追加,実績ベースの構成比,-,-,分析画面,構成比,月次実績値に対する構成比（％）,中,高,高,事前計算・非同期処理
483,分析画面,年間予実対比,構成比_FD仕入 計,L1,A,画面内,計算項目,画面内演算,月次実績_FD仕入÷月次実績_総売上×100,月次実績_FD仕入 計 ÷ 月次実績_総売上 計 × 100,月次実績_FD仕入 / 月次実績_総売上 × 100,構成比,-,-,画面内演算,"年間予実対比.月次実績_FD仕入 計, 年間予実対比.月次実績_総売上 計",-,月次実績_FD仕入 / 月次実績_総売上 → 年間予実対比.構成比_FD仕入 計,予算演算追加,実績ベースの構成比,-,-,分析画面,構成比,月次実績値に対する構成比（％）,中,中,中,監視継続
484,分析画面,年間予実対比,構成比_人件費 計,L1,A,画面内,計算項目,画面内演算,月次実績_人件費÷月次実績_総売上×100,月次実績_人件費 計 ÷ 月次実績_総売上 計 × 100,月次実績_人件費 / 月次実績_総売上 × 100,構成比,-,-,画面内演算,"年間予実対比.月次実績_人件費 計, 年間予実対比.月次実績_総売上 計",-,月次実績_人件費 / 月次実績_総売上 → 年間予実対比.構成比_人件費 計,予算演算追加,実績ベースの構成比,-,-,分析画面,構成比,月次実績値に対する構成比（％）,中,中,中,監視継続
485,分析画面,年間予実対比,構成比_その他経費 計,L1,B,画面内,計算項目,画面内演算,月次実績_その他経費÷月次実績_総売上×100,月次実績_その他経費 計 ÷ 月次実績_総売上 計 × 100,月次実績_その他経費 / 月次実績_総売上 × 100,構成比,-,-,画面内演算,"年間予実対比.月次実績_その他経費 計, 年間予実対比.月次実績_総売上 計",-,月次実績_その他経費 / 月次実績_総売上 → 年間予実対比.構成比_その他経費 計,予算演算追加,実績ベースの構成比,-,-,分析画面,構成比,月次実績値に対する構成比（％）,中,中,中,監視継続
486,分析画面,年間予実対比,構成比_営業利益,L4b,A,画面内,計算項目,画面内演算,月次実績_営業利益÷月次実績_総売上×100,月次実績_営業利益 ÷ 月次実績_総売上 計 × 100,月次実績_営業利益 / 月次実績_総売上 × 100,構成比,-,-,画面内演算,"年間予実対比.月次実績_営業利益, 年間予実対比.月次実績_総売上 計",-,月次実績_営業利益 / 月次実績_総売上 → 年間予実対比.構成比_営業利益,予算演算追加,実績ベースの構成比,-,-,分析画面,構成比,月次実績値に対する構成比（％）,中,高,高,事前計算・非同期処理
487,分析画面,年間予実対比（予実対比）,年間予算_総売上 計,L0,A,画面間,計算項目,予算設定参照,月次予算設定の年間累計,SUM月次予算,SUM(monthly_budgets.target_sales) GROUP BY year,年間予算値,monthly_budgets.target_sales,-,月次予算設定.売上（税抜）,-,-,月次予算設定.売上 → 年間累計 → 年間予実対比（予実対比）.年間予算_総売上 計,予算追加,年間累計予算値,-,-,分析画面,予算値,月次予算設定値の年間累計,低,中,中,監視継続
488,分析画面,年間予実対比（予実対比）,年間予算_フード売上 計,L0,B,画面間,計算項目,予算設定参照×演算,年間予算_総売上×フード構成比,年間予算_総売上 計 × 売上構成比設定.フード構成比,年間予算 × food_ratio,年間予算値,"monthly_budgets.target_sales, budget_sales_compositions.food_ratio",-,"月次予算設定.売上（税抜）, 売上構成比設定.フード構成比",-,-,年間予算_総売上 × フード構成比 → 年間予実対比（予実対比）.年間予算_フード売上 計,予算追加,年間累計予算値,-,-,分析画面,予算値,月次予算設定値の年間累計×構成比,中,中,中,監視継続
489,分析画面,年間予実対比（予実対比）,年間予算_フード売上ランチ,L0,C,画面間,計算項目,予算設定参照×演算,年間予算_フード売上×ランチ比率,年間予算_フード売上 計 × 売上構成比設定.ランチ比率,年間予算 × lunch_ratio,年間予算値,"monthly_budgets.target_sales, budget_sales_compositions.lunch_ratio",-,"月次予算設定.売上（税抜）, 売上構成比設定.ランチ比率",-,-,年間予算_フード売上 × ランチ比率 → 年間予実対比（予実対比）.年間予算_フード売上ランチ,予算追加,年間累計予算値,-,-,分析画面,予算値,月次予算設定値の年間累計×構成比,中,中,中,監視継続
490,分析画面,年間予実対比（予実対比）,年間予算_フード売上ディナー,L0,C,画面間,計算項目,予算設定参照×演算,年間予算_フード売上×ディナー比率,年間予算_フード売上 計 × 売上構成比設定.ディナー比率,年間予算 × dinner_ratio,年間予算値,"monthly_budgets.target_sales, budget_sales_compositions.dinner_ratio",-,"月次予算設定.売上（税抜）, 売上構成比設定.ディナー比率",-,-,年間予算_フード売上 × ディナー比率 → 年間予実対比（予実対比）.年間予算_フード売上ディナー,予算追加,年間累計予算値,-,-,分析画面,予算値,月次予算設定値の年間累計×構成比,中,中,中,監視継続
491,分析画面,年間予実対比（予実対比）,年間予算_ドリンク売上 計,L0,B,画面間,計算項目,予算設定参照×演算,年間予算_総売上×ドリンク構成比,年間予算_総売上 計 × 売上構成比設定.ドリンク構成比,年間予算 × drink_ratio,年間予算値,"monthly_budgets.target_sales, budget_sales_compositions.drink_ratio",-,"月次予算設定.売上（税抜）, 売上構成比設定.ドリンク構成比",-,-,年間予算_総売上 × ドリンク構成比 → 年間予実対比（予実対比）.年間予算_ドリンク売上 計,予算追加,年間累計予算値,-,-,分析画面,予算値,月次予算設定値の年間累計×構成比,中,中,中,監視継続
492,分析画面,年間予実対比（予実対比）,年間予算_ドリンク売上ランチ,L0,C,画面間,計算項目,予算設定参照×演算,年間予算_ドリンク売上×ランチ比率,年間予算_ドリンク売上 計 × 売上構成比設定.ランチ比率,年間予算 × lunch_ratio,年間予算値,"monthly_budgets.target_sales, budget_sales_compositions.lunch_ratio",-,"月次予算設定.売上（税抜）, 売上構成比設定.ランチ比率",-,-,年間予算_ドリンク売上 × ランチ比率 → 年間予実対比（予実対比）.年間予算_ドリンク売上ランチ,予算追加,年間累計予算値,-,-,分析画面,予算値,月次予算設定値の年間累計×構成比,中,中,中,監視継続
493,分析画面,年間予実対比（予実対比）,年間予算_ドリンク売上ディナー,L0,C,画面間,計算項目,予算設定参照×演算,年間予算_ドリンク売上×ディナー比率,年間予算_ドリンク売上 計 × 売上構成比設定.ディナー比率,年間予算 × dinner_ratio,年間予算値,"monthly_budgets.target_sales, budget_sales_compositions.dinner_ratio",-,"月次予算設定.売上（税抜）, 売上構成比設定.ディナー比率",-,-,年間予算_ドリンク売上 × ディナー比率 → 年間予実対比（予実対比）.年間予算_ドリンク売上ディナー,予算追加,年間累計予算値,-,-,分析画面,予算値,月次予算設定値の年間累計×構成比,中,中,中,監視継続
494,分析画面,年間予実対比（予実対比）,年間予算_その他売上 計（サービス料等）,L0,C,画面間,計算項目,予算設定参照×演算,年間予算_総売上×その他構成比,年間予算_総売上 計 × 売上構成比設定.その他構成比,年間予算 × other_ratio,年間予算値,"monthly_budgets.target_sales, budget_sales_compositions.other_ratio",-,"月次予算設定.売上（税抜）, 売上構成比設定.その他構成比",-,-,年間予算_総売上 × その他構成比 → 年間予実対比（予実対比）.年間予算_その他売上 計（サービス料等）,予算追加,年間累計予算値,-,-,分析画面,予算値,月次予算設定値の年間累計×構成比,中,中,中,監視継続
495,分析画面,年間予実対比（予実対比）,年間予算_その他売上ランチ,L0,D,画面間,計算項目,予算設定参照×演算,年間予算_その他売上×ランチ比率,年間予算_その他売上 計 × 売上構成比設定.ランチ比率,年間予算 × lunch_ratio,年間予算値,"monthly_budgets.target_sales, budget_sales_compositions.lunch_ratio",-,"月次予算設定.売上（税抜）, 売上構成比設定.ランチ比率",-,-,年間予算_その他売上 × ランチ比率 → 年間予実対比（予実対比）.年間予算_その他売上ランチ,予算追加,年間累計予算値,-,-,分析画面,予算値,月次予算設定値の年間累計×構成比,中,中,中,監視継続
496,分析画面,年間予実対比（予実対比）,年間予算_その他売上ディナー,L0,D,画面間,計算項目,予算設定参照×演算,年間予算_その他売上×ディナー比率,年間予算_その他売上 計 × 売上構成比設定.ディナー比率,年間予算 × dinner_ratio,年間予算値,"monthly_budgets.target_sales, budget_sales_compositions.dinner_ratio",-,"月次予算設定.売上（税抜）, 売上構成比設定.ディナー比率",-,-,年間予算_その他売上 × ディナー比率 → 年間予実対比（予実対比）.年間予算_その他売上ディナー,予算追加,年間累計予算値,-,-,分析画面,予算値,月次予算設定値の年間累計×構成比,中,中,中,監視継続
497,分析画面,年間予実対比（予実対比）,年間予算_FLコスト 計,L4b,A,画面内,計算項目,画面内演算,年間予算_FD仕入+年間予算_人件費の合計,年間予算_FD仕入 計 + 年間予算_人件費 計,FD仕入予算 + 人件費予算,年間予算値,-,-,画面内演算,"年間予実対比（予実対比）.年間予算_FD仕入 計, 年間予実対比（予実対比）.年間予算_人件費 計",-,年間予算_FD仕入 + 年間予算_人件費 → 年間予実対比（予実対比）.年間予算_FLコスト 計,予算追加,年間累計予算値,-,-,分析画面,予算値,予算設定値の画面内演算,中,高,高,事前計算・非同期処理
498,分析画面,年間予実対比（予実対比）,年間予算_FD仕入 計,L4b,A,画面間,計算項目,予算設定参照×演算,月次予算設定.売上×FD仕入比率の年間累計,SUM(monthly_budgets.target_sales × monthly_budgets.food_cost_rate) GROUP BY year,target_sales × food_cost_rate,年間予算値,"monthly_budgets.target_sales, monthly_budgets.food_cost_rate",-,"月次予算設定.売上（税抜）, 月次予算設定.FD仕入比率",-,-,月次予算設定.売上 × FD仕入比率 → 年間累計 → 年間予実対比（予実対比）.年間予算_FD仕入 計,予算追加,年間累計予算値,-,-,分析画面,予算値,月次予算設定値の年間累計×比率,中,高,高,事前計算・非同期処理
499,分析画面,年間予実対比（予実対比）,年間予算_フード仕入,L0,B,画面間,計算項目,予算設定参照×演算,年間予算_FD仕入×フード比率,年間予算_FD仕入 計 × FD構成比設定.フード比率,FD仕入予算 × food_ratio,年間予算値,"monthly_budgets.food_cost_rate, fd_compositions.food_ratio",-,"月次予算設定.FD仕入比率, FD構成比設定.フード比率",-,-,年間予算_FD仕入 × フード比率 → 年間予実対比（予実対比）.年間予算_フード仕入,予算追加,年間累計予算値,-,-,分析画面,予算値,月次予算設定値の年間累計×比率,中,中,中,監視継続
500,分析画面,年間予実対比（予実対比）,年間予算_ドリンク仕入,L0,B,画面間,計算項目,予算設定参照×演算,年間予算_FD仕入×ドリンク比率,年間予算_FD仕入 計 × FD構成比設定.ドリンク比率,FD仕入予算 × drink_ratio,年間予算値,"monthly_budgets.food_cost_rate, fd_compositions.drink_ratio",-,"月次予算設定.FD仕入比率, FD構成比設定.ドリンク比率",-,-,年間予算_FD仕入 × ドリンク比率 → 年間予実対比（予実対比）.年間予算_ドリンク仕入,予算追加,年間累計予算値,-,-,分析画面,予算値,月次予算設定値の年間累計×比率,中,中,中,監視継続
501,分析画面,年間予実対比（予実対比）,年間予算_人件費 計,L4b,A,画面間,計算項目,予算設定参照×演算,(売上×PA人件費率+固定人件費)の年間累計,SUM(monthly_budgets.target_sales × monthly_budgets.labor_cost_rate + 固定人件費) GROUP BY year,(target_sales × labor_cost_rate + 固定人件費),年間予算値,"monthly_budgets.target_sales, monthly_budgets.labor_cost_rate, 固定人件費予算",-,"月次予算設定.売上（税抜）, 月次予算設定.PA人件費率, 費用設定.固定人件費",-,-,月次予算設定.売上 × PA人件費率 + 固定人件費 → 年間累計 → 年間予実対比（予実対比）.年間予算_人件費 計,予算追加,年間累計予算値,-,-,分析画面,予算値,月次予算設定値の年間累計,中,高,高,事前計算・非同期処理
502,分析画面,年間予実対比（予実対比）,年間予算_固定人件費,L3,B,画面間,費用設定（参照）,設定値集計,費用設定の固定人件費予算の年間累計,SUM(費用設定.固定人件費予算) GROUP BY year,固定人件費予算,年間予算値,monthly_cost_items.value(固定人件費),-,費用設定.固定人件費,-,-,費用設定.固定人件費 → 年間累計 → 年間予実対比（予実対比）.年間予算_固定人件費,予算追加,年間累計予算値,-,-,分析画面,予算値,費用設定値の年間累計,低,中,中,監視継続
503,分析画面,年間予実対比（予実対比）,年間予算_PA人件費,L1,B,画面間,計算項目,予算設定参照×演算,売上×PA人件費率の年間累計,SUM(monthly_budgets.target_sales × monthly_budgets.labor_cost_rate) GROUP BY year,target_sales × labor_cost_rate,年間予算値,"monthly_budgets.target_sales, monthly_budgets.labor_cost_rate",-,"月次予算設定.売上（税抜）, 月次予算設定.PA人件費率",-,-,月次予算設定.売上 × PA人件費率 → 年間累計 → 年間予実対比（予実対比）.年間予算_PA人件費,予算追加,年間累計予算値,-,-,分析画面,予算値,月次予算設定値の年間累計×比率,中,中,中,監視継続
504,分析画面,年間予実対比（予実対比）,年間予算_社員人件費,L3,B,画面間,費用設定（参照）,設定値集計,費用設定の社員人件費予算の年間累計,SUM(費用設定.社員人件費予算) GROUP BY year,社員人件費予算,年間予算値,monthly_cost_items.value(社員人件費),-,費用設定.社員人件費,-,-,費用設定.社員人件費 → 年間累計 → 年間予実対比（予実対比）.年間予算_社員人件費,予算追加,年間累計予算値,-,-,分析画面,予算値,費用設定値の年間累計,低,中,中,監視継続
505,分析画面,年間予実対比（予実対比）,年間予算_ヘルプ人件費,L3,C,画面間,費用設定（参照）,設定値集計,費用設定のヘルプ人件費予算の年間累計,SUM(費用設定.ヘルプ人件費予算) GROUP BY year,ヘルプ人件費予算,年間予算値,monthly_cost_items.value(ヘルプ人件費),-,費用設定.ヘルプ人件費,-,-,費用設定.ヘルプ人件費 → 年間累計 → 年間予実対比（予実対比）.年間予算_ヘルプ人件費,予算追加,年間累計予算値,-,-,分析画面,予算値,費用設定値の年間累計,低,中,中,監視継続
506,分析画面,年間予実対比（予実対比）,年間予算_その他経費 計,L3,B,画面間,費用設定（参照）,設定値集計,費用設定のその他経費予算の年間累計,SUM(費用設定.その他経費予算) GROUP BY year,その他経費予算合計,年間予算値,monthly_cost_items.value(その他経費),-,費用設定.その他経費合計,-,-,費用設定.その他経費 → 年間累計 → 年間予実対比（予実対比）.年間予算_その他経費 計,予算追加,年間累計予算値,-,-,分析画面,予算値,費用設定値の年間累計,低,中,中,監視継続
507,分析画面,年間予実対比（予実対比）,年間予算_地代家賃,L3,B,画面間,費用設定（参照）,設定値集計,費用設定の地代家賃予算の年間累計,SUM(費用設定.地代家賃予算) GROUP BY year,地代家賃予算,年間予算値,monthly_cost_items.value(地代家賃),-,費用設定.地代家賃,-,-,費用設定.地代家賃 → 年間累計 → 年間予実対比（予実対比）.年間予算_地代家賃,予算追加,年間累計予算値,-,-,分析画面,予算値,費用設定値の年間累計,低,中,中,監視継続
508,分析画面,年間予実対比（予実対比）,年間予算_家賃（変動分）,L3,C,画面間,費用設定（参照）,設定値集計,費用設定の家賃（変動分）予算の年間累計,SUM(費用設定.家賃（変動分）予算) GROUP BY year,家賃（変動分）予算,年間予算値,monthly_cost_items.value(家賃変動分),-,費用設定.家賃（変動分）,-,-,費用設定.家賃（変動分） → 年間累計 → 年間予実対比（予実対比）.年間予算_家賃（変動分）,予算追加,年間累計予算値,-,-,分析画面,予算値,費用設定値の年間累計,低,中,中,監視継続
509,分析画面,年間予実対比（予実対比）,年間予算_水道光熱費,L3,B,画面間,費用設定（参照）,設定値集計,費用設定の水道光熱費予算の年間累計,SUM(費用設定.水道光熱費予算) GROUP BY year,水道光熱費予算,年間予算値,monthly_cost_items.value(水道光熱費),-,費用設定.水道光熱費,-,-,費用設定.水道光熱費 → 年間累計 → 年間予実対比（予実対比）.年間予算_水道光熱費,予算追加,年間累計予算値,-,-,分析画面,予算値,費用設定値の年間累計,低,中,中,監視継続
510,分析画面,年間予実対比（予実対比）,年間予算_電気代,L3,C,画面間,費用設定（参照）,設定値集計,費用設定の電気代予算の年間累計,SUM(費用設定.電気代予算) GROUP BY year,電気代予算,年間予算値,monthly_cost_items.value(電気代),-,費用設定.電気代,-,-,費用設定.電気代 → 年間累計 → 年間予実対比（予実対比）.年間予算_電気代,予算追加,年間累計予算値,-,-,分析画面,予算値,費用設定値の年間累計,低,中,中,監視継続
511,分析画面,年間予実対比（予実対比）,年間予算_ガス代,L3,C,画面間,費用設定（参照）,設定値集計,費用設定のガス代予算の年間累計,SUM(費用設定.ガス代予算) GROUP BY year,ガス代予算,年間予算値,monthly_cost_items.value(ガス代),-,費用設定.ガス代,-,-,費用設定.ガス代 → 年間累計 → 年間予実対比（予実対比）.年間予算_ガス代,予算追加,年間累計予算値,-,-,分析画面,予算値,費用設定値の年間累計,低,中,中,監視継続
512,分析画面,年間予実対比（予実対比）,年間予算_水道代,L3,C,画面間,費用設定（参照）,設定値集計,費用設定の水道代予算の年間累計,SUM(費用設定.水道代予算) GROUP BY year,水道代予算,年間予算値,monthly_cost_items.value(水道代),-,費用設定.水道代,-,-,費用設定.水道代 → 年間累計 → 年間予実対比（予実対比）.年間予算_水道代,予算追加,年間累計予算値,-,-,分析画面,予算値,費用設定値の年間累計,低,中,中,監視継続
513,分析画面,年間予実対比（予実対比）,年間予算_減価償却費,L3,B,画面間,費用設定（参照）,設定値集計,費用設定の減価償却費予算の年間累計,SUM(費用設定.減価償却費予算) GROUP BY year,減価償却費予算,年間予算値,monthly_cost_items.value(減価償却費),-,費用設定.減価償却費,-,-,費用設定.減価償却費 → 年間累計 → 年間予実対比（予実対比）.年間予算_減価償却費,予算追加,年間累計予算値,-,-,分析画面,予算値,費用設定値の年間累計,低,中,中,監視継続
514,分析画面,年間予実対比（予実対比）,年間予算_販促費,L3,C,画面間,費用設定（参照）,設定値集計,費用設定の販促費予算の年間累計,SUM(費用設定.販促費予算) GROUP BY year,販促費予算,年間予算値,monthly_cost_items.value(販促費),-,費用設定.販促費,-,-,費用設定.販促費 → 年間累計 → 年間予実対比（予実対比）.年間予算_販促費,予算追加,年間累計予算値,-,-,分析画面,予算値,費用設定値の年間累計,低,中,中,監視継続
515,分析画面,年間予実対比（予実対比）,年間予算_資材費,L3,C,画面間,費用設定（参照）,設定値集計,費用設定の資材費予算の年間累計,SUM(費用設定.資材費予算) GROUP BY year,資材費予算,年間予算値,monthly_cost_items.value(資材費),-,費用設定.資材費,-,-,費用設定.資材費 → 年間累計 → 年間予実対比（予実対比）.年間予算_資材費,予算追加,年間累計予算値,-,-,分析画面,予算値,費用設定値の年間累計,低,中,中,監視継続
516,分析画面,年間予実対比（予実対比）,年間予算_借入金返済,L3,C,画面間,費用設定（参照）,設定値集計,費用設定の借入金返済予算の年間累計,SUM(費用設定.借入金返済予算) GROUP BY year,借入金返済予算,年間予算値,monthly_cost_items.value(借入金返済),-,費用設定.借入金返済,-,-,費用設定.借入金返済 → 年間累計 → 年間予実対比（予実対比）.年間予算_借入金返済,予算追加,年間累計予算値,-,-,分析画面,予算値,費用設定値の年間累計,低,中,中,監視継続
517,分析画面,年間予実対比（予実対比）,年間予算_IT費用,L3,C,画面間,費用設定（参照）,設定値集計,費用設定のIT費用予算の年間累計,SUM(費用設定.IT費用予算) GROUP BY year,IT費用予算,年間予算値,monthly_cost_items.value(IT費用),-,費用設定.IT費用,-,-,費用設定.IT費用 → 年間累計 → 年間予実対比（予実対比）.年間予算_IT費用,予算追加,年間累計予算値,-,-,分析画面,予算値,費用設定値の年間累計,低,中,中,監視継続
518,分析画面,年間予実対比（予実対比）,年間予算_ラクミー利用料,L3,C,画面間,費用設定（参照）,設定値集計,費用設定のラクミー利用料予算の年間累計,SUM(費用設定.ラクミー利用料予算) GROUP BY year,ラクミー利用料予算,年間予算値,monthly_cost_items.value(ラクミー利用料),-,費用設定.ラクミー利用料,-,-,費用設定.ラクミー利用料 → 年間累計 → 年間予実対比（予実対比）.年間予算_ラクミー利用料,予算追加,年間累計予算値,-,-,分析画面,予算値,費用設定値の年間累計,低,中,中,監視継続
519,分析画面,年間予実対比（予実対比）,年間予算_レジ利用料,L3,C,画面間,費用設定（参照）,設定値集計,費用設定のレジ利用料予算の年間累計,SUM(費用設定.レジ利用料予算) GROUP BY year,レジ利用料予算,年間予算値,monthly_cost_items.value(レジ利用料),-,費用設定.レジ利用料,-,-,費用設定.レジ利用料 → 年間累計 → 年間予実対比（予実対比）.年間予算_レジ利用料,予算追加,年間累計予算値,-,-,分析画面,予算値,費用設定値の年間累計,低,中,中,監視継続
520,分析画面,年間予実対比（予実対比）,年間予算_クレジットカード手数料,L3,C,画面間,費用設定（参照）,設定値集計,費用設定のクレジットカード手数料予算の年間累計,SUM(費用設定.クレジットカード手数料予算) GROUP BY year,クレジットカード手数料予算,年間予算値,monthly_cost_items.value(クレジットカード手数料),-,費用設定.クレジットカード手数料,-,-,費用設定.クレジットカード手数料 → 年間累計 → 年間予実対比（予実対比）.年間予算_クレジットカード手数料,予算追加,年間累計予算値,-,-,分析画面,予算値,費用設定値の年間累計,低,中,中,監視継続
521,分析画面,年間予実対比（予実対比）,年間予算_お花代,L3,D,画面間,費用設定（参照）,設定値集計,費用設定のお花代予算の年間累計,SUM(費用設定.お花代予算) GROUP BY year,お花代予算,年間予算値,monthly_cost_items.value(お花代),-,費用設定.お花代,-,-,費用設定.お花代 → 年間累計 → 年間予実対比（予実対比）.年間予算_お花代,予算追加,年間累計予算値,-,-,分析画面,予算値,費用設定値の年間累計,低,中,中,監視継続
522,分析画面,年間予実対比（予実対比）,年間予算_営業利益,L4b,A,画面内,計算項目,画面内演算,年間予算_総売上-年間予算_FLコスト-年間予算_その他経費,年間予算_総売上 計 - 年間予算_FLコスト 計 - 年間予算_その他経費 計,予算_総売上 - 予算_FLコスト - 予算_その他経費,年間予算値,-,-,画面内演算,"年間予実対比（予実対比）.年間予算_総売上 計, 年間予実対比（予実対比）.年間予算_FLコスト 計, 年間予実対比（予実対比）.年間予算_その他経費 計",-,年間予算_総売上 - 年間予算_FLコスト - 年間予算_その他経費 → 年間予実対比（予実対比）.年間予算_営業利益,予算追加,年間累計予算値,-,-,分析画面,予算値,予算設定値の画面内演算,中,高,高,事前計算・非同期処理
