次数,ターゲット,画面タイトル,画面タイプ,1次指標名,2次指標名,3次指標名,4次指標名,5次指標名,計算レイヤー,スコープ,用途・機能説明,概念式／演算ロジック,判断基準・閾値目安,依存先指標,データ基盤要件,V89No/戦略No
3次,店長,年間予実対比（予実対比）,分析画面,,,年間構成比_借入金返済,,,L2-S,単店舗(画面内),-,年間実績_借入金返済 ÷ 年間実績_総売上 計 × 100,-,"年間予実対比（予実対比）.年間実績_借入金返済, 年間予実対比（予実対比）.年間実績_総売上 計",既存(V89/V69),724
3次,店長,年間予実対比（予実対比）,分析画面,,,年間構成比_IT費用,,,L2-S,単店舗(画面内),-,年間実績_IT費用 ÷ 年間実績_総売上 計 × 100,-,"年間予実対比（予実対比）.年間実績_IT費用, 年間予実対比（予実対比）.年間実績_総売上 計",既存(V89/V69),725
3次,店長,年間予実対比（予実対比）,分析画面,,,年間構成比_ラクミー利用料,,,L2-S,単店舗(画面内),-,年間実績_ラクミー利用料 ÷ 年間実績_総売上 計 × 100,-,"年間予実対比（予実対比）.年間実績_ラクミー利用料, 年間予実対比（予実対比）.年間実績_総売上 計",既存(V89/V69),726
3次,店長,年間予実対比（予実対比）,分析画面,,,年間構成比_レジ利用料,,,L2-S,単店舗(画面内),-,年間実績_レジ利用料 ÷ 年間実績_総売上 計 × 100,-,"年間予実対比（予実対比）.年間実績_レジ利用料, 年間予実対比（予実対比）.年間実績_総売上 計",既存(V89/V69),727
3次,店長,年間予実対比（予実対比）,分析画面,,,年間構成比_クレジットカード手数料,,,L2-S,単店舗(画面内),-,年間実績_クレジットカード手数料 ÷ 年間実績_総売上 計 × 100,-,"年間予実対比（予実対比）.年間実績_クレジットカード手数料, 年間予実対比（予実対比）.年間実績_総売上 計",既存(V89/V69),728
3次,店長,年間予実対比（予実対比）,分析画面,,,年間構成比_お花代,,,L2-S,単店舗(画面内),-,年間実績_お花代 ÷ 年間実績_総売上 計 × 100,-,"年間予実対比（予実対比）.年間実績_お花代, 年間予実対比（予実対比）.年間実績_総売上 計",既存(V89/V69),729
3次,店長,年間予実対比（予実対比）,分析画面,,,年間構成比_営業利益,,,L2-S,単店舗(画面内),-,年間実績_営業利益 ÷ 年間実績_総売上 計 × 100,-,"年間予実対比（予実対比）.年間実績_営業利益, 年間予実対比（予実対比）.年間実績_総売上 計",既存(V89/V69),730
3次,店長,店舗別サマリー,ダッシュボード表示画面,,,売上進捗率,,,L2-S,単店舗(画面内),店舗ごとの主要指標サマリー,参照表示,-,"店舗別サマリー.売上（税抜）, 店舗別サマリー.売上目標",既存(V89/V69),485
3次,店長,感度分析,分析画面,,,変動費単価,,,L2-S,単店舗(画面内),-,変動費÷客数,-,"感度分析.変動費, 感度分析.客数",既存(V89/V69),299
3次,店長,月次レポート,分析画面,,,原価（金額）,,,L2-S,単店舗(画面内),-,前月在庫+仕入-当月在庫,-,"月次レポート.対象前月在庫, 月次レポート.仕入総額, 月次レポート.対象月在庫",既存(V89/V69),329
3次,店長,月次予算設定,設定入力画面,,,目標客数,,,L2-S,単店舗(画面内),月次の予算詳細設定,売上（税抜） ÷ 目標客単価,-,-,既存(V89/V69),47
3次,店長,月次予算設定,設定入力画面,,,変動費率,,,L2-S,単店舗(画面内),月次の予算詳細設定,FD仕入比率 + PA人件費率 + 変動費用予算率,-,"月次予算設定.FD仕入比率, 月次予算設定.PA人件費率, 月次予算設定.変動費用予算",既存(V89/V69),48
3次,店長,月次予算設定,設定入力画面,,,変動費単価,,,L2-S,単店舗(画面内),月次の予算詳細設定,目標客単価 × 変動費率,-,"画面内計算, 画面内計算",既存(V89/V69),49
3次,店長,月次予算設定,設定入力画面,,,粗利単価,,,L2-S,単店舗(画面内),月次の予算詳細設定,目標客単価 - 変動費単価,-,"画面内計算, 画面内計算",既存(V89/V69),50
3次,店長,月次予算設定,設定入力画面,,,売上（税抜）,,,L2-S,単店舗(画面内),月次の予算詳細設定,月次予算設定.目標客単価 × 月次予算設定.目標客数,-,-,既存(V89/V69),51
3次,店長,月次予算設定,設定入力画面,,,変動費,,,L2-S,単店舗(画面内),月次の予算詳細設定,売上（税抜） × 変動費率,-,"月次予算設定.売上（税抜）, 画面内計算",既存(V89/V69),52
3次,店長,月次予算設定,設定入力画面,,,粗利率,,,L2-S,単店舗(画面内),月次の予算詳細設定,100 - 変動費率,-,月次予算設定.変動費率,既存(V89/V69),53
3次,店長,月次予算設定,設定入力画面,,,営業利益,,,L2-S,単店舗(画面内),月次の予算詳細設定,粗利 - 固定費用予算,-,"月次予算設定.粗利, 月次予算設定.固定費用予算",既存(V89/V69),55
3次,店長,月次予算設定,設定入力画面,,,粗利,,,L2-S,単店舗(画面内),月次の予算詳細設定,売上（税抜） - 変動費,-,"月次予算設定.売上（税抜）, 月次予算設定.変動費",既存(V89/V69),73b
3次,店長,棚卸,実績入力画面,,,小計,,,L2-S,単店舗(画面内),-,在庫数量×商品単価,-,-,既存(V89/V69),98
3次,店長,棚卸詳細,一覧表示画面,,,実施日,,,L2-S,単店舗(画面内),棚卸結果の詳細。在庫数量・単価・小計の確認,日付,-,-,既存(V89/V69),455
3次,店長,棚卸詳細,一覧表示画面,,,在庫数量,,,L2-S,単店舗(画面内),棚卸結果の詳細。在庫数量・単価・小計の確認,入力値,-,-,既存(V89/V69),457
3次,店長,棚卸詳細,一覧表示画面,,,商品単価,,,L2-S,単店舗(画面内),棚卸結果の詳細。在庫数量・単価・小計の確認,入力値,-,-,既存(V89/V69),458
3次,店長,棚卸詳細,一覧表示画面,,,小計,,,L2-S,単店舗(画面内),棚卸結果の詳細。在庫数量・単価・小計の確認,参照表示,-,-,既存(V89/V69),459
3次,店長,棚卸（ラベル、タブ選択）,実績入力画面,,,AIによる費目生成,,,L2-S,単店舗(画面内),【ラクミーアプリ】ラクミーウェブで設定したラベルで棚卸対象を選択,-,-,AI生成,既存(V89/V69),770
3次,店長,棚卸（数量・単価の編集）,実績入力画面,,,推奨単価（税抜）,,,L2-S,単店舗(画面内),【ラクミーアプリ】在庫数量・単価を入力。推奨単価は直近の納品データから表示,-,-,納品書撮影.納品単価,既存(V89/V69),775
3次,店長,流入分析,分析画面,,,予約客単価,,,L2-S,単店舗(画面内),-,予約売上÷予約客数,-,"流入分析.予約売上, 流入分析.予約客数",既存(V89/V69),357
3次,店長,流入分析,分析画面,,,ウォークイン客単価,,,L2-S,単店舗(画面内),-,WI売上÷WI客数,-,"流入分析.ウォークイン売上, 流入分析.ウォークイン客数, 流入分析.ウォークイン売上, 流入分析.ウォークイン客数",既存(V89/V69),360
3次,店長,流入分析,分析画面,,,回転数,,,L2-S,単店舗(画面内),-,組数÷卓数,-,"流入分析.総組数, 流入分析.総卓数",既存(V89/V69),364
3次,店長,流入分析,分析画面,,,予約客数トレンド,,,L2-S,単店舗(画面内),-,期間集計トレンド計算,-,流入分析.予約客数,既存(V89/V69),367
3次,店長,流入分析,分析画面,,,ウォークイン客数トレンド,,,L2-S,単店舗(画面内),-,期間集計トレンド計算,-,流入分析.ウォークイン客数,既存(V89/V69),368
3次,店長,流入分析,分析画面,,,平均回転数,,,L2-S,単店舗(画面内),-,AVG回転数,-,流入分析.回転数,既存(V89/V69),369
3次,店長,流入分析,分析画面,,,平均テーブル回転数,,,L2-S,単店舗(画面内),-,AVGテーブル回転数,-,流入分析.テーブル回転数,既存(V89/V69),370
3次,店長,発注書一覧,一覧表示画面,,,発注ID,,,L2-S,単店舗(画面内),【ラクミーアプリ】作成した発注書の一覧・ステータス管理,-,-,発注書作成.発注ID,既存(V89/V69),737
3次,店長,発注書一覧,一覧表示画面,,,発注日時,,,L2-S,単店舗(画面内),【ラクミーアプリ】作成した発注書の一覧・ステータス管理,-,-,発注書作成.作成日時,既存(V89/V69),738
3次,店長,発注書一覧,一覧表示画面,,,ステータス,,,L2-S,単店舗(画面内),【ラクミーアプリ】作成した発注書の一覧・ステータス管理,-,-,発注書作成.ステータス,既存(V89/V69),739
3次,店長,発注書一覧,一覧表示画面,,,発注先,,,L2-S,単店舗(画面内),【ラクミーアプリ】作成した発注書の一覧・ステータス管理,-,-,発注書作成.発注先名,既存(V89/V69),740
3次,店長,発注書一覧,一覧表示画面,,,納品希望日,,,L2-S,単店舗(画面内),【ラクミーアプリ】作成した発注書の一覧・ステータス管理,-,-,発注書作成.納品希望日,既存(V89/V69),741
3次,店長,発注書一覧,一覧表示画面,,,発注書画像,,,L2-S,単店舗(画面内),【ラクミーアプリ】作成した発注書の一覧・ステータス管理,-,-,ユーザー撮影,既存(V89/V69),742
3次,店長,納品書一覧,一覧表示画面,,,納品書ID,,,L2-S,単店舗(画面内),【ラクミーアプリ】撮影した納品書の一覧。登録状況を確認,-,-,納品書撮影.納品書ID,既存(V89/V69),752
3次,店長,納品書一覧,一覧表示画面,,,納品日,,,L2-S,単店舗(画面内),【ラクミーアプリ】撮影した納品書の一覧。登録状況を確認,-,-,納品書撮影.納品日,既存(V89/V69),753
3次,店長,納品書一覧,一覧表示画面,,,登録状況,,,L2-S,単店舗(画面内),【ラクミーアプリ】撮影した納品書の一覧。登録状況を確認,-,-,納品書撮影.ステータス,既存(V89/V69),754
3次,店長,納品書一覧,一覧表示画面,,,納品書画像,,,L2-S,単店舗(画面内),【ラクミーアプリ】撮影した納品書の一覧。登録状況を確認,-,-,納品書撮影.納品書画像,既存(V89/V69),755
3次,店長,納品書撮影（登録）,実績入力画面,,,納品書ID,,,L2-S,単店舗(画面内),【ラクミーアプリ】納品書を撮影しAIが読み取り→ラクミーウェブ納品書管理に連携,-,-,AI読込（納品書画像）,既存(V89/V69),743
3次,店長,納品書撮影（登録）,実績入力画面,,,発注者,,,L2-S,単店舗(画面内),【ラクミーアプリ】納品書を撮影しAIが読み取り→ラクミーウェブ納品書管理に連携,-,-,AI読込（納品書画像）,既存(V89/V69),744
3次,店長,納品書撮影（登録）,実績入力画面,,,納品日,,,L2-S,単店舗(画面内),【ラクミーアプリ】納品書を撮影しAIが読み取り→ラクミーウェブ納品書管理に連携,-,-,AI読込（納品書画像）,既存(V89/V69),745
3次,店長,納品書撮影（登録）,実績入力画面,,,注文数,,,L2-S,単店舗(画面内),【ラクミーアプリ】納品書を撮影しAIが読み取り→ラクミーウェブ納品書管理に連携,-,-,AI読込（納品書画像）,既存(V89/V69),746
3次,店長,納品書撮影（登録）,実績入力画面,,,納品数,,,L2-S,単店舗(画面内),【ラクミーアプリ】納品書を撮影しAIが読み取り→ラクミーウェブ納品書管理に連携,-,-,AI読込（納品書画像）,既存(V89/V69),747
3次,店長,納品書撮影（登録）,実績入力画面,,,納品単価,,,L2-S,単店舗(画面内),【ラクミーアプリ】納品書を撮影しAIが読み取り→ラクミーウェブ納品書管理に連携,-,-,AI読込（納品書画像）,既存(V89/V69),748
3次,店長,納品書撮影（登録）,実績入力画面,,,小計（税抜）,,,L2-S,単店舗(画面内),【ラクミーアプリ】納品書を撮影しAIが読み取り→ラクミーウェブ納品書管理に連携,-,-,"納品数, 納品単価",既存(V89/V69),749
3次,店長,納品書撮影（登録）,実績入力画面,,,小計（税込）,,,L2-S,単店舗(画面内),【ラクミーアプリ】納品書を撮影しAIが読み取り→ラクミーウェブ納品書管理に連携,-,-,小計（税抜）,既存(V89/V69),750
3次,店長,納品書撮影（登録）,実績入力画面,,,納品書画像,,,L2-S,単店舗(画面内),【ラクミーアプリ】納品書を撮影しAIが読み取り→ラクミーウェブ納品書管理に連携,-,-,ユーザー撮影,既存(V89/V69),751
3次,店長,納品書管理,一覧表示画面,,,納品書ID,,,L2-S,単店舗(画面内),ラクミーアプリで撮影・AI読込された納品書データの一覧管理。インフォマート連携データも表示,参照表示,-,ラクミーアプリ.納品書撮影（登録）,既存(V89/V69),460
3次,店長,納品書管理,一覧表示画面,,,受付日時,,,L2-S,単店舗(画面内),ラクミーアプリで撮影・AI読込された納品書データの一覧管理。インフォマート連携データも表示,参照表示,-,ラクミーアプリ.納品書撮影（登録）,既存(V89/V69),461
3次,店長,納品書管理,一覧表示画面,,,納品日,,,L2-S,単店舗(画面内),ラクミーアプリで撮影・AI読込された納品書データの一覧管理。インフォマート連携データも表示,参照表示,-,ラクミーアプリ.納品書撮影（登録）,既存(V89/V69),462
3次,店長,納品書管理,一覧表示画面,,,処理ステータス,,,L2-S,単店舗(画面内),ラクミーアプリで撮影・AI読込された納品書データの一覧管理。インフォマート連携データも表示,参照表示,-,ラクミーアプリ.納品書撮影（登録）,既存(V89/V69),464
3次,店長,納品書管理,一覧表示画面,,,発注先,,,L2-S,単店舗(画面内),ラクミーアプリで撮影・AI読込された納品書データの一覧管理。インフォマート連携データも表示,参照表示,-,ラクミーアプリ.納品書撮影（登録）,既存(V89/V69),465
3次,店長,納品書詳細,一覧表示画面,,,納品書ID,,,L2-S,単店舗(画面内),AI読込された納品書の詳細。商品・数量・単価の確認・修正,参照表示,-,ラクミーアプリ.納品書撮影（登録）,既存(V89/V69),466
3次,店長,納品書詳細,一覧表示画面,,,発注者,,,L2-S,単店舗(画面内),AI読込された納品書の詳細。商品・数量・単価の確認・修正,参照表示,-,ラクミーアプリ.納品書撮影（登録）,既存(V89/V69),467
3次,店長,納品書詳細,一覧表示画面,,,受注者,,,L2-S,単店舗(画面内),AI読込された納品書の詳細。商品・数量・単価の確認・修正,参照表示,-,ラクミーアプリ.納品書撮影（登録）,既存(V89/V69),468
3次,店長,納品書詳細,一覧表示画面,,,処理ステータス,,,L2-S,単店舗(画面内),AI読込された納品書の詳細。商品・数量・単価の確認・修正,参照表示,-,ラクミーアプリ.納品書撮影（登録）,既存(V89/V69),469
3次,店長,納品書詳細,一覧表示画面,,,納品日,,,L2-S,単店舗(画面内),AI読込された納品書の詳細。商品・数量・単価の確認・修正,参照表示,-,ラクミーアプリ.納品書撮影（登録）,既存(V89/V69),470
3次,店長,費目別仕入分析,分析画面,,,比率,,,L2-S,単店舗(画面内),費目ごとの仕入金額を分析,費目÷総仕入×100,-,-,既存(V89/V69),374
3次,店長,集計（仕入）税抜,分析画面,,,仕入率（％）,,,L2-S,単店舗(画面内),【ラクミーアプリ】仕入率の集計表示（税抜）,-,-,"仕入額, 売上総額",既存(V89/V69),789
3次,店長,集計（仕入）税込,分析画面,,,仕入率（％）,,,L2-S,単店舗(画面内),【ラクミーアプリ】仕入率の集計表示（税込）,-,-,"仕入額税込, 売上総額税込",既存(V89/V69),797
3次,店長,集計（売上）税抜,分析画面,,,売上総額,,,L2-S,単店舗(画面内),【ラクミーアプリ】売上経費入力で登録した売上の集計表示（税抜）,-,-,売上経費入力.店内売上+店外売上,既存(V89/V69),782
3次,店長,集計（売上）税抜,分析画面,,,標準税率（額）,,,L2-S,単店舗(画面内),【ラクミーアプリ】売上経費入力で登録した売上の集計表示（税抜）,-,-,売上経費入力.店内売上税抜,既存(V89/V69),783
3次,店長,集計（売上）税抜,分析画面,,,軽減税率（額）,,,L2-S,単店舗(画面内),【ラクミーアプリ】売上経費入力で登録した売上の集計表示（税抜）,-,-,売上経費入力.店外売上税抜,既存(V89/V69),784
3次,店長,集計（売上）税抜,分析画面,,,客数,,,L2-S,単店舗(画面内),【ラクミーアプリ】売上経費入力で登録した売上の集計表示（税抜）,-,-,売上経費入力.客数,既存(V89/V69),785
3次,店長,集計（売上）税込,分析画面,,,売上総額,,,L2-S,単店舗(画面内),【ラクミーアプリ】売上経費入力で登録した売上の集計表示（税込）,-,-,店内売上税込+店外売上税込,既存(V89/V69),790
3次,店長,集計（売上）税込,分析画面,,,標準税率（額）,,,L2-S,単店舗(画面内),【ラクミーアプリ】売上経費入力で登録した売上の集計表示（税込）,-,-,店内売上税込,既存(V89/V69),791
3次,店長,集計（売上）税込,分析画面,,,軽減税率（額）,,,L2-S,単店舗(画面内),【ラクミーアプリ】売上経費入力で登録した売上の集計表示（税込）,-,-,店外売上税込,既存(V89/V69),792
3次,店長,集計（売上）税込,分析画面,,,客数,,,L2-S,単店舗(画面内),【ラクミーアプリ】売上経費入力で登録した売上の集計表示（税込）,-,-,売上経費入力.客数,既存(V89/V69),793
3次,店長,集計（費用）税抜,分析画面,,,費用総額,,,L2-S,単店舗(画面内),【ラクミーアプリ】売上経費入力で登録した費用の集計表示（税抜）,-,-,"仕入額, 人件費",既存(V89/V69),786
3次,店長,集計（費用）税抜,分析画面,,,仕入額,,,L2-S,単店舗(画面内),【ラクミーアプリ】売上経費入力で登録した費用の集計表示（税抜）,-,-,納品書撮影.小計（税抜）,既存(V89/V69),787
3次,店長,集計（費用）税抜,分析画面,,,人件費,,,L2-S,単店舗(画面内),【ラクミーアプリ】売上経費入力で登録した費用の集計表示（税抜）,-,-,売上経費入力.人件費,既存(V89/V69),788
3次,店長,集計（費用）税込,分析画面,,,費用総額,,,L2-S,単店舗(画面内),【ラクミーアプリ】売上経費入力で登録した費用の集計表示（税込）,-,-,"仕入額税込, 人件費",既存(V89/V69),794
3次,店長,集計（費用）税込,分析画面,,,仕入額,,,L2-S,単店舗(画面内),【ラクミーアプリ】売上経費入力で登録した費用の集計表示（税込）,-,-,小計（税込）,既存(V89/V69),795
3次,店長,集計（費用）税込,分析画面,,,人件費,,,L2-S,単店舗(画面内),【ラクミーアプリ】売上経費入力で登録した費用の集計表示（税込）,-,-,売上経費入力.人件費,既存(V89/V69),796
4次,店長,ABC分析,分析画面,,,,売上構成比率,,L3-S,単店舗(画面間),-,商品÷総売上×100,-,"ABC分析.売上（税抜）, 当月実績.売上（税抜）",既存(V89/V69),101
4次,店長,FD仕入率トレンド,分析画面,,,,FD仕入率トレンド,,L3-S,単店舗(画面間),FD仕入率の長期トレンドを表示,仕入÷売上×100推移,-,"予実対比.FD仕入, 当月実績.売上（税抜）",既存(V89/V69),105
4次,店長,FD仕入率トレンド,分析画面,,,,フード仕入比率,,L3-S,単店舗(画面間),FD仕入率の長期トレンドを表示,フード仕入÷フード売上×100,-,"予実対比.フード仕入, 予実対比.フード売上",既存(V89/V69),108
4次,店長,FD仕入率トレンド,分析画面,,,,ドリンク仕入比率,,L3-S,単店舗(画面間),FD仕入率の長期トレンドを表示,ドリンク仕入÷ドリンク売上×100,-,"予実対比.ドリンク仕入, 予実対比.ドリンク売上",既存(V89/V69),109
4次,店長,FD分析（仕入率/原価率）,分析画面,,,,フード仕入率,,L3-S,単店舗(画面間),フード・ドリンクの仕入率・原価率を分析。棚卸データを使用,フード仕入÷フード売上×100,-,"予実対比.フード仕入, 予実対比.フード売上",既存(V89/V69),110
4次,店長,FD分析（仕入率/原価率）,分析画面,,,,フード原価率,,L3-S,単店舗(画面間),フード・ドリンクの仕入率・原価率を分析。棚卸データを使用,フード原価÷フード売上×100,-,予実対比.フード売上,既存(V89/V69),111
4次,店長,FD分析（仕入率/原価率）,分析画面,,,,ドリンク仕入率,,L3-S,単店舗(画面間),フード・ドリンクの仕入率・原価率を分析。棚卸データを使用,ドリンク仕入÷ドリンク売上×100,-,"予実対比.ドリンク仕入, 予実対比.ドリンク売上",既存(V89/V69),115
4次,店長,FD分析（仕入率/原価率）,分析画面,,,,ドリンク原価率,,L3-S,単店舗(画面間),フード・ドリンクの仕入率・原価率を分析。棚卸データを使用,ドリンク原価÷ドリンク売上×100,-,予実対比.ドリンク売上,既存(V89/V69),116
4次,店長,FD分析（仕入率/原価率）,分析画面,,,,FD仕入率,,L3-S,単店舗(画面間),フード・ドリンクの仕入率・原価率を分析。棚卸データを使用,仕入÷売上×100,-,"予実対比.FD仕入, 当月実績.売上（税抜）",既存(V89/V69),120
4次,店長,FD分析（仕入率/原価率）,分析画面,,,,FD原価率,,L3-S,単店舗(画面間),フード・ドリンクの仕入率・原価率を分析。棚卸データを使用,原価÷売上×100,-,当月実績.売上（税抜）,既存(V89/V69),121
4次,店長,FD分析（売上構成比）,分析画面,,,,FD売上構成比,,L3-S,単店舗(画面間),フード・ドリンクの売上構成比を分析,FD÷総売上×100,-,"予実対比.フード売上, 予実対比.ドリンク売上, 予実対比.総売上",既存(V89/V69),128
4次,店長,主要KPI指標,ダッシュボード表示画面,,,,坪月商,,L3-S,単店舗(画面間),坪月商・営業利益率・家賃比率・ROIを一覧表示,参照表示,-,当月実績.売上（税抜）,既存(V89/V69),471
4次,店長,主要KPI指標,ダッシュボード表示画面,,,,営業利益率,,L3-S,単店舗(画面間),坪月商・営業利益率・家賃比率・ROIを一覧表示,参照表示,-,"当月実績.営業利益, 当月実績.売上（税抜）, 予実対比.FD仕入, 予実対比.人件費",既存(V89/V69),472
4次,店長,主要KPI指標,ダッシュボード表示画面,,,,家賃比率,,L3-S,単店舗(画面間),坪月商・営業利益率・家賃比率・ROIを一覧表示,参照表示,-,当月実績.売上（税抜）,既存(V89/V69),473
4次,店長,主要KPI指標,ダッシュボード表示画面,,,,ROI,,L3-S,単店舗(画面間),坪月商・営業利益率・家賃比率・ROIを一覧表示,参照表示,-,当月実績.営業利益,既存(V89/V69),474
4次,店長,予実対比（一覧）,一覧表示画面,,,,ヘルプ人件費,,L3-S,単店舗(画面間),予算と実績の対比一覧,参照表示,-,[外部]勤怠連携（KOT/ジョブカン）.ヘルプ人件費,既存(V89/V69),403
4次,店長,予算一覧（予算構成）,一覧表示画面,,,,ヘルプ人件費,,L3-S,単店舗(画面間),予算の構成比を一覧表示,参照表示,-,月次予算設定.ヘルプ人件費予算,既存(V89/V69),442
4次,店長,利益進捗分析,分析画面,,,,利益進捗率,,L3-S,単店舗(画面間),-,営業利益累計÷目標利益×100,-,月次予算設定.目標月次利益,既存(V89/V69),242
4次,店長,利益進捗分析,分析画面,,,,利益進捗率比較（前月）,,L3-S,単店舗(画面間),-,営業利益÷目標利益×100(前月比),-,"利益進捗分析.利益進捗率（当月）, 利益進捗分析.利益進捗率（前月/前々月）",既存(V89/V69),243
4次,店長,利益進捗分析,分析画面,,,,利益進捗率比較（前々月）,,L3-S,単店舗(画面間),-,営業利益÷目標利益×100(前々月比),-,"利益進捗分析.利益進捗率（当月）, 利益進捗分析.利益進捗率（前月/前々月）",既存(V89/V69),244
4次,店長,利益進捗分析,分析画面,,,,利益達成率,,L3-S,単店舗(画面間),-,営業利益÷目標利益×100,-,月次予算設定.目標月次利益,既存(V89/V69),245
4次,店長,売上進捗分析,分析画面,,,,売上進捗率,,L3-S,単店舗(画面間),-,売上累計÷目標×100,-,月次予算設定.売上（税抜）,既存(V89/V69),253
4次,店長,売上進捗分析,分析画面,,,,売上進捗率比較（前月）,,L3-S,単店舗(画面間),-,売上÷目標(前月比),-,"売上進捗分析.売上進捗率（当月）, 売上進捗分析.売上進捗率（前月/前々月）",既存(V89/V69),254
4次,店長,売上進捗分析,分析画面,,,,売上進捗率比較（前々月）,,L3-S,単店舗(画面間),-,売上÷目標(前々月比),-,"売上進捗分析.売上進捗率（当月）, 売上進捗分析.売上進捗率（前月/前々月）",既存(V89/V69),255
4次,店長,売上進捗分析,分析画面,,,,売上達成率,,L3-S,単店舗(画面間),-,売上÷目標×100,-,月次予算設定.売上（税抜）,既存(V89/V69),256
4次,店長,年間予実対比（サマリー）,ダッシュボード表示画面,,,,客単価（ランチ）,,L3-S,単店舗(画面間),-,参照表示,-,"時間帯別売上分析.ランチ売上（税抜）, 時間帯別売上分析.客数",既存(V89/V69),475
4次,店長,年間予実対比（サマリー）,ダッシュボード表示画面,,,,客単価（ディナー）,,L3-S,単店舗(画面間),-,参照表示,-,"時間帯別売上分析.ディナー売上（税抜）, 時間帯別売上分析.客数",既存(V89/V69),476
4次,店長,年間予実対比（サマリー）,ダッシュボード表示画面,,,,営業利益,,L3-S,単店舗(画面間),-,参照表示,-,"当月実績.売上（税抜）, 予実対比.FD仕入, 予実対比.人件費",既存(V89/V69),477
4次,店長,年間予実対比（サマリー）,ダッシュボード表示画面,,,,客単価,,L3-S,単店舗(画面間),-,参照表示,-,"当月実績.売上（税抜）, 感度分析.客数",既存(V89/V69),480
4次,店長,年間予実対比（予実対比）,分析画面,,,,年間実績_ヘルプ人件費,,L3-S,単店舗(画面間),-,help_costs-help_costs_minus,-,[外部]勤怠連携（KOT/ジョブカン）.ヘルプ人件費,既存(V89/V69),292
4次,店長,年間予実対比（予実対比）,分析画面,,,,年間予算_固定人件費,,L3-S,単店舗(画面間),-,SUM(費用設定.固定人件費予算) GROUP BY year,-,月次予算設定.年間固定人件費,既存(V89/V69),566
4次,店長,年間予実対比（予実対比）,分析画面,,,,年間予算_社員人件費,,L3-S,単店舗(画面間),-,SUM(費用設定.社員人件費予算) GROUP BY year,-,月次予算設定.年間社員人件費,既存(V89/V69),568
4次,店長,年間予実対比（予実対比）,分析画面,,,,年間予算_ヘルプ人件費,,L3-S,単店舗(画面間),-,SUM(費用設定.ヘルプ人件費予算) GROUP BY year,-,月次予算設定.年間ヘルプ人件費,既存(V89/V69),569
4次,店長,年間予実対比（予実対比）,分析画面,,,,年間予算_その他経費 計,,L3-S,単店舗(画面間),-,SUM(費用設定.その他経費予算) GROUP BY year,-,月次予算設定.年間その他経費,既存(V89/V69),570
4次,店長,年間予実対比（予実対比）,分析画面,,,,年間予算_地代家賃,,L3-S,単店舗(画面間),-,SUM(費用設定.地代家賃予算) GROUP BY year,-,月次予算設定.年間地代家賃,既存(V89/V69),571
4次,店長,年間予実対比（予実対比）,分析画面,,,,年間予算_家賃（変動分）,,L3-S,単店舗(画面間),-,SUM(費用設定.家賃（変動分）予算) GROUP BY year,-,月次予算設定.年間家賃（変動分）,既存(V89/V69),572
4次,店長,年間予実対比（予実対比）,分析画面,,,,年間予算_水道光熱費,,L3-S,単店舗(画面間),-,SUM(費用設定.水道光熱費予算) GROUP BY year,-,月次予算設定.年間水道光熱費,既存(V89/V69),573
4次,店長,年間予実対比（予実対比）,分析画面,,,,年間予算_電気代,,L3-S,単店舗(画面間),-,SUM(費用設定.電気代予算) GROUP BY year,-,月次予算設定.年間電気代,既存(V89/V69),574
4次,店長,年間予実対比（予実対比）,分析画面,,,,年間予算_ガス代,,L3-S,単店舗(画面間),-,SUM(費用設定.ガス代予算) GROUP BY year,-,月次予算設定.年間ガス代,既存(V89/V69),575
4次,店長,年間予実対比（予実対比）,分析画面,,,,年間予算_水道代,,L3-S,単店舗(画面間),-,SUM(費用設定.水道代予算) GROUP BY year,-,月次予算設定.年間水道代,既存(V89/V69),576
4次,店長,年間予実対比（予実対比）,分析画面,,,,年間予算_減価償却費,,L3-S,単店舗(画面間),-,SUM(費用設定.減価償却費予算) GROUP BY year,-,月次予算設定.年間減価償却費,既存(V89/V69),577
4次,店長,年間予実対比（予実対比）,分析画面,,,,年間予算_販促費,,L3-S,単店舗(画面間),-,SUM(費用設定.販促費予算) GROUP BY year,-,月次予算設定.年間販促費,既存(V89/V69),578
4次,店長,年間予実対比（予実対比）,分析画面,,,,年間予算_資材費,,L3-S,単店舗(画面間),-,SUM(費用設定.資材費予算) GROUP BY year,-,月次予算設定.年間資材費,既存(V89/V69),579
4次,店長,年間予実対比（予実対比）,分析画面,,,,年間予算_借入金返済,,L3-S,単店舗(画面間),-,SUM(費用設定.借入金返済予算) GROUP BY year,-,月次予算設定.年間借入金返済,既存(V89/V69),580
4次,店長,年間予実対比（予実対比）,分析画面,,,,年間予算_IT費用,,L3-S,単店舗(画面間),-,SUM(費用設定.IT費用予算) GROUP BY year,-,月次予算設定.年間IT費用,既存(V89/V69),581
4次,店長,年間予実対比（予実対比）,分析画面,,,,年間予算_ラクミー利用料,,L3-S,単店舗(画面間),-,SUM(費用設定.ラクミー利用料予算) GROUP BY year,-,月次予算設定.年間ラクミー利用料,既存(V89/V69),582
4次,店長,年間予実対比（予実対比）,分析画面,,,,年間予算_レジ利用料,,L3-S,単店舗(画面間),-,SUM(費用設定.レジ利用料予算) GROUP BY year,-,月次予算設定.年間レジ利用料,既存(V89/V69),583
