162,表示画面,当月実績,売上(税抜),L0,A,-,POS（売上・客数）,外部連携単独,POSデータから単独取得,SUM,SUM(ZTOTAL.sales_excluded),-,head_office_connected_service_sales_logs.sales_excluded,ZTOTAL.sales_excluded,POS売上（日別集計）,[外部]ZTOTAL.sales_excluded,"ABC分析, ABC分析.売上構成比率, 主要KPI指標.営業利益率, 主要KPI指標.坪月商, 主要KPI指標.家賃比率, 客単価.客単価(税抜), 年間予実対比.営業利益, 年間予実対比.客単価, 店舗別サマリー, 当月実績.FD仕入率, 当月実績.FL率, 当月実績.人件費率, 当月実績.営業利益, 支払種別売上分析.売上比率, 日次レポート, 日次推移, 時間帯別売上分析.客単価(税抜), 月次レポート.原価率, 進捗分析.進捗率比較(前々月), 進捗分析.進捗率比較(前月), 進捗分析.達成率",ZTOTAL.sales_excluded → head_office_connected_service_sales_logs.sales_excluded → 当月実績.売上(税抜),スキーマ検証済,-,-,-
163,表示画面,当月実績,客単価(税抜),L1,A,画面間,計算項目,演算,画面間演算,時間帯別売上分析.客単価(税抜)から参照,-,時間帯別売上分析.客単価(税抜),"head_office_connected_service_sales_logs.sales_excluded, head_office_connected_service_sales_logs.customers",-,POS売上（日別集計）,時間帯別売上分析.客単価(税抜),-,時間帯別売上分析.客単価(税抜) → 当月実績.客単価(税抜),スキーマ検証済,-,画面'当月実績'に'客単価(税抜)'が実際に存在するか要確認,実画面で目視確認が必要
164,表示画面,当月実績,平均売上(税抜),L1,C,画面間,計算項目,演算,画面間演算,曜日別売上分析.平均売上(税抜)から参照,-,曜日別売上分析.平均売上(税抜),-,-,-,曜日別売上分析.平均売上(税抜),-,曜日別売上分析.平均売上(税抜) → 当月実績.平均売上(税抜),演算検証済,インプット元: 曜日別売上分析.平均売上(税抜),画面'当月実績'に'平均売上(税抜)'が実際に存在するか要確認,実画面で目視確認が必要
165,表示画面,当月実績,利益進捗率,L4b,B,画面間,計算項目,演算,画面間演算,進捗分析.利益進捗率から参照,-,進捗分析.利益進捗率,"monthly_budgets.value（予算設定画面）, monthly_budgets.profit",-,ユーザー入力（予算設定）,進捗分析.利益進捗率,-,進捗分析.利益進捗率 → 当月実績.利益進捗率,演算検証済,インプット元: 進捗分析.利益進捗率,画面'当月実績'に'利益進捗率'が実際に存在するか要確認,実画面で目視確認が必要
166,表示画面,店舗別サマリー,坪月商,L4a,B,画面間,計算項目,演算,画面間演算,主要KPI指標.坪月商から参照,-,主要KPI指標.坪月商,"head_office_connected_service_sales_logs.sales_excluded, shops.total_area_num",-,POS売上（日別集計）,主要KPI指標.坪月商,-,主要KPI指標.坪月商 → 店舗別サマリー.坪月商,スキーマ検証済,-,画面'店舗別サマリー'に'坪月商'が実際に存在するか要確認,実画面で目視確認が必要
167,表示画面,店舗別サマリー,営業利益率,L4b,S,画面間,計算項目,演算,画面間演算,主要KPI指標.営業利益率から参照,-,主要KPI指標.営業利益率,z_totals.sales_excluded,-,-,主要KPI指標.営業利益率,-,主要KPI指標.営業利益率 → 店舗別サマリー.営業利益率,演算検証済,インプット元: 主要KPI指標.営業利益率,画面'店舗別サマリー'に'営業利益率'が実際に存在するか要確認,実画面で目視確認が必要
168,表示画面,店舗別サマリー,家賃比率,L4a,B,画面間,計算項目,演算,画面間演算,主要KPI指標.家賃比率から参照,-,主要KPI指標.家賃比率,"monthly_costs.value, head_office_connected_service_sales_logs.sales_excluded",-,"POS売上（日別集計）, ユーザー入力（費用設定）",主要KPI指標.家賃比率,-,主要KPI指標.家賃比率 → 店舗別サマリー.家賃比率,スキーマ検証済,-,画面'店舗別サマリー'に'家賃比率'が実際に存在するか要確認,実画面で目視確認が必要
169,表示画面,店舗別サマリー,ROI,L4b,S,画面間,計算項目,演算,画面間演算,主要KPI指標.ROIから参照,-,主要KPI指標.ROI,"monthly_budgets.value（予算設定画面）, monthly_budgets.profit",-,ユーザー入力（予算設定）,主要KPI指標.ROI,-,主要KPI指標.ROI → 店舗別サマリー.ROI,演算検証済,インプット元: 主要KPI指標.ROI,画面'店舗別サマリー'に'ROI'が実際に存在するか要確認,実画面で目視確認が必要
170,表示画面,店舗別サマリー,売上(税抜),L0,A,-,POS（売上・客数）,外部連携単独,POSデータから単独取得,SUM店舗別,SUM(ZTOTAL.sales_excluded) GROUP BY shop_id,-,head_office_connected_service_sales_logs.sales_excluded,ZTOTAL.sales_excluded,POS売上（日別集計）,[外部]ZTOTAL.sales_excluded,"ABC分析.売上(税抜), 店舗別サマリー.FD仕入率, 店舗別サマリー.人件費率, 店舗別サマリー.営業利益, 店舗別サマリー.売上進捗率, 店舗別サマリー.売上達成率, 当月実績.売上(税抜), 日次レポート.売上(税抜), 日次推移.売上(税抜), 進捗分析.売上進捗率",ZTOTAL.sales_excluded → head_office_connected_service_sales_logs.sales_excluded → 店舗別サマリー.売上(税抜),スキーマ検証済,-,-,-
171,表示画面,店舗別サマリー,客単価(税抜),L1,A,画面間,計算項目,演算,画面間演算,時間帯別売上分析.客単価(税抜)から参照,-,時間帯別売上分析.客単価(税抜),"head_office_connected_service_sales_logs.sales_excluded, head_office_connected_service_sales_logs.customers",-,POS売上（日別集計）,時間帯別売上分析.客単価(税抜),-,時間帯別売上分析.客単価(税抜) → 店舗別サマリー.客単価(税抜),スキーマ検証済,-,画面'店舗別サマリー'に'客単価(税抜)'が実際に存在するか要確認,実画面で目視確認が必要
172,表示画面,店舗別サマリー,平均売上(税抜),L1,C,画面間,計算項目,演算,画面間演算,曜日別売上分析.平均売上(税抜)から参照,-,曜日別売上分析.平均売上(税抜),-,-,-,曜日別売上分析.平均売上(税抜),-,曜日別売上分析.平均売上(税抜) → 店舗別サマリー.平均売上(税抜),演算検証済,インプット元: 曜日別売上分析.平均売上(税抜),画面'店舗別サマリー'に'平均売上(税抜)'が実際に存在するか要確認,実画面で目視確認が必要
173,表示画面,店舗別サマリー,利益進捗率,L4b,B,画面間,計算項目,演算,画面間演算,進捗分析.利益進捗率から参照,-,進捗分析.利益進捗率,"monthly_budgets.value（予算設定画面）, monthly_budgets.profit",-,ユーザー入力（予算設定）,進捗分析.利益進捗率,-,進捗分析.利益進捗率 → 店舗別サマリー.利益進捗率,演算検証済,インプット元: 進捗分析.利益進捗率,画面'店舗別サマリー'に'利益進捗率'が実際に存在するか要確認,実画面で目視確認が必要
174,表示画面,ABC分析,売上(税抜),L0,A,-,POS（売上・客数）,外部連携単独,POSデータから単独取得,SUM商品別,SUM(TITEM.sales_excluded) GROUP BY item_name,-,head_office_item_sales_logs.sales_excluded,TITEM.sales_excluded,POS売上（商品別）,[外部]TITEM.sales_excluded,"ABC分析.価格, ABC分析.売上構成比率, 店舗別サマリー.売上(税抜), 当月実績.売上(税抜), 日次レポート.売上(税抜), 日次推移.売上(税抜)",TITEM.sales_excluded → head_office_item_sales_logs.sales_excluded → ABC分析.売上(税抜),スキーマ検証済,-,-,-
175,表示画面,商品別売上分析,売上構成比率,L1,A,画面間,計算項目,演算,画面間演算,ABC分析.売上構成比率から参照,-,ABC分析.売上構成比率,"head_office_item_sales_logs.sales_excluded, head_office_connected_service_sales_logs.sales_excluded",-,"POS売上（商品別）, POS売上（日別集計）",ABC分析.売上構成比率,-,ABC分析.売上構成比率 → 商品別売上分析.売上構成比率,スキーマ検証済,-,画面'商品別売上分析'に'売上構成比率'が実際に存在するか要確認,実画面で目視確認が必要
176,表示画面,商品別売上分析,販売点数構成比率,L1,C,画面間,計算項目,演算,画面間演算,ABC分析.販売点数構成比率から参照,-,ABC分析.販売点数構成比率,head_office_item_sales_logs.quantity,-,POS売上（商品別）,ABC分析.販売点数構成比率,-,ABC分析.販売点数構成比率 → 商品別売上分析.販売点数構成比率,スキーマ検証済,-,画面'商品別売上分析'に'販売点数構成比率'が実際に存在するか要確認,実画面で目視確認が必要
177,表示画面,商品別売上分析,商品単価(税抜),L1,C,画面内,計算項目,外部連携×外部連携,POS売上とPOS客数/商品等の組合せ,売上÷数量,商品別売上分析.売上合計税抜 ÷ 商品別売上分析.販売数量,-,"head_office_item_sales_logs.sales_excluded, head_office_item_sales_logs.quantity","TITEM.sales_excluded, TITEM.quantity",POS売上（商品別）,"商品別売上分析.売上合計税抜, 商品別売上分析.販売数量","ABC分析.価格, 予実対比.商品単価(税抜)",TITEM.sales_excluded / TITEM.quantity → head_office_item_sales_logs.sales_excluded / head_office_item_sales_logs.quantity → 商品別売上分析.商品単価(税抜),スキーマ検証済,-,-,-
178,表示画面,商品別売上分析,売上(税抜),L0,A,-,POS（売上・客数）,外部連携単独,POSデータから単独取得,SUM商品別,SUM(TITEM.sales_excluded) GROUP BY item_name,-,head_office_item_sales_logs.sales_excluded,TITEM.sales_excluded,POS売上（商品別）,[外部]TITEM.sales_excluded,"ABC分析.売上(税抜), 予実対比.売上(税抜), 商品別売上分析.商品単価(税抜)",TITEM.sales_excluded → head_office_item_sales_logs.sales_excluded → 商品別売上分析.売上(税抜),スキーマ検証済,-,-,-
179,表示画面,時間帯別売上分析,坪月商,L4a,B,画面間,計算項目,演算,画面間演算,主要KPI指標.坪月商から参照,-,主要KPI指標.坪月商,"head_office_connected_service_sales_logs.sales_excluded, shops.total_area_num",-,POS売上（日別集計）,主要KPI指標.坪月商,-,主要KPI指標.坪月商 → 時間帯別売上分析.坪月商,スキーマ検証済,-,画面'時間帯別売上分析'に'坪月商'が実際に存在するか要確認,実画面で目視確認が必要
180,表示画面,時間帯別売上分析,営業利益率,L4b,S,画面間,計算項目,演算,画面間演算,主要KPI指標.営業利益率から参照,-,主要KPI指標.営業利益率,z_totals.sales_excluded,-,-,主要KPI指標.営業利益率,-,主要KPI指標.営業利益率 → 時間帯別売上分析.営業利益率,演算検証済,インプット元: 主要KPI指標.営業利益率,画面'時間帯別売上分析'に'営業利益率'が実際に存在するか要確認,実画面で目視確認が必要
181,表示画面,時間帯別売上分析,家賃比率,L4a,B,画面間,計算項目,演算,画面間演算,主要KPI指標.家賃比率から参照,-,主要KPI指標.家賃比率,"monthly_costs.value, head_office_connected_service_sales_logs.sales_excluded",-,"POS売上（日別集計）, ユーザー入力（費用設定）",主要KPI指標.家賃比率,-,主要KPI指標.家賃比率 → 時間帯別売上分析.家賃比率,スキーマ検証済,-,画面'時間帯別売上分析'に'家賃比率'が実際に存在するか要確認,実画面で目視確認が必要
182,表示画面,時間帯別売上分析,ROI,L4b,S,画面間,計算項目,演算,画面間演算,主要KPI指標.ROIから参照,-,主要KPI指標.ROI,"monthly_budgets.value（予算設定画面）, monthly_budgets.profit",-,ユーザー入力（予算設定）,主要KPI指標.ROI,-,主要KPI指標.ROI → 時間帯別売上分析.ROI,演算検証済,インプット元: 主要KPI指標.ROI,画面'時間帯別売上分析'に'ROI'が実際に存在するか要確認,実画面で目視確認が必要
183,表示画面,時間帯別売上分析,ランチ売上(税抜),L0,C,-,POS（売上・客数）,外部連携単独,POSデータから単独取得,SUM(時間フィルタ),SUM(TITEM.sales_excluded) WHERE order_time BETWEEN 11:00 AND 15:00,-,head_office_item_sales_logs.sales_excluded,TITEM.sales_excluded,POS売上（商品別）,[外部]TITEM.sales_excluded,"予実対比.ランチ売上(税抜), 年間予実対比.客単価(ランチ)",TITEM.sales_excluded → head_office_item_sales_logs.sales_excluded → 時間帯別売上分析.ランチ売上(税抜),スキーマ検証済,-,15:00は含むか含まないか不明,時間境界の仕様を確認必要
184,表示画面,時間帯別売上分析,ディナー売上(税抜),L0,C,-,POS（売上・客数）,外部連携単独,POSデータから単独取得,SUM(時間フィルタ),SUM(TITEM.sales_excluded) WHERE order_time BETWEEN 17:00 AND 23:00,-,head_office_item_sales_logs.sales_excluded,TITEM.sales_excluded,POS売上（商品別）,[外部]TITEM.sales_excluded,"予実対比.ディナー売上(税抜), 年間予実対比.客単価(ディナー)",TITEM.sales_excluded → head_office_item_sales_logs.sales_excluded → 時間帯別売上分析.ディナー売上(税抜),スキーマ検証済,-,15:01-16:59の売上はどこに計上されるか不明,アイドルタイム売上の扱いを確認必要
185,表示画面,時間帯別売上分析,客単価(税抜),L1,A,画面間,計算項目,外部連携×外部連携,POS売上とPOS客数/商品等の組合せ,売上÷客数,当月実績.売上税抜 ÷ 時間帯別売上分析.客数,-,"head_office_connected_service_sales_logs.sales_excluded, head_office_connected_service_sales_logs.customers","ZTOTAL.sales_excluded, ZTOTAL.customers",POS売上（日別集計）,"当月実績.売上税抜, 時間帯別売上分析.客数","主要KPI指標.客単価(税抜), 当月実績.客単価(税抜), 店舗別サマリー.客単価(税抜)",ZTOTAL.sales_excluded / ZTOTAL.customers → head_office_connected_service_sales_logs.sales_excluded / head_office_connected_service_sales_logs.customers → 時間帯別売上分析.客単価(税抜),スキーマ検証済,-,-,-
186,表示画面,曜日別売上分析,平均売上(税抜),L1,C,画面間,計算項目,演算×外部連携,演算結果とPOS売上の組合せ,AVG曜日別,AVG(日次推移.売上税抜) GROUP BY dayofweek,日次推移.売上(税抜),-,-,-,"日次推移.売上(税抜), 日次推移.売上税抜","主要KPI指標.平均売上(税抜), 当月実績.平均売上(税抜), 店舗別サマリー.平均売上(税抜)",日次推移.売上(税抜) → 曜日別売上分析.平均売上(税抜),演算検証済,インプット元: 日次推移.売上(税抜),-,-
187,表示画面,商品別仕入分析,アイテム,L0,D,画面間,計算項目,演算,画面間演算,商品仕入単価.アイテムから参照,-,商品仕入単価.アイテム,infomart_order_details.item_name,-,-,商品仕入単価.アイテム,-,商品仕入単価.アイテム → 商品別仕入分析.アイテム,演算検証済,インプット元: 商品仕入単価.アイテム,画面'商品別仕入分析'に'アイテム'が実際に存在するか要確認,実画面で目視確認が必要
188,表示画面,商品別仕入分析,仕入商品ラベル,L0,D,画面間,計算項目,演算,画面間演算,平均単価推移.仕入商品ラベルから参照,-,平均単価推移.仕入商品ラベル,infomart_order_details.item_name,-,-,平均単価推移.仕入商品ラベル,-,平均単価推移.仕入商品ラベル → 商品別仕入分析.仕入商品ラベル,演算検証済,インプット元: 平均単価推移.仕入商品ラベル,画面'商品別仕入分析'に'仕入商品ラベル'が実際に存在するか要確認,実画面で目視確認が必要
189,表示画面,平均単価推移,仕入金額(税抜),L0,C,-,インフォマート（仕入）,外部連携単独,インフォマート仕入データから単独取得,SUM月別,SUM(detail_list.price) GROUP BY year_month,-,infomart_order_details.price,detail_list.price,-,[外部]detail_list.price,"平均単価推移.平均単価, 店舗間商品移動.仕入金額(税抜)",detail_list.price → infomart_order_details.price → 平均単価推移.仕入金額(税抜),外部連携検証済,detail_list.price → infomart_transactions.price,-,-
190,表示画面,日次推移,売上(税抜),L0,A,-,POS（売上・客数）,外部連携単独,POSデータから単独取得,日別集計,SUM(ZTOTAL.sales_excluded) GROUP BY date,-,head_office_connected_service_sales_logs.sales_excluded,ZTOTAL.sales_excluded,POS売上（日別集計）,[外部]ZTOTAL.sales_excluded,"ABC分析, 店舗別サマリー, 当月実績, 日次レポート, 曜日別売上分析.平均売上(税抜)",ZTOTAL.sales_excluded → head_office_connected_service_sales_logs.sales_excluded → 日次推移.売上(税抜),スキーマ検証済,-,-,-
191,表示画面,客単価,客単価(税抜),L1,A,画面間,計算項目,外部連携×外部連携,POS売上とPOS客数/商品等の組合せ,売上÷客数,当月実績.売上税抜 ÷ 客数.当月客数,-,"head_office_connected_service_sales_logs.sales_excluded, head_office_connected_service_sales_logs.customers","ZTOTAL.sales_excluded, ZTOTAL.customers",POS売上（日別集計）,"当月実績.売上税抜, 客数.当月客数",-,ZTOTAL.sales_excluded / ZTOTAL.customers → head_office_connected_service_sales_logs.sales_excluded / head_office_connected_service_sales_logs.customers → 客単価.客単価(税抜),スキーマ検証済,-,-,-
192,表示画面,予実対比,売上構成比率,L1,A,画面間,計算項目,演算,画面間演算,ABC分析.売上構成比率から参照,-,ABC分析.売上構成比率,"head_office_item_sales_logs.sales_excluded, head_office_connected_service_sales_logs.sales_excluded",-,"POS売上（商品別）, POS売上（日別集計）",ABC分析.売上構成比率,-,ABC分析.売上構成比率 → 予実対比.売上構成比率,スキーマ検証済,-,画面'予実対比'に'売上構成比率'が実際に存在するか要確認,実画面で目視確認が必要
193,表示画面,予実対比,価格,L1,C,画面間,計算項目,演算,画面間演算,ABC分析.価格から参照,-,ABC分析.価格,"head_office_item_sales_logs.sales_excluded, head_office_item_sales_logs.quantity",-,POS売上（商品別）,ABC分析.価格,-,ABC分析.価格 → 予実対比.価格,スキーマ検証済,-,画面'予実対比'に'価格'が実際に存在するか要確認,実画面で目視確認が必要
194,表示画面,予実対比,商品単価(税抜),L1,C,画面間,計算項目,演算,画面間演算,商品別売上分析.商品単価(税抜)から参照,-,商品別売上分析.商品単価(税抜),"head_office_item_sales_logs.sales_excluded, head_office_item_sales_logs.quantity",-,POS売上（商品別）,商品別売上分析.商品単価(税抜),-,商品別売上分析.商品単価(税抜) → 予実対比.商品単価(税抜),スキーマ検証済,-,画面'予実対比'に'商品単価(税抜)'が実際に存在するか要確認,実画面で目視確認が必要
195,表示画面,予実対比,売上(税抜),L0,A,画面間,計算項目,演算,画面間演算,商品別売上分析.売上(税抜)から参照,-,商品別売上分析.売上(税抜),head_office_item_sales_logs.sales_excluded,-,POS売上（商品別）,商品別売上分析.売上(税抜),-,商品別売上分析.売上(税抜) → 予実対比.売上(税抜),スキーマ検証済,-,画面'予実対比'に'売上(税抜)'が実際に存在するか要確認,実画面で目視確認が必要
196,表示画面,予実対比,ランチ売上(税抜),L0,C,画面間,計算項目,演算,画面間演算,時間帯別売上分析.ランチ売上(税抜)から参照,-,時間帯別売上分析.ランチ売上(税抜),head_office_item_sales_logs.sales_excluded,-,POS売上（商品別）,時間帯別売上分析.ランチ売上(税抜),-,時間帯別売上分析.ランチ売上(税抜) → 予実対比.ランチ売上(税抜),スキーマ検証済,-,画面'予実対比'に'ランチ売上(税抜)'が実際に存在するか要確認,実画面で目視確認が必要
197,表示画面,予実対比,ディナー売上(税抜),L0,C,画面間,計算項目,演算,画面間演算,時間帯別売上分析.ディナー売上(税抜)から参照,-,時間帯別売上分析.ディナー売上(税抜),head_office_item_sales_logs.sales_excluded,-,POS売上（商品別）,時間帯別売上分析.ディナー売上(税抜),-,時間帯別売上分析.ディナー売上(税抜) → 予実対比.ディナー売上(税抜),スキーマ検証済,-,画面'予実対比'に'ディナー売上(税抜)'が実際に存在するか要確認,実画面で目視確認が必要
198,表示画面,日次レポート,売上(税抜),L0,A,-,POS（売上・客数）,外部連携単独,POSデータから単独取得,日別集計,SUM(ZTOTAL.sales_excluded) GROUP BY date,-,head_office_connected_service_sales_logs.sales_excluded,ZTOTAL.sales_excluded,POS売上（日別集計）,[外部]ZTOTAL.sales_excluded,"当月実績.売上(税抜), 店舗別サマリー.売上(税抜), ABC分析.売上(税抜), 日次推移.売上(税抜)",ZTOTAL.sales_excluded → head_office_connected_service_sales_logs.sales_excluded → 日次レポート.売上(税抜),スキーマ検証済,-,-,-
199,表示画面,店舗間商品移動,仕入金額(税抜),L0,C,画面間,計算項目,演算,画面間演算,平均単価推移.仕入金額(税抜)から参照,-,平均単価推移.仕入金額(税抜),infomart_order_details.price,-,-,平均単価推移.仕入金額(税抜),-,平均単価推移.仕入金額(税抜) → 店舗間商品移動.仕入金額(税抜),演算検証済,インプット元: 平均単価推移.仕入金額(税抜),画面'店舗間商品移動'に'仕入金額(税抜)'が実際に存在するか要確認,実画面で目視確認が必要

■ 設定入力画面 (9指標)

No,画面タイプ,画面タイトル,指標名,独自指標レベル,経営重要度,演算範囲,データソース区分,指標タイプ,指標タイプ詳細,演算ロジック,演算式詳細,中間画面名.画面指標名,ラクミーテーブル名.カラム名,外部連携テーブル名.テーブル列名,外部連携グループ名,インプット元（画面名.指標名）,アウトプット先（画面名.画面指標名）,データリネージュ（完全版）,判断,AI推測の理由,不明点,改善
1,設定入力画面,予算設定,対象年月,L3,D,-,費用・棚卸（入力）,ユーザー入力単独,予算設定画面での直接入力,年月,monthly_cost_entries.year_month,-,monthly_cost_entries.year_month,-,-,-,-,monthly_cost_entries.year_month → 予算設定.対象年月,要確認,テーブル'monthly_cost_entries'が存在しない,-,-
2,設定入力画面,予算設定,予算金額,L3,D,-,費用・棚卸（入力）,ユーザー入力単独,予算設定画面での直接入力,入力値,monthly_budgets.value,-,monthly_budgets.profit,-,-,-,"主要KPI指標.ROI, 進捗分析.利益進捗率, 進捗分析.進捗率比較(前々月), 進捗分析.進捗率比較(前月), 進捗分析.達成率",monthly_budgets.profit → 予算設定.予算金額,スキーマ検証済,-,-,-
3,設定入力画面,予算設定,予算比率,L3,D,-,費用・棚卸（入力）,ユーザー入力単独,予算設定画面での直接入力,入力値,monthly_budgets.ratio,-,monthly_budgets.ratio（予算設定画面）,-,-,-,-,monthly_budgets.ratio（予算設定画面） → 予算設定.予算比率,要確認,カラム'ratio'がテーブル'monthly_budgets'に存在しない,-,-
4,設定入力画面,月次費用入力,費目,L2,D,-,店舗マスタ（設定）,ラクミー設定マスタ単独,ラクミー設定マスタから取得,費目マスタ参照,monthly_cost_items.name,-,monthly_cost_items.name,-,-,[マスタ]monthly_cost_items.name,費目別仕入分析.費目,monthly_cost_items.name → 月次費用入力.費目,スキーマ検証済,-,-,-
5,設定入力画面,月次費用入力,金額,L3,D,-,費用・棚卸（入力）,ユーザー入力単独,設定画面での直接入力（費用/棚卸等）,入力値,monthly_costs.value,-,monthly_costs.value,-,-,-,"主要KPI指標.家賃比率, 月次費用入力.比率",monthly_costs.value → 月次費用入力.金額,スキーマ検証済,-,-,-
6,設定入力画面,月次費用入力,比率,L4a,D,画面間,計算項目,ユーザー入力×ユーザー入力,複数のユーザー入力の組合せ,自動計算,月次費用入力.金額 ÷ SUM(費目別仕入分析.金額税抜) × 100,-,monthly_costs.value,-,-,"月次費用入力.金額, 費目別仕入分析.金額税抜","仕入別分析.比率, 商品別仕入分析.比率, 費目別仕入分析.比率",monthly_costs.value → 月次費用入力.比率,スキーマ検証済,-,-,-
7,設定入力画面,費目マスタ,費目名,L2,D,-,店舗マスタ（設定）,ラクミー設定マスタ単独,ラクミー設定マスタから取得,入力値,monthly_cost_items.name,-,monthly_cost_items.name,-,-,[マスタ]monthly_cost_items.name,-,monthly_cost_items.name → 費目マスタ.費目名,スキーマ検証済,-,-,-
8,設定入力画面,費目マスタ,変更不可フラグ,L2,D,-,店舗マスタ（設定）,ラクミー設定マスタ単独,ラクミー設定マスタから取得,フラグ,monthly_cost_items.immutable,-,monthly_cost_items.immutable,-,-,[マスタ]monthly_cost_items.immutable,-,monthly_cost_items.immutable → 費目マスタ.変更不可フラグ,設定/入力検証済,データソース: 店舗マスタ（設定）,-,-
9,設定入力画面,予算設定,売上目標,L3,D,画面間,計算項目,演算,画面間演算,店舗別サマリー.売上目標から参照,-,店舗別サマリー.売上目標,monthly_budgets.profit,-,ユーザー入力（予算設定）,店舗別サマリー.売上目標,-,店舗別サマリー.売上目標 → 予算設定.売上目標,スキーマ検証済,-,画面'予算設定'に'売上目標'が実際に存在するか要確認,実画面で目視確認が必要
