416,表示画面,曜日別売上分析,平均売上(税抜),L1,C,画面間,計算項目,演算×外部連携,演算結果とPOS売上の組合せ,AVG曜日別,AVG(日次レポート.売上税抜) GROUP BY dayofweek,日次レポート.売上(税抜),-,-,-,"日次レポート.売上(税抜), 日次レポート.売上税抜","主要KPI指標.平均売上(税抜), 当月実績.平均売上(税抜), 時間帯別売上分析.平均売上(税抜)",日次レポート.売上(税抜) → 曜日別売上分析.平均売上(税抜),演算検証済,インプット元: 日次レポート.売上(税抜),-,-
417,表示画面,曜日別売上分析,テーブル回転数,L4a,C,画面間,計算項目,演算,画面間演算,流入分析.テーブル回転数から参照,-,流入分析.テーブル回転数,"head_office_connected_service_sales_logs.customers, shops.total_tables",-,POS売上（日別集計）,流入分析.テーブル回転数,-,流入分析.テーブル回転数 → 曜日別売上分析.テーブル回転数,演算検証済,インプット元: 流入分析.テーブル回転数,画面'曜日別売上分析'に'テーブル回転数'が実際に存在するか要確認,実画面で目視確認が必要
418,表示画面,曜日別売上分析,ウォークイン客数,L1,A,画面間,計算項目,演算,画面間演算,流入分析.ウォークイン客数から参照,-,流入分析.ウォークイン客数,"head_office_connected_service_sales_logs.customers, reservations.customers",-,POS売上（日別集計）,流入分析.ウォークイン客数,-,流入分析.ウォークイン客数 → 曜日別売上分析.ウォークイン客数,演算検証済,インプット元: 流入分析.ウォークイン客数,画面'曜日別売上分析'に'ウォークイン客数'が実際に存在するか要確認,実画面で目視確認が必要
419,表示画面,曜日別売上分析,売上(税抜),L0,S,画面間,計算項目,演算,画面間演算,日次レポート.売上(税抜)から参照,-,日次レポート.売上(税抜),head_office_connected_service_sales_logs.sales_excluded,-,POS売上（日別集計）,日次レポート.売上(税抜),-,日次レポート.売上(税抜) → 曜日別売上分析.売上(税抜),スキーマ検証済,-,画面'曜日別売上分析'に'売上(税抜)'が実際に存在するか要確認,実画面で目視確認が必要
420,表示画面,仕入先分析,仕入先名,L0,C,画面間,計算項目,演算,画面間演算,商品別仕入分析.仕入先から参照,-,商品別仕入分析.仕入先,infomart_orders.client_name,-,-,商品別仕入分析.仕入先,-,商品別仕入分析.仕入先 → 仕入先分析.仕入先名,演算検証済,インプット元: 商品別仕入分析.仕入先,画面'仕入先分析'に'仕入先名'が実際に存在するか要確認,実画面で目視確認が必要
421,表示画面,仕入先分析,原価率,L1,A,画面間,計算項目,演算,画面間演算,FD分析.FD原価率から参照,-,FD分析.FD原価率,z_totals.sales_excluded,-,-,FD分析.FD原価率,-,FD分析.FD原価率 → 仕入先分析.原価率,演算検証済,インプット元: FD分析.FD原価率,画面'仕入先分析'に'原価率'が実際に存在するか要確認,実画面で目視確認が必要
422,表示画面,仕入先分析,FD仕入,L0,A,画面間,計算項目,演算,画面間演算,FD分析.FD当月仕入から参照,-,FD分析.FD当月仕入,infomart_orders.total_tax_excluded,-,インフォマート（仕入）,FD分析.FD当月仕入,-,FD分析.FD当月仕入 → 仕入先分析.FD仕入,演算検証済,インプット元: FD分析.FD当月仕入,画面'仕入先分析'に'FD仕入'が実際に存在するか要確認,実画面で目視確認が必要
423,表示画面,仕入先分析,フード仕入,L0,C,画面間,計算項目,演算,画面間演算,予実対比.フード仕入から参照,-,予実対比.フード仕入,infomart_orders.total_tax_excluded,-,インフォマート（仕入）,予実対比.フード仕入,-,予実対比.フード仕入 → 仕入先分析.フード仕入,演算検証済,インプット元: 予実対比.フード仕入,画面'仕入先分析'に'フード仕入'が実際に存在するか要確認,実画面で目視確認が必要
424,表示画面,仕入先分析,ドリンク仕入,L0,C,画面間,計算項目,演算,画面間演算,予実対比.ドリンク仕入から参照,-,予実対比.ドリンク仕入,infomart_orders.total_tax_excluded,-,インフォマート（仕入）,予実対比.ドリンク仕入,-,予実対比.ドリンク仕入 → 仕入先分析.ドリンク仕入,演算検証済,インプット元: 予実対比.ドリンク仕入,画面'仕入先分析'に'ドリンク仕入'が実際に存在するか要確認,実画面で目視確認が必要
425,表示画面,仕入先分析,FD仕入額,L0,C,画面間,計算項目,演算,画面間演算,年間予実対比.FD仕入額から参照,-,年間予実対比.FD仕入額,infomart_orders.total_tax_excluded,-,インフォマート（仕入）,年間予実対比.FD仕入額,-,年間予実対比.FD仕入額 → 仕入先分析.FD仕入額,演算検証済,インプット元: 年間予実対比.FD仕入額,画面'仕入先分析'に'FD仕入額'が実際に存在するか要確認,実画面で目視確認が必要
426,表示画面,仕入先分析,仕入費率,L1,C,画面間,計算項目,演算,画面間演算,月次集計.仕入費率から参照,-,月次集計.仕入費率,"infomart_transactions.total_tax_excluded, head_office_connected_service_sales_logs.sales_excluded",-,"インフォマート（仕入）, POS売上（日別集計）",月次集計.仕入費率,-,月次集計.仕入費率 → 仕入先分析.仕入費率,スキーマ検証済,-,画面'仕入先分析'に'仕入費率'が実際に存在するか要確認,実画面で目視確認が必要
427,表示画面,仕入先分析,原価金額,L4a,C,画面間,計算項目,演算,画面間演算,月次レポート.原価金額から参照,-,月次レポート.原価金額,"shop_inventories.amount（棚卸入力）, infomart_transactions.total_tax_excluded",-,インフォマート（仕入）,月次レポート.原価金額,-,月次レポート.原価金額 → 仕入先分析.原価金額,演算検証済,インプット元: 月次レポート.原価金額,画面'仕入先分析'に'原価金額'が実際に存在するか要確認,実画面で目視確認が必要
428,表示画面,仕入先分析,仕入税抜,L0,A,画面間,計算項目,演算,画面間演算,日次レポート.仕入税抜から参照,-,日次レポート.仕入税抜,infomart_orders.total_tax_excluded,-,インフォマート（仕入）,日次レポート.仕入税抜,-,日次レポート.仕入税抜 → 仕入先分析.仕入税抜,演算検証済,インプット元: 日次レポート.仕入税抜,画面'仕入先分析'に'仕入税抜'が実際に存在するか要確認,実画面で目視確認が必要
429,表示画面,商品別仕入分析,アイテム,L0,D,画面間,計算項目,演算,画面間演算,商品仕入単価.アイテムから参照,-,商品仕入単価.アイテム,infomart_order_details.item_name,-,-,商品仕入単価.アイテム,-,商品仕入単価.アイテム → 商品別仕入分析.アイテム,演算検証済,インプット元: 商品仕入単価.アイテム,画面'商品別仕入分析'に'アイテム'が実際に存在するか要確認,実画面で目視確認が必要
430,表示画面,費目別仕入分析,その他経費,L3,C,画面間,計算項目,演算,画面間演算,予実対比.その他経費から参照,-,予実対比.その他経費,monthly_costs.value,-,ユーザー入力（費用設定）,予実対比.その他経費,-,予実対比.その他経費 → 費目別仕入分析.その他経費,スキーマ検証済,-,画面'費目別仕入分析'に'その他経費'が実際に存在するか要確認,実画面で目視確認が必要
431,表示画面,費目別仕入分析,地代家賃,L3,C,画面間,計算項目,演算,画面間演算,予実対比.地代家賃から参照,-,予実対比.地代家賃,monthly_costs.value,-,ユーザー入力（費用設定）,予実対比.地代家賃,-,予実対比.地代家賃 → 費目別仕入分析.地代家賃,スキーマ検証済,-,画面'費目別仕入分析'に'地代家賃'が実際に存在するか要確認,実画面で目視確認が必要
432,表示画面,費目別仕入分析,資材費,L3,C,画面間,計算項目,演算,画面間演算,予実対比.資材費から参照,-,予実対比.資材費,monthly_costs.value,-,ユーザー入力（費用設定）,予実対比.資材費,-,予実対比.資材費 → 費目別仕入分析.資材費,スキーマ検証済,-,画面'費目別仕入分析'に'資材費'が実際に存在するか要確認,実画面で目視確認が必要
433,表示画面,費目別仕入分析,水道光熱費,L3,C,画面間,計算項目,演算,画面間演算,予実対比.水道光熱費から参照,-,予実対比.水道光熱費,monthly_costs.value,-,ユーザー入力（費用設定）,予実対比.水道光熱費,-,予実対比.水道光熱費 → 費目別仕入分析.水道光熱費,スキーマ検証済,-,画面'費目別仕入分析'に'水道光熱費'が実際に存在するか要確認,実画面で目視確認が必要
434,表示画面,費目別仕入分析,減価償却費,L3,C,画面間,計算項目,演算,画面間演算,予実対比.減価償却費から参照,-,予実対比.減価償却費,monthly_costs.value,-,ユーザー入力（費用設定）,予実対比.減価償却費,-,予実対比.減価償却費 → 費目別仕入分析.減価償却費,スキーマ検証済,-,画面'費目別仕入分析'に'減価償却費'が実際に存在するか要確認,実画面で目視確認が必要
435,表示画面,費目別仕入分析,販促費,L3,C,画面間,計算項目,演算,画面間演算,予実対比.販促費から参照,-,予実対比.販促費,monthly_costs.value,-,ユーザー入力（費用設定）,予実対比.販促費,-,予実対比.販促費 → 費目別仕入分析.販促費,スキーマ検証済,-,画面'費目別仕入分析'に'販促費'が実際に存在するか要確認,実画面で目視確認が必要
436,表示画面,費目別仕入分析,金額,L3,C,画面間,計算項目,演算,画面間演算,月次費用入力.金額から参照,-,月次費用入力.金額,monthly_costs.value,-,-,月次費用入力.金額,-,月次費用入力.金額 → 費目別仕入分析.金額,スキーマ検証済,-,画面'費目別仕入分析'に'金額'が実際に存在するか要確認,実画面で目視確認が必要
437,表示画面,費目別仕入分析,費目名,L2,C,画面間,計算項目,演算,画面間演算,費目マスタ.費目名から参照,-,費目マスタ.費目名,monthly_cost_items.name,-,-,費目マスタ.費目名,-,費目マスタ.費目名 → 費目別仕入分析.費目名,スキーマ検証済,-,画面'費目別仕入分析'に'費目名'が実際に存在するか要確認,実画面で目視確認が必要
438,表示画面,平均単価推移,仕入金額(税抜),L0,C,-,インフォマート（仕入）,外部連携単独,インフォマート仕入データから単独取得,SUM月別,SUM(detail_list.price) GROUP BY year_month,-,infomart_order_details.price,detail_list.price,-,[外部]detail_list.price,"平均単価推移.平均単価, 店舗間商品移動",detail_list.price → infomart_order_details.price → 平均単価推移.仕入金額(税抜),外部連携検証済,detail_list.price → infomart_transactions.price,-,-
439,表示画面,利益進捗分析,予算金額,L3,C,画面間,計算項目,演算,画面間演算,予算設定.予算金額から参照,-,予算設定.予算金額,monthly_budgets.profit,-,-,予算設定.予算金額,-,予算設定.予算金額 → 利益進捗分析.予算金額,スキーマ検証済,-,画面'利益進捗分析'に'予算金額'が実際に存在するか要確認,実画面で目視確認が必要
440,表示画面,売上進捗分析,予算金額,L3,C,画面間,計算項目,演算,画面間演算,予算設定.予算金額から参照,-,予算設定.予算金額,monthly_budgets.profit,-,-,予算設定.予算金額,-,予算設定.予算金額 → 売上進捗分析.予算金額,スキーマ検証済,-,画面'売上進捗分析'に'予算金額'が実際に存在するか要確認,実画面で目視確認が必要
441,表示画面,感度分析,平均客数,L1,A,画面間,計算項目,演算,画面間演算,曜日別売上分析.平均客数から参照,-,曜日別売上分析.平均客数,head_office_connected_service_sales_logs.customers,-,POS売上（日別集計）,曜日別売上分析.平均客数,-,曜日別売上分析.平均客数 → 感度分析.平均客数,スキーマ検証済,-,画面'感度分析'に'平均客数'が実際に存在するか要確認,実画面で目視確認が必要
442,表示画面,感度分析,客単価(税抜),L1,A,画面間,計算項目,外部連携×外部連携,POS売上とPOS客数/商品等の組合せ,売上÷客数,当月実績.売上税抜 ÷ 感度分析.客数,-,"head_office_connected_service_sales_logs.sales_excluded, head_office_connected_service_sales_logs.customers","ZTOTAL.sales_excluded, ZTOTAL.customers",POS売上（日別集計）,"当月実績.売上税抜, 感度分析.客数","時間帯別売上分析.客単価(税抜), 月次集計.客単価(税抜)",ZTOTAL.sales_excluded / ZTOTAL.customers → head_office_connected_service_sales_logs.sales_excluded / head_office_connected_service_sales_logs.customers → 感度分析.客単価(税抜),スキーマ検証済,-,-,-
443,表示画面,感度分析,売上(税抜),L0,S,-,POS（売上・客数）,外部連携単独,POSデータから単独取得,SUM,SUM(ZTOTAL.sales_excluded),-,head_office_connected_service_sales_logs.sales_excluded,ZTOTAL.sales_excluded,POS売上（日別集計）,[外部]ZTOTAL.sales_excluded,"当月実績.売上(税抜), ABC分析.売上(税抜), 日次レポート.売上(税抜)",ZTOTAL.sales_excluded → head_office_connected_service_sales_logs.sales_excluded → 感度分析.売上(税抜),スキーマ検証済,-,-,-
444,表示画面,感度分析,FD原価率,L1,A,画面間,計算項目,演算,画面間演算,FD分析.FD原価率から参照,-,FD分析.FD原価率,z_totals.sales_excluded,-,-,FD分析.FD原価率,-,FD分析.FD原価率 → 感度分析.FD原価率,演算検証済,インプット元: FD分析.FD原価率,画面'感度分析'に'FD原価率'が実際に存在するか要確認,実画面で目視確認が必要
445,表示画面,感度分析,FD仕入,L0,A,画面間,計算項目,演算,画面間演算,FD分析.FD当月仕入から参照,-,FD分析.FD当月仕入,infomart_orders.total_tax_excluded,-,インフォマート（仕入）,FD分析.FD当月仕入,-,FD分析.FD当月仕入 → 感度分析.FD仕入,演算検証済,インプット元: FD分析.FD当月仕入,画面'感度分析'に'FD仕入'が実際に存在するか要確認,実画面で目視確認が必要
446,表示画面,感度分析,テーブル回転数,L4a,C,画面間,計算項目,演算,画面間演算,流入分析.テーブル回転数から参照,-,流入分析.テーブル回転数,"head_office_connected_service_sales_logs.customers, shops.total_tables",-,POS売上（日別集計）,流入分析.テーブル回転数,-,流入分析.テーブル回転数 → 感度分析.テーブル回転数,演算検証済,インプット元: 流入分析.テーブル回転数,画面'感度分析'に'テーブル回転数'が実際に存在するか要確認,実画面で目視確認が必要
447,表示画面,感度分析,ウォークイン客数,L1,A,画面間,計算項目,演算,画面間演算,流入分析.ウォークイン客数から参照,-,流入分析.ウォークイン客数,"head_office_connected_service_sales_logs.customers, reservations.customers",-,POS売上（日別集計）,流入分析.ウォークイン客数,-,流入分析.ウォークイン客数 → 感度分析.ウォークイン客数,演算検証済,インプット元: 流入分析.ウォークイン客数,画面'感度分析'に'ウォークイン客数'が実際に存在するか要確認,実画面で目視確認が必要
448,表示画面,感度分析,フード仕入,L0,C,画面間,計算項目,演算,画面間演算,予実対比.フード仕入から参照,-,予実対比.フード仕入,infomart_orders.total_tax_excluded,-,インフォマート（仕入）,予実対比.フード仕入,-,予実対比.フード仕入 → 感度分析.フード仕入,演算検証済,インプット元: 予実対比.フード仕入,画面'感度分析'に'フード仕入'が実際に存在するか要確認,実画面で目視確認が必要
449,表示画面,感度分析,ドリンク仕入,L0,C,画面間,計算項目,演算,画面間演算,予実対比.ドリンク仕入から参照,-,予実対比.ドリンク仕入,infomart_orders.total_tax_excluded,-,インフォマート（仕入）,予実対比.ドリンク仕入,-,予実対比.ドリンク仕入 → 感度分析.ドリンク仕入,演算検証済,インプット元: 予実対比.ドリンク仕入,画面'感度分析'に'ドリンク仕入'が実際に存在するか要確認,実画面で目視確認が必要
450,表示画面,感度分析,FD仕入額,L0,C,画面間,計算項目,演算,画面間演算,年間予実対比.FD仕入額から参照,-,年間予実対比.FD仕入額,infomart_orders.total_tax_excluded,-,インフォマート（仕入）,年間予実対比.FD仕入額,-,年間予実対比.FD仕入額 → 感度分析.FD仕入額,演算検証済,インプット元: 年間予実対比.FD仕入額,画面'感度分析'に'FD仕入額'が実際に存在するか要確認,実画面で目視確認が必要
451,表示画面,感度分析,仕入費率,L1,C,画面間,計算項目,演算,画面間演算,月次集計.仕入費率から参照,-,月次集計.仕入費率,"infomart_transactions.total_tax_excluded, head_office_connected_service_sales_logs.sales_excluded",-,"インフォマート（仕入）, POS売上（日別集計）",月次集計.仕入費率,-,月次集計.仕入費率 → 感度分析.仕入費率,スキーマ検証済,-,画面'感度分析'に'仕入費率'が実際に存在するか要確認,実画面で目視確認が必要
452,表示画面,感度分析,原価金額,L4a,C,画面間,計算項目,演算,画面間演算,月次レポート.原価金額から参照,-,月次レポート.原価金額,"shop_inventories.amount（棚卸入力）, infomart_transactions.total_tax_excluded",-,インフォマート（仕入）,月次レポート.原価金額,-,月次レポート.原価金額 → 感度分析.原価金額,演算検証済,インプット元: 月次レポート.原価金額,画面'感度分析'に'原価金額'が実際に存在するか要確認,実画面で目視確認が必要
453,表示画面,感度分析,原価率,L1,A,画面間,計算項目,演算,画面間演算,月次レポート.原価率から参照,-,月次レポート.原価率,z_totals.sales_excluded,-,-,月次レポート.原価率,-,月次レポート.原価率 → 感度分析.原価率,演算検証済,インプット元: 月次レポート.原価率,画面'感度分析'に'原価率'が実際に存在するか要確認,実画面で目視確認が必要
454,表示画面,感度分析,仕入税抜,L0,A,画面間,計算項目,演算,画面間演算,日次レポート.仕入税抜から参照,-,日次レポート.仕入税抜,infomart_orders.total_tax_excluded,-,インフォマート（仕入）,日次レポート.仕入税抜,-,日次レポート.仕入税抜 → 感度分析.仕入税抜,演算検証済,インプット元: 日次レポート.仕入税抜,画面'感度分析'に'仕入税抜'が実際に存在するか要確認,実画面で目視確認が必要
455,表示画面,FD分析,フード売上,L0,C,画面間,計算項目,演算,画面間演算,予実対比.フード売上から参照,-,予実対比.フード売上,head_office_item_sales_logs.sales_excluded,-,POS売上（商品別）,予実対比.フード売上,-,予実対比.フード売上 → FD分析.フード売上,スキーマ検証済,-,画面'FD分析'に'フード売上'が実際に存在するか要確認,実画面で目視確認が必要
456,表示画面,FD分析,ドリンク売上,L0,C,画面間,計算項目,演算,画面間演算,予実対比.ドリンク売上から参照,-,予実対比.ドリンク売上,head_office_item_sales_logs.sales_excluded,-,POS売上（商品別）,予実対比.ドリンク売上,-,予実対比.ドリンク売上 → FD分析.ドリンク売上,スキーマ検証済,-,画面'FD分析'に'ドリンク売上'が実際に存在するか要確認,実画面で目視確認が必要
457,表示画面,FD分析,FD仕入,L0,A,画面間,計算項目,演算,画面間演算,予実対比.FD仕入から参照,-,予実対比.FD仕入,infomart_orders.total_tax_excluded,-,インフォマート（仕入）,予実対比.FD仕入,-,予実対比.FD仕入 → FD分析.FD仕入,演算検証済,インプット元: 予実対比.FD仕入,画面'FD分析'に'FD仕入'が実際に存在するか要確認,実画面で目視確認が必要
458,表示画面,FD分析,フード仕入,L0,C,画面間,計算項目,演算,画面間演算,予実対比.フード仕入から参照,-,予実対比.フード仕入,infomart_orders.total_tax_excluded,-,インフォマート（仕入）,予実対比.フード仕入,-,予実対比.フード仕入 → FD分析.フード仕入,演算検証済,インプット元: 予実対比.フード仕入,画面'FD分析'に'フード仕入'が実際に存在するか要確認,実画面で目視確認が必要
459,表示画面,FD分析,ドリンク仕入,L0,C,画面間,計算項目,演算,画面間演算,予実対比.ドリンク仕入から参照,-,予実対比.ドリンク仕入,infomart_orders.total_tax_excluded,-,インフォマート（仕入）,予実対比.ドリンク仕入,-,予実対比.ドリンク仕入 → FD分析.ドリンク仕入,演算検証済,インプット元: 予実対比.ドリンク仕入,画面'FD分析'に'ドリンク仕入'が実際に存在するか要確認,実画面で目視確認が必要
460,表示画面,FD売上構成比,売上構成比率,L1,C,画面間,計算項目,演算,画面間演算,ABC分析.売上構成比率から参照,-,ABC分析.売上構成比率,"head_office_item_sales_logs.sales_excluded, head_office_connected_service_sales_logs.sales_excluded",-,"POS売上（商品別）, POS売上（日別集計）",ABC分析.売上構成比率,-,ABC分析.売上構成比率 → FD売上構成比.売上構成比率,スキーマ検証済,-,画面'FD売上構成比'に'売上構成比率'が実際に存在するか要確認,実画面で目視確認が必要
461,表示画面,FD売上構成比,価格,L1,C,画面間,計算項目,演算,画面間演算,ABC分析.価格から参照,-,ABC分析.価格,"head_office_item_sales_logs.sales_excluded, head_office_item_sales_logs.quantity",-,POS売上（商品別）,ABC分析.価格,-,ABC分析.価格 → FD売上構成比.価格,スキーマ検証済,-,画面'FD売上構成比'に'価格'が実際に存在するか要確認,実画面で目視確認が必要
462,表示画面,FD売上構成比,商品単価(税抜),L1,C,画面間,計算項目,演算,画面間演算,商品別売上分析.商品単価(税抜)から参照,-,商品別売上分析.商品単価(税抜),"head_office_item_sales_logs.sales_excluded, head_office_item_sales_logs.quantity",-,POS売上（商品別）,商品別売上分析.商品単価(税抜),-,商品別売上分析.商品単価(税抜) → FD売上構成比.商品単価(税抜),スキーマ検証済,-,画面'FD売上構成比'に'商品単価(税抜)'が実際に存在するか要確認,実画面で目視確認が必要
463,表示画面,FD売上構成比,その他売上,L0,C,画面間,計算項目,演算,画面間演算,予実対比.その他売上から参照,-,予実対比.その他売上,head_office_item_sales_logs.sales_excluded,-,POS売上（商品別）,予実対比.その他売上,-,予実対比.その他売上 → FD売上構成比.その他売上,スキーマ検証済,-,画面'FD売上構成比'に'その他売上'が実際に存在するか要確認,実画面で目視確認が必要
464,表示画面,FD仕入率トレンド,フード売上,L0,C,画面間,計算項目,演算,画面間演算,予実対比.フード売上から参照,-,予実対比.フード売上,head_office_item_sales_logs.sales_excluded,-,POS売上（商品別）,予実対比.フード売上,-,予実対比.フード売上 → FD仕入率トレンド.フード売上,スキーマ検証済,-,画面'FD仕入率トレンド'に'フード売上'が実際に存在するか要確認,実画面で目視確認が必要
465,表示画面,FD仕入率トレンド,ドリンク売上,L0,C,画面間,計算項目,演算,画面間演算,予実対比.ドリンク売上から参照,-,予実対比.ドリンク売上,head_office_item_sales_logs.sales_excluded,-,POS売上（商品別）,予実対比.ドリンク売上,-,予実対比.ドリンク売上 → FD仕入率トレンド.ドリンク売上,スキーマ検証済,-,画面'FD仕入率トレンド'に'ドリンク売上'が実際に存在するか要確認,実画面で目視確認が必要
466,表示画面,FD仕入率トレンド,FD仕入,L0,A,画面間,計算項目,演算,画面間演算,予実対比.FD仕入から参照,-,予実対比.FD仕入,infomart_orders.total_tax_excluded,-,インフォマート（仕入）,予実対比.FD仕入,-,予実対比.FD仕入 → FD仕入率トレンド.FD仕入,演算検証済,インプット元: 予実対比.FD仕入,画面'FD仕入率トレンド'に'FD仕入'が実際に存在するか要確認,実画面で目視確認が必要
467,表示画面,FD仕入率トレンド,フード仕入,L0,C,画面間,計算項目,演算,画面間演算,予実対比.フード仕入から参照,-,予実対比.フード仕入,infomart_orders.total_tax_excluded,-,インフォマート（仕入）,予実対比.フード仕入,-,予実対比.フード仕入 → FD仕入率トレンド.フード仕入,演算検証済,インプット元: 予実対比.フード仕入,画面'FD仕入率トレンド'に'フード仕入'が実際に存在するか要確認,実画面で目視確認が必要
468,表示画面,FD仕入率トレンド,ドリンク仕入,L0,C,画面間,計算項目,演算,画面間演算,予実対比.ドリンク仕入から参照,-,予実対比.ドリンク仕入,infomart_orders.total_tax_excluded,-,インフォマート（仕入）,予実対比.ドリンク仕入,-,予実対比.ドリンク仕入 → FD仕入率トレンド.ドリンク仕入,演算検証済,インプット元: 予実対比.ドリンク仕入,画面'FD仕入率トレンド'に'ドリンク仕入'が実際に存在するか要確認,実画面で目視確認が必要
469,表示画面,流入分析,平均客数,L1,A,画面間,計算項目,演算,画面間演算,曜日別売上分析.平均客数から参照,-,曜日別売上分析.平均客数,head_office_connected_service_sales_logs.customers,-,POS売上（日別集計）,曜日別売上分析.平均客数,-,曜日別売上分析.平均客数 → 流入分析.平均客数,スキーマ検証済,-,画面'流入分析'に'平均客数'が実際に存在するか要確認,実画面で目視確認が必要
470,表示画面,流入分析,総売上,L0,C,画面間,計算項目,演算,画面間演算,予実対比.総売上から参照,-,予実対比.総売上,head_office_connected_service_sales_logs.sales_excluded,-,POS売上（日別集計）,予実対比.総売上,-,予実対比.総売上 → 流入分析.総売上,スキーマ検証済,-,画面'流入分析'に'総売上'が実際に存在するか要確認,実画面で目視確認が必要
471,表示画面,予実対比,売上構成比率,L1,C,画面間,計算項目,演算,画面間演算,ABC分析.売上構成比率から参照,-,ABC分析.売上構成比率,"head_office_item_sales_logs.sales_excluded, head_office_connected_service_sales_logs.sales_excluded",-,"POS売上（商品別）, POS売上（日別集計）",ABC分析.売上構成比率,-,ABC分析.売上構成比率 → 予実対比.売上構成比率,スキーマ検証済,-,画面'予実対比'に'売上構成比率'が実際に存在するか要確認,実画面で目視確認が必要
472,表示画面,予実対比,価格,L1,C,画面間,計算項目,演算,画面間演算,ABC分析.価格から参照,-,ABC分析.価格,"head_office_item_sales_logs.sales_excluded, head_office_item_sales_logs.quantity",-,POS売上（商品別）,ABC分析.価格,-,ABC分析.価格 → 予実対比.価格,スキーマ検証済,-,画面'予実対比'に'価格'が実際に存在するか要確認,実画面で目視確認が必要
473,表示画面,予実対比,商品単価(税抜),L1,C,画面間,計算項目,演算,画面間演算,商品別売上分析.商品単価(税抜)から参照,-,商品別売上分析.商品単価(税抜),"head_office_item_sales_logs.sales_excluded, head_office_item_sales_logs.quantity",-,POS売上（商品別）,商品別売上分析.商品単価(税抜),-,商品別売上分析.商品単価(税抜) → 予実対比.商品単価(税抜),スキーマ検証済,-,画面'予実対比'に'商品単価(税抜)'が実際に存在するか要確認,実画面で目視確認が必要
474,表示画面,予実対比,ランチ売上(税抜),L0,C,画面間,計算項目,演算,画面間演算,時間帯別売上分析.ランチ売上(税抜)から参照,-,時間帯別売上分析.ランチ売上(税抜),head_office_item_sales_logs.sales_excluded,-,POS売上（商品別）,時間帯別売上分析.ランチ売上(税抜),-,時間帯別売上分析.ランチ売上(税抜) → 予実対比.ランチ売上(税抜),スキーマ検証済,-,画面'予実対比'に'ランチ売上(税抜)'が実際に存在するか要確認,実画面で目視確認が必要
475,表示画面,予実対比,ディナー売上(税抜),L0,C,画面間,計算項目,演算,画面間演算,時間帯別売上分析.ディナー売上(税抜)から参照,-,時間帯別売上分析.ディナー売上(税抜),head_office_item_sales_logs.sales_excluded,-,POS売上（商品別）,時間帯別売上分析.ディナー売上(税抜),-,時間帯別売上分析.ディナー売上(税抜) → 予実対比.ディナー売上(税抜),スキーマ検証済,-,画面'予実対比'に'ディナー売上(税抜)'が実際に存在するか要確認,実画面で目視確認が必要
476,表示画面,予実対比,FD売上構成比,L1,C,画面間,計算項目,演算,画面間演算,FD売上構成比.FD売上構成比から参照,-,FD売上構成比.FD売上構成比,"head_office_item_sales_logs.sales_excluded, head_office_connected_service_sales_logs.sales_excluded",-,"POS売上（商品別）, POS売上（日別集計）",FD売上構成比.FD売上構成比,-,FD売上構成比.FD売上構成比 → 予実対比.FD売上構成比,スキーマ検証済,-,画面'予実対比'に'FD売上構成比'が実際に存在するか要確認,実画面で目視確認が必要
477,表示画面,予実対比,人件費額,L0,C,画面間,計算項目,演算,画面間演算,年間予実対比.人件費額から参照,-,年間予実対比.人件費額,head_office_connected_service_labor_costs_logs.labor_costs,-,勤怠（KOT/ジョブカン）,年間予実対比.人件費額,-,年間予実対比.人件費額 → 予実対比.人件費額,スキーマ検証済,-,画面'予実対比'に'人件費額'が実際に存在するか要確認,実画面で目視確認が必要
478,表示画面,予実対比,PA人件費率,L1,S,画面間,計算項目,演算,画面間演算,月次集計.PA人件費率から参照,-,月次集計.PA人件費率,"working_records.daily_cost, head_office_connected_service_sales_logs.sales_excluded",-,POS売上（日別集計）,月次集計.PA人件費率,-,月次集計.PA人件費率 → 予実対比.PA人件費率,演算検証済,インプット元: 月次集計.PA人件費率,画面'予実対比'に'PA人件費率'が実際に存在するか要確認,実画面で目視確認が必要
479,表示画面,予実対比,金額,L3,C,画面間,計算項目,演算,画面間演算,月次費用入力.金額から参照,-,月次費用入力.金額,monthly_costs.value,-,-,月次費用入力.金額,-,月次費用入力.金額 → 予実対比.金額,スキーマ検証済,-,画面'予実対比'に'金額'が実際に存在するか要確認,実画面で目視確認が必要
480,表示画面,年間予実対比,売上(税抜),L0,S,画面間,計算項目,演算,画面間演算,当月実績.売上(税抜)から参照,-,当月実績.売上(税抜),head_office_connected_service_sales_logs.sales_excluded,-,POS売上（日別集計）,当月実績.売上(税抜),-,当月実績.売上(税抜) → 年間予実対比.売上(税抜),スキーマ検証済,-,画面'年間予実対比'に'売上(税抜)'が実際に存在するか要確認,実画面で目視確認が必要
481,表示画面,年間予実対比,客数,L0,A,画面間,計算項目,演算,画面間演算,感度分析.客数から参照,-,感度分析.客数,head_office_connected_service_sales_logs.customers,-,POS売上（日別集計）,感度分析.客数,-,感度分析.客数 → 年間予実対比.客数,スキーマ検証済,-,画面'年間予実対比'に'客数'が実際に存在するか要確認,実画面で目視確認が必要
